iteration,student_reward,train_weighted_mse,train_mse,validation_weighted_mse,validation_mse,dataset_size,fit_seconds,weight_effective_sample_size,behavior_reward,invalid_transitions,new_samples
0,1142.81640625,0.0006375822122208774,0.0004482126096263528,0.0010916118044406176,0.0005004205740988255,8000,37.7446408179967,6861.1826171875,,0,8000
1,1315.2724609375,0.037739358842372894,0.03498091176152229,0.00897926650941372,0.008993235416710377,10246,35.38732349900238,1069.27880859375,1038.1624755859375,0,2246
2,1019.4153442382812,0.07723844051361084,0.07806690782308578,0.013334175571799278,0.011770479381084442,13060,39.050464963002014,2105.75390625,1301.475830078125,0,2814
3,1567.6556396484375,0.09054848551750183,0.08840557187795639,0.007647709455341101,0.007124768570065498,15253,34.14379572799953,2897.12841796875,1012.4240112304688,0,2193
4,9359.7548828125,0.13323700428009033,0.1546403020620346,0.01332965586334467,0.012041626498103142,18551,39.58068589300092,3970.012939453125,1529.2855224609375,0,3298
