position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,99,0.003846551524475217,0.002160622738301754,112.80000305175781,0.0038128457963466644,0.0021799392998218536,108.0,[]
1,0,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
2,1,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
3,2,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
4,3,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
5,4,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
6,5,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
7,6,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
8,7,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
9,8,0.0038417186588048935,0.0016142218373715878,107.80000305175781,0.0035987431183457375,0.0016012825071811676,115.0999984741211,[]
