generation,best_loss,median_loss,finite_fitness_fraction
0,0.0036643671337515116,0.007269052788615227,1.0
1,0.003470859257504344,0.004832583945244551,1.0
2,0.003470859257504344,0.0040201907977461815,1.0
3,0.003470859257504344,0.0036643671337515116,1.0
4,0.003470859257504344,0.0036643671337515116,1.0
5,0.003470859257504344,0.0036643671337515116,1.0
6,0.003470859257504344,0.0036379515659064054,1.0
7,0.0034484234638512135,0.0036379515659064054,1.0
8,0.0034484234638512135,0.0036321927327662706,1.0
9,0.0034484234638512135,0.0036321927327662706,1.0
10,0.003386768978089094,0.0036321927327662706,1.0
11,0.0032974043861031532,0.0036209665704518557,1.0
12,0.0032974043861031532,0.003521320875734091,1.0
13,0.0032974043861031532,0.00347090233117342,1.0
14,0.0032974043861031532,0.003470859257504344,1.0
15,0.0032974043861031532,0.0034708017483353615,1.0
16,0.0032974043861031532,0.0034689693711698055,1.0
17,0.0032922551035881042,0.0034619299694895744,1.0
18,0.0032922551035881042,0.0034484234638512135,1.0
19,0.0032922551035881042,0.0034090890549123287,1.0
20,0.0032922551035881042,0.0033861668780446053,1.0
21,0.0030032796785235405,0.0033516346011310816,1.0
22,0.0030032796785235405,0.0033421011175960302,1.0
23,0.0030032796785235405,0.0033413127530366182,1.0
24,0.0030032796785235405,0.0033402289263904095,1.0
25,0.0030032796785235405,0.003338125068694353,1.0
26,0.0030032796785235405,0.0033359273802489042,1.0
27,0.0030032796785235405,0.0033275247551500797,1.0
28,0.0030032796785235405,0.0033079853747040033,1.0
29,0.0030032796785235405,0.0032974043861031532,1.0
30,0.0030032796785235405,0.0032922551035881042,1.0
31,0.0030032796785235405,0.003217690624296665,1.0
32,0.0030032796785235405,0.0032143762800842524,1.0
33,0.0030032796785235405,0.0032143762800842524,1.0
34,0.0030032796785235405,0.0032143762800842524,1.0
35,0.0030004498548805714,0.0032143762800842524,1.0
36,0.0030004498548805714,0.0032143762800842524,1.0
37,0.0030004498548805714,0.0032143762800842524,1.0
38,0.0030004498548805714,0.003210660070180893,1.0
39,0.0030004498548805714,0.0031079757027328014,1.0
40,0.0030004498548805714,0.0030032796785235405,1.0
41,0.0030004498548805714,0.0030032796785235405,1.0
42,0.0030004498548805714,0.0030032796785235405,1.0
43,0.0030004498548805714,0.0030032796785235405,1.0
44,0.0030004498548805714,0.0030032796785235405,1.0
45,0.0030004498548805714,0.0030032796785235405,1.0
46,0.0030004498548805714,0.0030032796785235405,1.0
47,0.0030004498548805714,0.0030032796785235405,1.0
48,0.0030004498548805714,0.0030032796785235405,1.0
49,0.0030004498548805714,0.0030032796785235405,1.0
