generation,best_loss,median_loss,candidate_count
0,0.0021083042956888676,0.002405055216513574,6
1,0.0020118628162890673,0.002347649773582816,8
2,0.0020118628162890673,0.002315425779670477,10
3,0.0018136892467737198,0.0022697425447404385,8
4,0.0018136892467737198,0.002147588413208723,9
5,0.0018136892467737198,0.0022627783473581076,8
6,0.001675042905844748,0.002235373016446829,8
7,0.0016746452311053872,0.002147588413208723,9
8,0.0016746452311053872,0.0018850112101063132,11
9,0.0015715627232566476,0.002116722986102104,9
10,0.0015030239010229707,0.00197647389722988,10
11,0.0015030239010229707,0.0019375215633772314,10
12,0.0014672809047624469,0.0017755412263795733,11
13,0.0014672809047624469,0.0017009691800922155,11
14,0.0014672809047624469,0.0016848869272507727,12
15,0.0013073321897536516,0.0016688046744093299,13
16,0.0012224455131217837,0.001603405107744038,15
17,0.0012224455131217837,0.001603405107744038,15
18,0.0012224455131217837,0.001569090411067009,13
19,0.0012224455131217837,0.0015687323175370693,15
20,0.0010307624470442533,0.0015687323175370693,15
21,0.0010307624470442533,0.0015607281820848584,16
22,0.0010307624470442533,0.0015470341313630342,18
23,0.0009728060686029494,0.0015672016306780279,14
24,0.0009728060686029494,0.0015653128502890468,15
25,0.0009728060686029494,0.0015653128502890468,15
26,0.0009728060686029494,0.0015668536652810872,14
27,0.0009728060686029494,0.0015668536652810872,14
28,0.0008875606581568718,0.0015653128502890468,15
29,0.0008875606581568718,0.0015439685666933656,16
30,0.0008875606581568718,0.0015226242830976844,17
31,0.0008818826754577458,0.0015011635841801763,18
32,0.0008818826754577458,0.0015226242830976844,17
33,0.0007899461197666824,0.0015226242830976844,17
34,0.0007899461197666824,0.0015011635841801763,18
35,0.0007899461197666824,0.0015226242830976844,17
36,0.0007899461197666824,0.0015226242830976844,17
37,0.0007899461197666824,0.0014938503736630082,18
38,0.0007899461197666824,0.0014938503736630082,18
39,0.0007242769934237003,0.0014599044807255268,19
40,0.0007242769934237003,0.0014088170719332993,20
41,0.0007242769934237003,0.0014599044807255268,19
42,0.0007242769934237003,0.0014599044807255268,19
43,0.0007242769934237003,0.0014054891653358936,19
44,0.0007242769934237003,0.0014054891653358936,19
45,0.0007242769934237003,0.0014054891653358936,19
46,0.0006211783620528877,0.0014054891653358936,19
47,0.0006211783620528877,0.0014054891653358936,19
48,0.0006211783620528877,0.0014514935901388526,18
49,0.0006211783620528877,0.0014920186949893832,17
50,0.0006211783620528877,0.0014920186949893832,17
51,0.0006211783620528877,0.0014487539301626384,18
52,0.0006211783620528877,0.0014054891653358936,19
53,0.0006198978517204523,0.0013816094142384827,20
54,0.0006198835908435285,0.0013816094142384827,20
55,0.00061987922526896,0.0013816094142384827,20
56,0.00061987922526896,0.0013816094142384827,20
57,0.00061987922526896,0.0013816094142384827,20
58,0.00061987922526896,0.0013816094142384827,20
59,0.00061987922526896,0.0013816094142384827,20
60,0.00061987922526896,0.0013816094142384827,20
61,0.0006189154810272157,0.0013816094142384827,20
62,0.0005942824063822627,0.0013577296631410718,21
63,0.0005942824063822627,0.0013577296631410718,21
64,0.0005942824063822627,0.0012050233199261129,22
65,0.0005942824063822627,0.0013577296631410718,21
66,0.0005942824063822627,0.0013577296631410718,21
67,0.0005942824063822627,0.001341922557912767,21
68,0.0005942824063822627,0.001373433682601899,20
69,0.0005942824063822627,0.001373433682601899,20
70,0.0005942824063822627,0.001373433682601899,20
71,0.0005942824063822627,0.001373433682601899,20
72,0.0005942824063822627,0.001373433682601899,20
73,0.0005942824063822627,0.001373433682601899,20
74,0.0005942824063822627,0.0013537149643525481,20
75,0.0005942824063822627,0.0013537149643525481,20
76,0.0005942824063822627,0.0013509911950677633,20
77,0.0005942824063822627,0.0013509911950677633,20
78,0.0005942824063822627,0.0013288757181726396,20
79,0.0005942824063822627,0.0013288757181726396,20
80,0.0005942824063822627,0.0013179920497350395,20
81,0.0005942824063822627,0.0013178014196455479,20
82,0.0005942824063822627,0.0013178014196455479,20
83,0.0005942824063822627,0.0013827962102368474,19
84,0.0005942824063822627,0.0013689136831089854,19
85,0.0005942824063822627,0.0013689136831089854,19
86,0.0005942824063822627,0.0013108601560816169,20
87,0.0005942824063822627,0.0013108601560816169,20
88,0.0005942824063822627,0.0013108601560816169,20
89,0.0005942824063822627,0.0013108601560816169,20
90,0.0005942824063822627,0.0013108601560816169,20
91,0.0005937642999924719,0.001309435989242047,20
92,0.0005107445176690817,0.0012323115952312946,21
93,0.0005107445176690817,0.0012323115952312946,21
94,0.0005107445176690817,0.0012323115952312946,21
95,0.0005107445176690817,0.0012323115952312946,21
96,0.0005107445176690817,0.0010238309914711863,20
97,0.0005107445176690817,0.0010238309914711863,20
98,0.0005107445176690817,0.0010238309914711863,20
99,0.0005107445176690817,0.0010238309914711863,20
