param,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49
1.000000000000000000e+00,9.358046875000000000e+03,9.358197265625000000e+03,9.357950195312500000e+03,nan,9.358155273437500000e+03,9.357989257812500000e+03,nan,9.358061523437500000e+03,nan,9.358046875000000000e+03,9.358120117187500000e+03,9.358080078125000000e+03,9.358043945312500000e+03,9.357968750000000000e+03,9.358135742187500000e+03,nan,9.358046875000000000e+03,9.357954101562500000e+03,9.358095703125000000e+03,9.357976562500000000e+03,9.358140625000000000e+03,9.358105468750000000e+03,9.358026367187500000e+03,nan,nan,9.357995117187500000e+03,9.358137695312500000e+03,9.358023437500000000e+03,9.358069335937500000e+03,9.358118164062500000e+03,9.358124023437500000e+03,9.358304687500000000e+03,9.358122070312500000e+03,9.358168945312500000e+03,9.358137695312500000e+03,9.357961914062500000e+03,nan,9.357971679687500000e+03,9.357969726562500000e+03,nan,9.358045898437500000e+03,9.358096679687500000e+03,9.358047851562500000e+03,9.358209960937500000e+03,9.358120117187500000e+03,nan,9.358198242187500000e+03,9.357991210937500000e+03,9.358173828125000000e+03,9.357981445312500000e+03
9.000000000000000222e-01,9.358413085937500000e+03,9.358172851562500000e+03,9.358281250000000000e+03,nan,9.358284179687500000e+03,9.358329101562500000e+03,nan,9.358512695312500000e+03,nan,9.358528320312500000e+03,9.358213867187500000e+03,9.358352539062500000e+03,9.358541992187500000e+03,9.358045898437500000e+03,9.358222656250000000e+03,nan,9.357475585937500000e+03,9.357283203125000000e+03,9.358376953125000000e+03,9.358137695312500000e+03,9.358720703125000000e+03,9.358153320312500000e+03,9.358378906250000000e+03,nan,nan,9.358366210937500000e+03,9.358120117187500000e+03,9.358343750000000000e+03,9.358647460937500000e+03,9.358325195312500000e+03,9.357291015625000000e+03,9.358415039062500000e+03,9.357247070312500000e+03,9.358534179687500000e+03,9.358140625000000000e+03,9.358212890625000000e+03,nan,9.357553710937500000e+03,9.358409179687500000e+03,nan,9.358529296875000000e+03,9.358200195312500000e+03,9.358304687500000000e+03,9.357342773437500000e+03,9.358437500000000000e+03,nan,9.357969726562500000e+03,9.358346679687500000e+03,9.358084960937500000e+03,9.357965820312500000e+03
8.000000000000000444e-01,9.359280273437500000e+03,9.358721679687500000e+03,9.359086914062500000e+03,nan,9.359548828125000000e+03,9.358705078125000000e+03,nan,9.359200195312500000e+03,nan,9.359264648437500000e+03,9.359330078125000000e+03,9.358819335937500000e+03,9.358973632812500000e+03,9.358507812500000000e+03,9.356721679687500000e+03,nan,2.810334472656250000e+03,3.626389404296875000e+03,9.358603515625000000e+03,9.358905273437500000e+03,9.358822265625000000e+03,7.994737792968750000e+03,9.358630859375000000e+03,nan,nan,9.358533203125000000e+03,9.358700195312500000e+03,9.359379882812500000e+03,9.358453125000000000e+03,9.358622070312500000e+03,4.464557128906250000e+03,9.358694335937500000e+03,3.159670410156250000e+03,9.358700195312500000e+03,9.359380859375000000e+03,9.358184570312500000e+03,nan,9.357452148437500000e+03,9.358721679687500000e+03,nan,9.358534179687500000e+03,9.358926757812500000e+03,9.359287109375000000e+03,2.832527343750000000e+03,9.358884765625000000e+03,nan,9.355206054687500000e+03,9.317479492187500000e+03,9.353825195312500000e+03,9.359267578125000000e+03
6.999999999999999556e-01,3.495757080078125000e+03,6.564537597656250000e+03,3.462007812500000000e+03,nan,2.789509033203125000e+03,9.358830078125000000e+03,nan,3.518228271484375000e+03,nan,3.540691406250000000e+03,3.166505615234375000e+03,9.359361328125000000e+03,3.052038330078125000e+03,4.324812011718750000e+03,4.593712402343750000e+03,nan,1.477704101562500000e+03,1.415599609375000000e+03,9.358606445312500000e+03,3.722040771484375000e+03,9.359279296875000000e+03,2.486056396484375000e+03,9.358885742187500000e+03,nan,nan,9.358311523437500000e+03,7.650506347656250000e+03,3.226559814453125000e+03,9.359033203125000000e+03,9.358700195312500000e+03,1.855221923828125000e+03,9.358791015625000000e+03,1.466357910156250000e+03,9.358742187500000000e+03,2.886789550781250000e+03,9.358475585937500000e+03,nan,9.356899414062500000e+03,9.359647460937500000e+03,nan,9.358718750000000000e+03,9.359289062500000000e+03,3.507171875000000000e+03,1.550624267578125000e+03,3.740822998046875000e+03,nan,3.256487060546875000e+03,2.596744384765625000e+03,5.907517089843750000e+03,3.422761718750000000e+03
5.999999999999999778e-01,1.571097534179687500e+03,2.746093994140625000e+03,2.146864501953125000e+03,nan,6.016369628906250000e+02,9.359007812500000000e+03,nan,1.731021850585937500e+03,nan,1.899895385742187500e+03,1.818521484375000000e+03,2.842378906250000000e+03,5.596673583984375000e+02,2.630773437500000000e+03,3.384840332031250000e+03,nan,4.430804748535156250e+02,5.108859863281250000e+02,9.358546875000000000e+03,2.087095703125000000e+03,9.359760742187500000e+03,6.640234375000000000e+02,9.359012695312500000e+03,nan,nan,6.586748535156250000e+03,2.941091552734375000e+03,1.206463256835937500e+03,9.359694335937500000e+03,9.359065429687500000e+03,5.295682983398437500e+02,9.359121093750000000e+03,4.545127868652343750e+02,9.358723632812500000e+03,1.612310913085937500e+03,6.389464355468750000e+03,nan,1.152802124023437500e+03,2.616428466796875000e+03,nan,9.358413085937500000e+03,9.359626953125000000e+03,1.755926025390625000e+03,5.259682006835937500e+02,1.796458618164062500e+03,nan,9.127014770507812500e+02,8.171392822265625000e+02,1.127698852539062500e+03,1.716736328125000000e+03
5.000000000000000000e-01,2.398538665771484375e+02,6.499129028320312500e+02,2.680870056152343750e+02,nan,1.758511352539062500e+02,9.359125976562500000e+03,nan,2.306923828125000000e+02,nan,2.059569854736328125e+02,2.249274444580078125e+02,2.153945312500000000e+02,1.645865020751953125e+02,9.352894897460937500e+02,4.333246582031250000e+03,nan,1.535950012207031250e+02,1.442330322265625000e+02,9.357510742187500000e+03,3.366529235839843750e+02,2.476148193359375000e+03,1.891799774169921875e+02,9.358990234375000000e+03,nan,nan,5.096312500000000000e+03,1.022735534667968750e+03,2.098227996826171875e+02,5.208346191406250000e+03,9.359475585937500000e+03,1.780142059326171875e+02,9.359683593750000000e+03,1.386169738769531250e+02,9.358905273437500000e+03,2.325641326904296875e+02,4.602200317382812500e+02,nan,6.567862548828125000e+02,9.052938842773437500e+02,nan,7.107857910156250000e+03,3.497217285156250000e+03,2.342103729248046875e+02,1.608887176513671875e+02,4.767481079101562500e+02,nan,3.215854492187500000e+02,1.796627197265625000e+02,9.053146362304687500e+02,2.211439971923828125e+02
4.000000000000000222e-01,1.441789093017578125e+02,1.703225555419921875e+02,2.006370086669921875e+02,nan,1.145353546142578125e+02,8.258330078125000000e+03,nan,1.275214004516601562e+02,nan,1.311279907226562500e+02,1.422778778076171875e+02,1.610367736816406250e+02,1.144624633789062500e+02,2.909772033691406250e+02,5.906669433593750000e+03,nan,1.143259658813476562e+02,1.069461898803710938e+02,2.208149658203125000e+03,1.496769104003906250e+02,6.027828369140625000e+02,1.107529296875000000e+02,9.359522460937500000e+03,nan,nan,7.880251464843750000e+03,1.947243957519531250e+02,1.292952117919921875e+02,2.427133544921875000e+03,8.026234375000000000e+03,1.741437683105468750e+02,9.359920898437500000e+03,1.032544479370117188e+02,4.101049316406250000e+03,1.778402862548828125e+02,3.408365173339843750e+02,nan,3.200760498046875000e+02,1.610904541015625000e+02,nan,6.319974121093750000e+03,7.613030395507812500e+02,1.331464385986328125e+02,1.179772491455078125e+02,1.368250732421875000e+02,nan,1.517648162841796875e+02,1.200017852783203125e+02,7.571046752929687500e+02,1.367084808349609375e+02
2.999999999999999889e-01,1.071103286743164062e+02,1.275457687377929688e+02,1.552679138183593750e+02,nan,9.015650939941406250e+01,6.215474121093750000e+03,nan,1.070022506713867188e+02,nan,1.051960220336914062e+02,1.033542251586914062e+02,1.441393890380859375e+02,9.207344055175781250e+01,2.500234832763671875e+02,1.951614837646484375e+02,nan,9.205177307128906250e+01,8.651667785644531250e+01,4.716032409667968750e+02,1.217714233398437500e+02,1.445865936279296875e+02,8.646860504150390625e+01,9.351100585937500000e+03,nan,nan,3.157226318359375000e+03,1.256264877319335938e+02,9.963146209716796875e+01,2.511750488281250000e+02,9.359971679687500000e+03,1.644899749755859375e+02,9.359963867187500000e+03,8.292308807373046875e+01,4.714736328125000000e+03,1.404620666503906250e+02,1.947613677978515625e+02,nan,2.583381958007812500e+02,1.164991607666015625e+02,nan,7.842934570312500000e+03,2.020476379394531250e+02,1.088189315795898438e+02,9.555952453613281250e+01,1.162025680541992188e+02,nan,1.127954330444335938e+02,9.940704345703125000e+01,4.665734863281250000e+02,1.069623336791992188e+02
2.000000000000000111e-01,9.020357513427734375e+01,9.945766448974609375e+01,1.051450195312500000e+02,nan,7.712368011474609375e+01,2.657647705078125000e+03,nan,9.010701751708984375e+01,nan,9.013744354248046875e+01,9.014408874511718750e+01,1.091762466430664062e+02,7.715959930419921875e+01,2.367723693847656250e+02,1.596771545410156250e+02,nan,8.070705413818359375e+01,7.708696746826171875e+01,2.978110046386718750e+02,9.942364501953125000e+01,1.070708389282226562e+02,7.347469329833984375e+01,6.194745605468750000e+03,nan,nan,5.979597656250000000e+03,1.032990036010742188e+02,8.291885375976562500e+01,1.573846740722656250e+02,9.359975585937500000e+03,1.051481552124023438e+02,2.133910888671875000e+03,7.174082183837890625e+01,4.567233886718750000e+03,1.180781784057617188e+02,2.549194335937500000e+02,nan,1.089698104858398438e+02,9.224279785156250000e+01,nan,5.947786132812500000e+03,1.422705535888671875e+02,9.018217468261718750e+01,8.074383544921875000e+01,9.039809417724609375e+01,nan,9.408589935302734375e+01,8.107910156250000000e+01,4.198559265136718750e+02,9.010739135742187500e+01
1.000000000000000056e-01,7.889432525634765625e+01,8.648711395263671875e+01,9.203459930419921875e+01,nan,7.126239013671875000e+01,7.610800292968750000e+03,nan,8.067176818847656250e+01,nan,8.066202545166015625e+01,7.885729980468750000e+01,8.293782806396484375e+01,7.128993225097656250e+01,2.311542053222656250e+02,1.800271759033203125e+02,nan,7.135036468505859375e+01,6.592536926269531250e+01,2.059350585937500000e+02,8.990687561035156250e+01,9.023815917968750000e+01,6.592086029052734375e+01,6.046791503906250000e+03,nan,nan,1.559424194335937500e+03,9.013887786865234375e+01,7.175402069091796875e+01,1.274666061401367188e+02,5.799944824218750000e+03,7.145993804931640625e+01,2.228334503173828125e+02,6.236614990234375000e+01,4.266045410156250000e+03,9.951026916503906250e+01,1.800225677490234375e+02,nan,8.650652313232421875e+01,8.096211242675781250e+01,nan,7.560262695312500000e+03,1.108842163085937500e+02,7.890728759765625000e+01,7.139006042480468750e+01,8.081398773193359375e+01,nan,8.109815979003906250e+01,7.168776702880859375e+01,3.169048461914062500e+02,8.070699310302734375e+01
