param,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49
1.000000000000000000e+00,9.358116210937500000e+03,9.358263671875000000e+03,9.358056640625000000e+03,9.357934570312500000e+03,9.358047851562500000e+03,9.358040039062500000e+03,9.358065429687500000e+03,9.358175781250000000e+03,9.358100585937500000e+03,9.358096679687500000e+03,nan,nan,nan,nan,9.358041992187500000e+03,9.358210937500000000e+03,9.358140625000000000e+03,9.358084960937500000e+03,nan,nan,9.358018554687500000e+03,9.358090820312500000e+03,9.358008789062500000e+03,9.358029296875000000e+03,9.358143554687500000e+03,9.357956054687500000e+03,nan,9.358043945312500000e+03,nan,9.358147460937500000e+03,9.358046875000000000e+03,9.358163085937500000e+03,9.358081054687500000e+03,nan,9.358166992187500000e+03,9.358139648437500000e+03,nan,9.358159179687500000e+03,9.357962890625000000e+03,nan,9.358062500000000000e+03,9.357975585937500000e+03,9.358050781250000000e+03,9.358085937500000000e+03,nan,9.358186523437500000e+03,9.358151367187500000e+03,9.358048828125000000e+03,9.358004882812500000e+03,9.357987304687500000e+03
9.000000000000000222e-01,9.358484375000000000e+03,9.358311523437500000e+03,9.358306640625000000e+03,9.358385742187500000e+03,9.358424804687500000e+03,9.358393554687500000e+03,9.358315429687500000e+03,9.358592773437500000e+03,9.358331054687500000e+03,9.358637695312500000e+03,nan,nan,nan,nan,9.358512695312500000e+03,9.358581054687500000e+03,9.358567382812500000e+03,9.358709960937500000e+03,nan,nan,9.358517578125000000e+03,9.358384765625000000e+03,9.358358398437500000e+03,9.358246093750000000e+03,9.358640625000000000e+03,9.358557617187500000e+03,nan,9.358546875000000000e+03,nan,9.358492187500000000e+03,9.358602539062500000e+03,9.358518554687500000e+03,9.358299804687500000e+03,nan,9.358416015625000000e+03,9.358595703125000000e+03,nan,9.358628906250000000e+03,9.358911132812500000e+03,nan,9.358823242187500000e+03,9.358569335937500000e+03,9.358710937500000000e+03,9.358541015625000000e+03,nan,9.358523437500000000e+03,9.358574218750000000e+03,9.358670898437500000e+03,9.358399414062500000e+03,9.358479492187500000e+03
8.000000000000000444e-01,9.358590820312500000e+03,9.358436523437500000e+03,9.358518554687500000e+03,9.358551757812500000e+03,9.358540039062500000e+03,9.358494140625000000e+03,9.358475585937500000e+03,9.358848632812500000e+03,9.358447265625000000e+03,9.358921875000000000e+03,nan,nan,nan,nan,9.358991210937500000e+03,9.358657226562500000e+03,9.359184570312500000e+03,9.358874023437500000e+03,nan,nan,9.358870117187500000e+03,9.358759765625000000e+03,9.358624023437500000e+03,9.358362304687500000e+03,9.358604492187500000e+03,9.358789062500000000e+03,nan,9.358707031250000000e+03,nan,9.358866210937500000e+03,9.359106445312500000e+03,9.358984375000000000e+03,9.358495117187500000e+03,nan,9.358937500000000000e+03,9.359361328125000000e+03,nan,9.358928710937500000e+03,9.358862304687500000e+03,nan,9.359035156250000000e+03,9.359108398437500000e+03,9.358872070312500000e+03,9.358736328125000000e+03,nan,9.358725585937500000e+03,9.359080078125000000e+03,9.359015625000000000e+03,9.358881835937500000e+03,9.358979492187500000e+03
6.999999999999999556e-01,9.358596679687500000e+03,9.358611328125000000e+03,9.358717773437500000e+03,9.358619140625000000e+03,9.358653320312500000e+03,9.358624023437500000e+03,9.358655273437500000e+03,9.359094726562500000e+03,9.358627929687500000e+03,9.359010742187500000e+03,nan,nan,nan,nan,9.359096679687500000e+03,9.358770507812500000e+03,9.359057617187500000e+03,9.358788085937500000e+03,nan,nan,9.358984375000000000e+03,9.358919921875000000e+03,9.358750000000000000e+03,9.358351562500000000e+03,9.359267578125000000e+03,9.359209960937500000e+03,nan,9.359120117187500000e+03,nan,9.358795898437500000e+03,9.358970703125000000e+03,9.358796875000000000e+03,9.358499023437500000e+03,nan,9.359174804687500000e+03,9.359343750000000000e+03,nan,9.359190429687500000e+03,9.359548828125000000e+03,nan,9.359299804687500000e+03,9.358959960937500000e+03,9.358983398437500000e+03,9.359472656250000000e+03,nan,9.358926757812500000e+03,9.358862304687500000e+03,9.359122070312500000e+03,9.358859375000000000e+03,9.359005859375000000e+03
5.999999999999999778e-01,9.358745117187500000e+03,9.358902343750000000e+03,9.358872070312500000e+03,9.358823242187500000e+03,9.358856445312500000e+03,9.358931640625000000e+03,9.358948242187500000e+03,9.359264648437500000e+03,9.358842773437500000e+03,9.359299804687500000e+03,nan,nan,nan,nan,9.359051757812500000e+03,9.359545898437500000e+03,9.359534179687500000e+03,9.359390625000000000e+03,nan,nan,9.359534179687500000e+03,9.359085937500000000e+03,9.358642578125000000e+03,9.359004882812500000e+03,9.359654296875000000e+03,9.359676757812500000e+03,nan,9.359499023437500000e+03,nan,9.359688476562500000e+03,9.359584960937500000e+03,9.359543945312500000e+03,9.358337890625000000e+03,nan,9.359573242187500000e+03,9.359616210937500000e+03,nan,9.359629882812500000e+03,9.359668945312500000e+03,nan,9.359651367187500000e+03,9.359637695312500000e+03,9.359565429687500000e+03,9.359570312500000000e+03,nan,9.359693359375000000e+03,9.359654296875000000e+03,9.359748046875000000e+03,9.359440429687500000e+03,9.359718750000000000e+03
5.000000000000000000e-01,9.358861328125000000e+03,9.359010742187500000e+03,9.359027343750000000e+03,9.359006835937500000e+03,9.359002929687500000e+03,9.359067382812500000e+03,9.359025390625000000e+03,9.359687500000000000e+03,9.359002929687500000e+03,9.359661132812500000e+03,nan,nan,nan,nan,9.359748046875000000e+03,5.850102050781250000e+03,8.482137695312500000e+03,9.359674804687500000e+03,nan,nan,9.359711914062500000e+03,9.359131835937500000e+03,9.358772460937500000e+03,4.027568115234375000e+03,5.594343750000000000e+03,6.117185058593750000e+03,nan,9.359702148437500000e+03,nan,3.484116943359375000e+03,9.359834960937500000e+03,9.359718750000000000e+03,9.358969726562500000e+03,nan,9.359753906250000000e+03,3.964316406250000000e+03,nan,9.359750000000000000e+03,7.402864257812500000e+03,nan,8.239294921875000000e+03,9.359756835937500000e+03,9.359768554687500000e+03,9.359788085937500000e+03,nan,5.146825683593750000e+03,5.011784179687500000e+03,3.447409423828125000e+03,9.359751953125000000e+03,9.359498046875000000e+03
4.000000000000000222e-01,8.454219726562500000e+03,9.359161132812500000e+03,9.359077148437500000e+03,9.359106445312500000e+03,9.359084960937500000e+03,9.359213867187500000e+03,9.359122070312500000e+03,4.648116699218750000e+03,9.359025390625000000e+03,9.359885742187500000e+03,nan,nan,nan,nan,9.359840820312500000e+03,1.321460815429687500e+03,3.096321533203125000e+03,9.359763671875000000e+03,nan,nan,9.359910156250000000e+03,9.359346679687500000e+03,1.374353759765625000e+03,5.369691772460937500e+02,2.002335937500000000e+03,2.988583984375000000e+03,nan,5.687608886718750000e+03,nan,2.129447021484375000e+03,3.321725097656250000e+03,9.359920898437500000e+03,1.669404174804687500e+03,nan,5.868779296875000000e+03,nan,nan,8.209647460937500000e+03,1.992943359375000000e+03,nan,5.493850097656250000e+03,5.315456542968750000e+03,4.439431152343750000e+03,4.226416503906250000e+03,nan,2.644558349609375000e+03,2.642794189453125000e+03,1.536106811523437500e+03,6.663508300781250000e+02,8.173673339843750000e+03
2.999999999999999889e-01,1.660405883789062500e+03,3.422522216796875000e+03,4.460721191406250000e+03,5.517201660156250000e+03,3.030841796875000000e+03,4.055511718750000000e+03,1.142160034179687500e+03,2.797750732421875000e+03,2.673542236328125000e+03,3.047147216796875000e+03,nan,nan,nan,nan,9.359950195312500000e+03,2.864122009277343750e+02,2.068812011718750000e+03,2.706378417968750000e+03,nan,nan,3.166985595703125000e+03,9.359776367187500000e+03,6.050751342773437500e+02,2.659957885742187500e+02,5.745856323242187500e+02,1.866328491210937500e+03,nan,2.578720703125000000e+03,nan,4.419114379882812500e+02,1.599236450195312500e+03,3.253081787109375000e+03,1.109890014648437500e+03,nan,2.796133544921875000e+03,1.289878295898437500e+03,nan,4.246502075195312500e+02,8.907693481445312500e+02,nan,1.552557617187500000e+03,2.939240722656250000e+02,3.407169189453125000e+02,1.434807495117187500e+03,nan,5.816041259765625000e+02,1.140885131835937500e+03,2.208893585205078125e+02,3.165338439941406250e+02,3.244860839843750000e+03
2.000000000000000111e-01,9.755486450195312500e+02,1.218851928710937500e+03,1.199961914062500000e+03,1.244906494140625000e+03,1.072744995117187500e+03,8.089573364257812500e+02,2.487112060546875000e+03,7.583166503906250000e+02,1.090827392578125000e+03,8.160609741210937500e+02,nan,nan,nan,nan,3.277027343750000000e+03,2.114861602783203125e+02,7.319600219726562500e+02,5.672836303710937500e+02,nan,nan,2.712609558105468750e+02,6.223034667968750000e+03,4.140404968261718750e+02,2.397696838378906250e+02,2.061376037597656250e+02,3.516538085937500000e+02,nan,6.771372070312500000e+02,nan,2.437500000000000000e+02,3.228678894042968750e+02,3.947812194824218750e+02,7.342380981445312500e+02,nan,9.326090087890625000e+02,4.307384948730468750e+02,nan,2.190798339843750000e+02,1.854517974853515625e+02,nan,4.045196838378906250e+02,1.556269378662109375e+02,1.538358001708984375e+02,2.551858215332031250e+02,nan,1.852792510986328125e+02,4.567881469726562500e+02,1.645644073486328125e+02,2.077378997802734375e+02,2.515693115234375000e+03
1.000000000000000056e-01,8.108654174804687500e+02,7.360307617187500000e+02,7.062393798828125000e+02,7.958623657226562500e+02,7.173713378906250000e+02,7.566454467773437500e+02,8.129786987304687500e+02,2.681392822265625000e+02,7.343768920898437500e+02,2.058866271972656250e+02,nan,nan,nan,nan,3.954733276367187500e+02,1.797255859375000000e+02,3.259050903320312500e+02,2.547544403076171875e+02,nan,nan,1.706297149658203125e+02,1.087221435546875000e+03,2.959690246582031250e+02,2.153907775878906250e+02,1.389121551513671875e+02,1.909742584228515625e+02,nan,1.836761779785156250e+02,nan,1.742155761718750000e+02,1.763623199462890625e+02,2.003484191894531250e+02,5.976304321289062500e+02,nan,2.771142272949218750e+02,2.697687683105468750e+02,nan,1.443940887451171875e+02,1.498886260986328125e+02,nan,3.165191345214843750e+02,1.128242797851562500e+02,1.202260513305664062e+02,1.948735198974609375e+02,nan,1.295583801269531250e+02,2.189227142333984375e+02,1.405075683593750000e+02,1.834192199707031250e+02,4.797794494628906250e+02
