position,expression,length,operon_mse,validation_mse,reward
0,((-0.001056) + (0.999866 * (0.340201 * X4))),5,0.004190735053271055,0.002466502832248807,73.20000457763672
1,((-0.000281) + (0.451536 * tanh((1.188318 * X4)))),6,0.004040400497615337,0.002146945334970951,101.70000457763672
2,(0.004594 + (0.905317 * ((0.338706 * X4) + (3.742890 * X2)))),7,0.003197615733370185,0.0020472463220357895,549.0
3,(0.006952 + (0.715540 * tanh(((0.602223 * X4) - ((-5.865835) * X2))))),8,0.002864019013941288,0.0018235589377582073,1000.0
4,(0.005434 + (0.998186 * (((0.684859 * X4) / (sqrt(1 + ((-3.753812) * X3) ^ 2))) - ((-3.788526) * X2)))),9,0.0027032578364014626,0.0015788964228704572,616.2000122070312
5,(0.119814 + (0.439051 * tanh(((1.685987 * X4) - (0.260117 - (13.408779 * X2)))))),10,0.0026492553297430277,0.0014056742656975985,717.5
6,(0.042277 + (0.912922 * ((0.340201 * X4) - ((0.933538 - (34.231480 * X2)) / (sqrt(1 + ((-164.343719) * X1) ^ 2)))))),11,0.0024553670082241297,0.0049415226094424725,107.5
7,(0.042941 + (0.894924 * tanh(((0.434294 * X4) - ((0.965160 - (41.604290 * X2)) / (sqrt(1 + ((-164.448654) * X1) ^ 2))))))),12,0.002257342915982008,0.0034595367033034563,124.70000457763672
8,(0.045821 + (1.040777 * (((0.792592 * X4) / (sqrt(1 + ((-4.975810) * X3) ^ 2))) - ((0.839174 - (32.122467 * X2)) / (sqrt(1 + ((-155.325745) * X1) ^ 2)))))),13,0.0018781545804813504,0.004446919541805983,139.6999969482422
9,((-0.015503) + (1.171656 * (tanh(((3.495041 * X3) + ((1.868046 * X4) - (0.740143 - (15.156619 * X2))))) + (5.156323 * X1)))),14,0.001407346222549677,0.0032614795491099358,1000.0
10,((-0.029590) + (1.020455 * tanh((tanh(((3.667373 * X3) + ((2.180781 * X4) - (0.781836 - (18.133448 * X2))))) + (5.490010 * X1))))),15,0.001205944805406034,0.0023022685199975967,1000.0
11,((-0.048358) + (1.162948 * ((tanh(((3.287348 * X3) + ((2.199916 * X4) - (0.774044 - (18.390295 * X2))))) + (5.563144 * X1)) / (sqrt(1 + (2.751282 * X3) ^ 2))))),16,0.0009648921550251544,0.0033771514426916838,323.8999938964844
12,((-0.021973) + (1.278481 * tanh(((tanh(((3.454209 * X3) + ((2.148696 * X4) - (0.782976 - (18.284714 * X2))))) + (5.405898 * X1)) / (sqrt(1 + (2.343899 * X3) ^ 2)))))),17,0.0008943698485381901,0.002962570870295167,1000.0
13,((-0.000936) + (1.051801 * (((tanh(((3.881002 * X3) + ((2.665803 * X4) - (0.924744 - (22.342113 * X2))))) + (9.570529 * X1)) / (sqrt(1 + (3.268209 * X3) ^ 2))) + ((-3.705619) * X1)))),18,0.0007663919823244214,0.003112396225333214,42.10000228881836
14,(0.021548 + (1.101958 * (tanh(((tanh(((4.612275 * X3) + ((3.255069 * X4) - (1.133493 - (26.623037 * X2))))) + (11.057332 * X1)) / (sqrt(1 + (2.891923 * X3) ^ 2)))) + ((-4.259732) * X1)))),19,0.0006980252219364047,0.0027059437707066536,46.20000076293945
15,((-0.000877) + (1.001693 * ((((tanh(((4.902448 * X3) + ((3.151527 * X4) - (1.120505 - (21.613981 * X2))))) + (9.883554 * X1)) / (sqrt(1 + (3.497859 * X3) ^ 2))) + ((-3.404597) * X1)) - ((-2.089144) * X2)))),20,0.0006947594229131937,0.0034052592236548662,49.5
16,((-0.004411) + (1.003140 * tanh((((tanh(((5.538527 * X3) + ((3.647348 * X4) - (1.269388 - (24.037781 * X2))))) + (10.211411 * X1)) / (sqrt(1 + (3.346824 * X3) ^ 2))) + (((-3.340800) * X1) + (3.231395 * X2)))))),21,0.000611504481639713,0.002521110000088811,905.0
17,(0.001254 + (1.000823 * (tanh(((3.157427 * X1) - ((-12.134191) * X2))) + (((tanh(((4.953424 * X3) + ((3.105981 * X4) - (1.169189 - (23.372683 * X2))))) + (8.130194 * X1)) / (sqrt(1 + (2.560937 * X3) ^ 2))) + (((-4.530536) * X1) + ((-7.885777) * X2)))))),25,0.0005271889385767281,0.003134418511763215,809.4000244140625
18,(0.001363 + (0.995553 * (tanh((((-0.054298) + (4.097856 * X1)) - ((-12.431698) * X2))) + (((tanh(((5.216501 * X3) + ((3.251094 * X4) - (1.181282 - (23.457354 * X2))))) + (8.181991 * X1)) / (sqrt(1 + (3.061525 * X3) ^ 2))) + (((-4.975708) * X1) + ((-7.347806) * X2)))))),27,0.0005052312626503408,0.0034741219133138657,1000.0
