action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.031510 + ((-4.763155) * (0.982049 * X3))),5,0.25110840797424316,0.003999428823590279
0,1,(0.039556 + (1.192291 * sin(((-9.367441) * X3)))),6,0.211348295211792,0.005058731883764267
0,2,(0.040677 + (1.345949 * sin(sin(((-9.169991) * X3))))),7,0.20916785299777985,0.005556784570217133
0,3,(0.068700 + (1.230085 * sin((((-2.209609) * X8) + ((-2.102998) * X7))))),8,0.1692081242799759,0.0100912069901824
0,4,(0.078534 + (1.436583 * sin((sin(((-4.879958) * X2)) + ((-10.282919) * X3))))),9,0.13895338773727417,0.008862988092005253
0,5,(0.078541 + (1.293553 * sin(((sin(((-9.558936) * X3)) - (3.799274 * X2)) + ((-5.979650) * X3))))),11,0.13668569922447205,0.011094516143202782
0,6,((-0.003126) + (1.214106 * sin((((((-0.224876) * X8) + 0.078473) - (5.681920 * X2)) + ((-12.953110) * X3))))),12,0.1292375922203064,0.010755508206784725
0,7,(0.078514 + (1.286088 * sin((((((-0.133445) * X8) + sin(((-9.560691) * X3))) - (3.872340 * X2)) + ((-5.979650) * X3))))),13,0.12280222028493881,0.011525358073413372
0,8,(0.082088 + (1.463829 * sin(sin((((((-0.133445) * X8) + sin(((-9.560691) * X3))) - (3.872340 * X2)) + ((-5.979650) * X3)))))),14,0.11637110263109207,0.013552728109061718
0,9,(0.092939 + (1.118668 * sin((((sin((((-2.426421) * X8) + ((-2.363477) * X7))) + (1.933271 * X3)) - (3.973538 * X2)) + ((-13.717898) * X3))))),15,0.10633625835180283,0.014160001650452614
0,10,(0.092390 + (1.261647 * sin(sin((((sin((((-2.426421) * X8) + ((-2.363477) * X7))) + (1.933271 * X3)) - (3.973538 * X2)) + ((-13.717898) * X3)))))),16,0.10405786335468292,0.014859560877084732
0,11,(0.023214 + (1.125589 * sin((((sin(((0.071681 * X5) - (6.955851 * X3))) - (3.872340 * X2)) + ((-5.979650) * X3)) + sin((((-2.218576) * X8) + ((-2.106195) * X7))))))),18,0.10329985618591309,0.017307206988334656
0,12,((-0.005589) + (1.005073 * sin((((abs((2.051632 * X3)) ^ (1.841024 * X2)) + ((sin((((-2.730054) * X8) + ((-2.696017) * X7))) + ((-9.016548) * X3)) + (-0.913422))) + ((-3.486178) * X3))))),20,0.10306034237146378,0.012068081647157669
0,13,(0.014330 + (1.280096 * sin(sin((sin((((0.071744 - (3.825502 * X2)) + sin(((-8.802666) * X3))) + ((-4.067573) * X3))) + sin(sin(sin((((-2.319012) * X8) + ((-2.152404) * X7)))))))))),22,0.10295896232128143,0.01845831237733364
