position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.0021414728835225105,0.002212704624980688,1000.0,0.0020253341645002365,0.00210440531373024,1000.0,"[5.831333637237549, -0.2279241532087326]"
1,8,0.002126245992258191,0.0023032540921121836,1000.0,0.0021094484254717827,0.0023062345571815968,1000.0,"[9.043510437011719, -0.24202753603458405]"
2,7,0.0021231865976005793,0.0022662081755697727,1000.0,0.002091245260089636,0.00227289367467165,1000.0,"[5.225167274475098, -0.2327248752117157]"
3,6,0.0021156363654881716,0.0022919776383787394,1000.0,0.0020840249489992857,0.0022158303763717413,1000.0,"[8.24017333984375, -0.18059365451335907]"
4,5,0.0021096912678331137,0.0023460674565285444,1000.0,0.0020697147119790316,0.002266399096697569,1000.0,"[6.778295993804932, -0.23237577080726624]"
5,4,0.002094927476719022,0.002394546754658222,1000.0,0.0019531967118382454,0.0020550324115902185,1000.0,"[14.357529640197754, -0.31254348158836365]"
6,3,0.002080395817756653,0.0023292715195566416,1000.0,0.002058125101029873,0.0022427502553910017,1000.0,"[5.813894271850586, -0.21400068700313568]"
7,2,0.002051871968433261,0.0022343250457197428,1000.0,0.002013138961046934,0.0021344851702451706,1000.0,"[8.318122863769531, -0.271305650472641]"
8,1,0.0020470540039241314,0.0021419788245111704,1000.0,0.002021185588091612,0.0021300811786204576,1000.0,"[8.137613296508789, -0.3356824219226837]"
9,0,0.002019142499193549,0.0021363752894103527,1000.0,0.0019985034596174955,0.002088781911879778,1000.0,"[8.656289100646973, -0.27509987354278564]"
