iteration,max_fitness,evaluation_time
0,455.64816,13.642606078001336
1,560.1132,0.6434785140008898
2,694.7866,0.5568779220011493
3,621.1093,0.5833209669999633
4,1009.8538,0.5766450970004371
5,998.97894,0.596250657001292
6,1023.8095,0.5808987069995055
7,1013.43176,0.6002997039995535
8,1016.8455,0.5628723279987753
9,992.9788,0.5968480449992057
10,1017.52795,0.5683642709991545
11,1006.93713,0.5867009749999852
12,1007.7412,0.5569671169996582
13,1013.477,0.5684759899995697
14,1051.6161,0.5620720079987223
15,1049.1123,0.571773055000449
16,1048.3662,0.5644801489997917
17,1052.8846,0.5764438829992287
18,1064.8125,0.5719859120017645
19,1058.1804,0.5742823969994788
20,1056.3427,0.5821936270003789
21,1059.6198,0.5771962010003335
22,1063.6249,0.5742374059991562
23,1063.1946,0.5936145579998993
24,1060.9047,0.5887747859997035
25,1066.3209,0.58399362199998
26,1067.4081,0.5842528179982764
27,1068.8712,0.5739519919989107
28,1065.4496,0.5782635359992128
29,1068.5891,0.5880941550003627
30,1065.2737,0.5673810959997354
31,1070.9166,0.5603613630009932
32,1068.9799,0.5817027190005319
33,1071.0277,0.5888044469993474
34,1065.7881,0.5803609190006682
35,1078.0583,0.5802562829994713
36,1075.6848,0.5757584970015159
37,1089.1185,0.566130200999396
38,1077.4862,0.570718062999731
39,1076.0082,0.59310953700151
40,1074.6014,0.5954712179991475
41,1084.5107,0.5796039360011491
42,1094.774,0.56718571500096
43,1122.792,0.5833820460011339
44,1097.9445,0.5949849769986031
45,1094.0624,0.577540834001411
46,1113.3782,0.6015909840007225
47,1096.2601,0.5969430500008457
48,1089.302,0.5892610190003325
49,1101.7894,0.5844583809994219
50,1105.8951,0.5772140840017528
51,1098.7285,0.5566620740009967
52,1111.302,0.5827525169988803
53,1088.0663,0.5799694889992679
54,1101.2686,0.5789836849999119
55,1106.7686,0.5898751460008498
56,1129.3656,0.5855926050007838
57,1102.2721,0.5796808039995085
58,1095.4979,0.5814419660000567
59,1101.4296,0.537189736000073
60,1117.6101,0.5722562329992797
61,1115.3177,0.6209858660004102
62,1082.5742,0.5549234469999647
63,1089.4746,0.5781479209999816
64,1109.846,0.5693400849995669
65,1112.2539,0.5634084619996429
66,1079.057,0.5727830609994271
67,1095.7167,0.5627336809993722
68,1091.9847,0.5710398289993464
69,1094.9652,0.5713781480008038
70,1122.4963,0.5697026310008368
71,1092.5303,0.5819943380010955
72,1116.8756,0.5630034009991505
73,1110.8105,0.5570317599995178
74,1079.8486,0.5543333019995771
75,1080.0023,0.5298441570012073
76,1080.1254,0.570388902000559
77,1081.9042,0.5668776829988929
78,1079.441,0.5811249540001882
79,1082.4583,0.5836891159997322
80,1079.7968,0.5778644230013015
81,1079.6572,0.5936038260006171
82,1082.0233,0.5846319550000771
83,1079.6855,0.5859004470003129
84,1081.4586,0.5594081170002028
85,1080.6791,0.5879339259990957
86,1079.4359,0.5599499139989348
87,1081.4032,0.5721747080006025
88,1079.8593,0.5949418420004804
89,1080.9237,0.5672919139997248
90,1080.4193,0.5855782739999995
91,1080.8463,0.5787962810009049
92,1087.1523,0.5880108180008392
93,1086.5355,0.5701681330010615
94,1081.6332,0.5646794219992444
95,1084.556,0.5731649910012493
96,1084.315,0.5656438469995919
97,1086.7506,0.5760940130003291
98,1085.3612,0.5726494129994535
99,1086.5052,0.581584618999841
100,1087.4697,0.5769087089993263
101,1084.3983,0.5766836969996803
102,1085.7601,0.5707432800008974
103,1086.9667,0.5706048159991042
104,1086.182,0.5698148239989678
105,1086.0741,0.5712585000001127
106,1085.7922,0.5771899539995502
107,1086.6575,0.57149493200086
108,1088.2776,0.5565777249994426
109,1103.8037,0.5811956870002177
110,1087.2252,0.5676064600011159
111,1088.7041,0.5966578120005579
112,1089.3229,0.6009433660001378
113,1099.5198,0.5646875999991607
114,1089.3617,0.596555537000313
115,1100.7946,0.5739221480016568
116,1092.9741,0.5880360520004615
117,1086.1058,0.5951029930001823
118,1091.8925,0.5981851139986247
119,1095.8483,0.5978250119987933
120,1101.2362,0.5813245640001696
121,1113.5348,0.5804753270003857
122,1103.7139,0.5907540489988605
123,1113.6881,0.5836195209994912
124,1119.7245,0.5593172709995997
125,1110.2609,0.583656022001378
126,1123.5507,0.5597503899989533
127,1122.2098,0.6226935489994503
128,1121.0836,0.6033273719986028
129,1122.5686,0.5979681499993603
130,1132.632,0.5979622489994654
131,1133.0487,0.5940486760009662
132,1130.411,0.5434845430008863
133,1134.4894,0.5714457659996697
134,1136.0736,0.5634042840010807
135,1136.9387,0.622453432999464
136,1132.9557,0.5825948220008286
137,1132.1283,0.5825826930013136
138,1131.6322,0.6074837720007054
139,1132.4081,0.592615270999886
140,1133.0875,0.6003481490006379
141,1137.364,0.5829357950005942
142,1135.0077,0.5923679620009352
143,1131.8418,0.5986151340002834
144,1130.9813,0.5891881470015505
145,1132.7373,0.5743351110013464
146,1133.7158,0.597361981001086
147,1139.419,0.5958105709996744
148,1134.2836,0.5811470030002965
149,1133.2942,0.5788045749995945
150,1132.4077,0.5976504219997878
151,1137.5801,0.5971417490000022
152,1134.5916,0.6041821790004178
153,1138.7258,0.5797429189988179
154,1131.7678,0.5723516880007082
155,1130.9615,0.5351637660005508
156,1135.1672,0.5914513520001492
157,1138.9066,0.5650309410011687
158,1130.4364,0.5816942879991984
159,1129.8315,0.5791194680004992
160,1132.1729,0.5784708859991952
161,1135.2882,0.581650254998749
162,1134.9186,0.5665684940013307
163,1158.4696,0.5760278739999194
164,1141.665,0.5681165579990193
165,1137.2073,0.5722463490001246
166,1145.7969,0.5496402509998006
167,1142.0999,0.5666648910009826
168,1146.5985,0.6000246369985689
169,1158.5352,0.5464831749995938
170,1142.0404,0.5823608929986221
171,1141.7294,0.5694236710005498
172,1151.1445,0.5499012550008047
173,1148.3002,0.5980276350001077
174,1137.4847,0.5862593050005671
175,1147.7062,0.5737718769996718
176,1137.8707,0.578349896999498
177,1146.1465,0.5527185549999558
178,1139.4434,0.5800778880002326
179,1140.9672,0.574570920000042
180,1148.6788,0.6575705260001996
181,1145.1392,0.5663100729998405
182,1148.2382,0.5784657120002521
183,1134.0109,0.5713651699988986
184,1145.7223,0.583454060000804
185,1142.2196,0.5516658060005284
186,1148.5928,0.598675531000481
187,1144.8348,0.6023818049998226
188,1148.537,0.5690733999999793
189,1146.7593,0.5693468190002022
190,1149.351,0.5817847800008167
191,1145.604,0.570743186000982
192,1154.1432,0.5798949219988572
193,1151.9264,0.5639877780013194
194,1153.5585,0.576216741999815
195,1150.4452,0.57331092899949
196,1150.6526,0.5771912469990639
197,1150.7352,0.5715465339999355
198,1155.9225,0.5776499499988859
199,1160.4562,0.5714495800002624
200,1159.0182,0.5937032490001002
201,1155.3715,0.5637444780004444
202,1155.5361,0.5759674060009274
203,1146.6687,0.5907839789997524
204,1167.6053,0.5816820050004026
205,1157.7473,0.5539491139988968
206,1165.1005,0.5792642879987397
207,1160.6464,0.5708722140007012
208,1160.5082,0.5844686619984714
209,1156.368,0.5695649510016665
210,1161.6573,0.5932522179991793
211,1163.3499,0.6323918649995903
212,1154.8685,0.5765473609990295
213,1169.4889,0.5837813200014352
214,1173.184,0.5797996210003475
215,1161.8567,0.582825835001131
216,1163.6564,0.5880221909992542
217,1162.4426,0.5934313100005966
218,1162.0068,0.5840667920001579
219,1160.7562,0.5930180169998494
220,1161.0648,0.5857578159993864
221,1168.4209,0.6195907469991653
222,1161.9669,0.6219259289991896
223,1160.6083,0.6144112080000923
224,1160.9797,0.5957980250004766
225,1160.1337,0.5986507849993359
226,1165.2759,0.5668772739991255
227,1160.5748,0.5499875409986998
228,1162.0797,0.6072598869996
229,1162.4833,0.5680021589996613
230,1162.9283,0.5929286499995214
231,1165.8257,0.6085943029993359
232,1161.5264,0.5935004099992511
233,1163.4026,0.594815999000275
234,1160.8473,0.581191293998927
235,1168.2203,0.5976898620010616
236,1164.5482,0.6650551800012181
237,1164.5657,0.6043521930005227
238,1165.622,0.5920598369993968
239,1164.2886,0.5836885860007897
240,1165.9047,0.5737977869994211
241,1163.2523,0.601060258999496
242,1162.514,0.5445753359999799
243,1161.3524,0.585082469999179
244,1166.9941,0.579419069999858
245,1162.2299,0.6002433829999063
246,1162.4874,0.5826979459998256
247,1165.0369,0.6255466829989018
248,1159.4907,0.607565689000694
249,1161.2802,0.6161101929992583
250,1163.9547,0.5680142660003185
251,1163.4089,0.5624430970001413
252,1169.4657,0.574272027999541
253,1163.9183,0.5531698670001788
254,1162.5181,0.5794551030012371
255,1168.1266,0.5869802670003992
256,1165.5199,0.5610434619993612
257,1165.4838,0.6021618449995003
258,1166.2333,0.5862546500011376
259,1163.2565,0.5959273409989692
260,1167.7489,0.58325184000023
261,1168.2773,0.5781656090002798
262,1162.7393,0.5923484039994946
263,1165.6542,0.595648053998957
264,1162.8701,0.5354965559999982
265,1168.7529,0.5834535300000425
266,1167.1138,0.5533687739989546
267,1166.1073,0.527420570000686
268,1162.5858,0.5541451520002738
269,1165.8442,0.5960357969997858
270,1162.3934,0.6243702080009825
271,1165.6006,0.6033301089992165
272,1161.1057,0.6087073639992013
273,1166.2799,0.618236567999702
274,1169.3597,0.5694624700008717
275,1164.5189,0.5963218500000949
276,1163.4342,0.6077080270006263
277,1169.7148,0.5703142570000637
278,1167.5383,0.579174504000548
279,1164.9629,0.5864014460003091
280,1164.4042,0.5627434679990984
281,1166.3307,0.5873617170000216
282,1167.3907,0.5797220229997038
283,1167.784,0.5729091670000344
284,1167.1976,0.6108156949994736
285,1164.0565,0.5932758180006203
286,1163.6014,0.5794390880000719
287,1167.1932,0.5792324789999839
288,1161.9814,0.5652162279984623
289,1165.891,0.5665621739990456
290,1165.2158,0.5789769220009475
291,1165.2281,0.5878629500002717
292,1165.3024,0.5878086259999691
293,1166.7802,0.5712953599995672
294,1163.3667,0.5492866149998008
295,1166.5526,0.585911076001139
296,1160.8301,0.5642940599991562
297,1169.2675,0.5786170649989799
298,1166.3921,0.5443389970005228
299,1163.7131,0.5704346010006702
300,1167.636,0.5719497310001316
301,1165.1895,0.569402863000505
302,1167.8512,0.5795078959999955
303,1166.2909,0.5776579209996271
304,1165.3292,0.5650837379998848
305,1157.1073,0.5939097739992576
306,1164.078,0.5867420960003074
307,1168.8127,0.6075813680017745
308,1168.6136,0.5826424980004958
309,1167.0272,0.5777324110003974
310,1169.3601,0.5876681160007138
311,1168.2736,0.6110333759988862
312,1170.328,0.5703014719983912
313,1166.4222,0.5926269950014103
314,1161.9824,0.5978625059997285
315,1166.2833,0.571615570999711
316,1163.774,0.5680233589991985
317,1167.9963,0.5797273740008677
318,1165.118,0.583231918999445
319,1162.8724,0.609279816999333
320,1165.726,0.5914900569987367
321,1171.8014,0.5940852910007379
322,1163.5021,0.5833609880010044
323,1163.7279,0.61934864900104
324,1167.4335,0.5618282550003642
325,1164.3125,0.5778855629996542
326,1164.0237,0.5956169299988687
327,1163.8878,0.6011484310001833
328,1161.5854,0.5901871269998082
329,1166.8524,0.5698025679994316
330,1165.1748,0.5770012749999296
331,1164.7214,0.5721741649995238
332,1165.5404,0.5896678139997675
333,1165.7314,0.5865704930001812
334,1164.2814,0.5751028699996823
335,1164.2972,0.6144829709992337
336,1164.6793,0.5872112159995595
337,1167.0559,0.5980248240011861
