action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.353713 + (0.657870 * (0.105091 * X14))),5,0.27321869134902954,0.25412046909332275
0,1,(0.636324 + ((-6.740486) * ((0.035106 * X14) * (0.095728 * X11)))),7,0.18611645698547363,0.1814499944448471
0,2,((-0.228049) + (1.032150 * tanh(((1.132629 * X9) + (0.380370 * X14))))),8,0.13946370780467987,0.12952274084091187
0,3,((-0.094065) + (0.899505 * tanh((((-7.993429) * X3) - (((-1.805891) * X9) + ((-0.597822) * X14)))))),10,0.12688270211219788,0.1169617772102356
0,4,(0.669015 + (0.963219 * ((((-0.086469) * X14) + ((-0.053146) * X16)) * ((0.610474 * X7) + (0.188560 * X11))))),11,0.11118115484714508,0.09476330131292343
0,5,((-0.119356) + (0.914365 * tanh(((6.400003 - ((-0.592789) * X14)) - ((0.367830 * X8) * (2.440701 * X11)))))),12,0.08846598863601685,0.07490183413028717
0,6,((-0.056480) + (0.943926 * tanh(((1.455917 + (0.111290 * X14)) - (((0.152113 * X14) + (0.241039 * X16)) * (0.182563 * X15)))))),14,0.08412295579910278,0.0658249706029892
0,7,((-0.041811) + (1.067670 * tanh((((-6.633276) * X3) - tanh((((-32.691914) - (3.115139 * X14)) - (((-2.968967) * X8) * (0.633218 * X11)))))))),15,0.07773035019636154,0.07631716877222061
0,8,(0.015612 + (0.996029 * ((((-0.060500) * X11) + 0.783101) * tanh(((3.958437 - ((-0.363935) * X14)) - ((0.770431 * X8) * (0.964677 * X11))))))),16,0.07772470265626907,0.0645754411816597
0,9,(0.054767 + (0.987996 * ((((-0.088641) * X11) + 0.979970) * tanh(tanh(((4.253988 - ((-0.402621) * X14)) - ((0.484357 * X8) * (1.365280 * X11)))))))),17,0.07694799453020096,0.06395266950130463
0,10,((-0.068300) + (0.869491 * tanh((((-7.671502) * X3) - (((-40.318985) - (3.956959 * X14)) - (((0.732602 * X8) * ((-6.304130) * X11)) * (((-19.113596) * X11) / (sqrt(1 + 236.812531 ^ 2))))))))),18,0.07569834589958191,0.06618708372116089
0,11,((-0.036943) + (1.074651 * tanh((((-5.790306) * X3) - tanh((((-40.318985) - (3.956959 * X14)) - (((0.732602 * X8) * ((-6.304130) * X11)) * (((-19.113596) * X11) / (sqrt(1 + 236.812531 ^ 2)))))))))),19,0.06998337060213089,0.06184976175427437
0,12,((-0.064171) + (1.324330 * tanh(tanh((((-5.121296) * X3) - tanh((((-148.097504) - (14.725589 * X14)) - (((0.684339 * X8) * ((-6.304130) * X11)) * (((-19.113596) * X11) / (sqrt(1 + 236.812531 ^ 2))))))))))),20,0.0687936544418335,0.061797987669706345
0,13,((-0.060777) + (1.105143 * tanh((((-4.001211) * X3) - tanh((((-11.153189) - (1.071656 * X14)) - ((((13.101645 * X8) * (10.879506 * X11)) + (70.849617 * X5)) * ((0.356775 * X11) / (sqrt(1 + 195.526901 ^ 2)))))))))),21,0.0677560493350029,0.05945722758769989
0,14,(0.040987 + (1.146661 * ((((-0.034344) * X11) + 0.841349) * tanh((((-5.790306) * X3) - tanh((((-40.318985) - (3.956959 * X14)) - (((0.732602 * X8) * ((-6.304130) * X11)) * (((-19.113596) * X11) / (sqrt(1 + 236.812531 ^ 2))))))))))),23,0.06392785906791687,0.05760656297206879
