generation,best_loss,median_loss,finite_fitness_fraction
0,0.02910306304693222,0.08044127374887466,1.0
1,0.02910306304693222,0.058967627584934235,1.0
2,0.02910306304693222,0.04634471237659454,1.0
3,0.02910306304693222,0.034331757575273514,1.0
4,0.02851961739361286,0.03407646343111992,1.0
5,0.02851961739361286,0.03283414989709854,1.0
6,0.02851961739361286,0.03255107253789902,1.0
7,0.02851961739361286,0.03149394690990448,1.0
8,0.02773626148700714,0.03050822578370571,1.0
9,0.02757149375975132,0.029290147125720978,1.0
10,0.02757149375975132,0.029094044119119644,1.0
11,0.02755860425531864,0.02867705374956131,1.0
12,0.02755860425531864,0.02851961739361286,1.0
13,0.02724558115005493,0.02851961739361286,1.0
14,0.026658067479729652,0.028018588200211525,1.0
15,0.026658067479729652,0.0279708132147789,1.0
16,0.025684570893645287,0.027740582823753357,1.0
17,0.025265514850616455,0.02768274024128914,1.0
18,0.025258399546146393,0.02757149375975132,1.0
19,0.025258399546146393,0.02755860425531864,1.0
20,0.025195172056555748,0.02755860425531864,1.0
21,0.024570073932409286,0.02665731869637966,1.0
22,0.024570073932409286,0.025684570893645287,1.0
23,0.024570073932409286,0.025684570893645287,1.0
24,0.024570073932409286,0.025582890957593918,1.0
25,0.02448619157075882,0.025265514850616455,1.0
26,0.02448619157075882,0.025265514850616455,1.0
27,0.02448619157075882,0.025265514850616455,1.0
28,0.02448619157075882,0.025198424234986305,1.0
29,0.023905785754323006,0.02502705529332161,1.0
30,0.023905785754323006,0.024795835837721825,1.0
31,0.023905785754323006,0.02458762936294079,1.0
32,0.023905785754323006,0.02458762936294079,1.0
33,0.023866012692451477,0.024578263983130455,1.0
34,0.023866012692451477,0.024570073932409286,1.0
35,0.023866012692451477,0.02448619157075882,1.0
36,0.023764148354530334,0.02448619157075882,1.0
37,0.023764148354530334,0.024254895746707916,1.0
38,0.023764148354530334,0.024100804701447487,1.0
39,0.023764148354530334,0.023952404037117958,1.0
40,0.023764148354530334,0.023911375552415848,1.0
41,0.023764148354530334,0.023905785754323006,1.0
42,0.023764148354530334,0.023897195234894753,1.0
43,0.0233448538929224,0.023866012692451477,1.0
44,0.0233448538929224,0.023866012692451477,1.0
45,0.0233448538929224,0.023866012692451477,1.0
46,0.0233448538929224,0.023866012692451477,1.0
47,0.0233448538929224,0.023764150217175484,1.0
48,0.0233448538929224,0.023764148354530334,1.0
49,0.0233448538929224,0.023764148354530334,1.0
