action_index,generation,best_loss,median_loss,candidate_count
0,0,0.30385273694992065,0.347445547580719,6
0,1,0.30385273694992065,0.3466264456510544,6
0,2,0.28757593035697937,0.3330347239971161,7
0,3,0.28757593035697937,0.31995895504951477,7
0,4,0.2786393165588379,0.29373766481876373,6
0,5,0.2786393165588379,0.2931819558143616,7
0,6,0.2562364637851715,0.29039180278778076,9
0,7,0.2562364637851715,0.2853313982486725,10
0,8,0.23637348413467407,0.2802709937095642,11
0,9,0.23637348413467407,0.28658728301525116,10
1,0,0.33958858251571655,0.35268644988536835,6
1,1,0.31134265661239624,0.3419012427330017,8
1,2,0.31134265661239624,0.3331957161426544,5
1,3,0.29561665654182434,0.31478145718574524,7
1,4,0.2952788472175598,0.3140382766723633,9
1,5,0.28097084164619446,0.31478145718574524,9
1,6,0.28097084164619446,0.3097776472568512,11
1,7,0.27960705757141113,0.30715078115463257,12
1,8,0.2765713334083557,0.29471057653427124,15
1,9,0.27342113852500916,0.2943878173828125,15
2,0,0.40414369106292725,0.4358953535556793,6
2,1,0.4016498923301697,0.4255634844303131,5
2,2,0.37366756796836853,0.41660307347774506,6
2,3,0.37366756796836853,0.40373796224594116,6
2,4,0.36395692825317383,0.39181333780288696,8
2,5,0.34841129183769226,0.39181333780288696,8
2,6,0.3444491922855377,0.38176779448986053,10
2,7,0.334049791097641,0.3859589099884033,9
2,8,0.3215395510196686,0.3594993054866791,12
2,9,0.31149014830589294,0.3782731145620346,10
