position,complexity,equation,pysr_loss,validation_mse,reward
0,1,0.0031409003,0.0060080285,0.0023969996254891157,20.0
1,2,tanh(x3),0.0046169106,0.006326158996671438,20.0
2,4,tanh(x3 + x2),0.0024435646,0.002617163583636284,20.0
3,6,tanh(tanh(tanh(0.47127837 * x3))),0.0018407573,0.0008925918373279274,20.0
