position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.0030330258887261152,0.0018657321343198419,248.5,0.0030109616927802563,0.0018728494178503752,251.1999969482422,[]
1,8,0.0030320726800709963,0.001867717015556991,248.90000915527344,0.003009038046002388,0.0018739060033112764,251.0,[]
2,7,0.0030308212153613567,0.0018647013930603862,248.5,0.0030111961532384157,0.0018728170543909073,251.10000610351562,[]
3,6,0.003030728083103895,0.0018784493440762162,249.40000915527344,0.0030066610779613256,0.0018759672529995441,251.3000030517578,[]
4,5,0.0030252982396632433,0.001866155187599361,249.3000030517578,0.003007662482559681,0.0018749273149296641,251.10000610351562,[]
5,4,0.0030239385087043047,0.0018688917625695467,249.60000610351562,0.0030046722386032343,0.001876837806776166,251.90000915527344,[]
6,3,0.0030177237931638956,0.0018688782583922148,249.90000915527344,0.003002767451107502,0.0018784336280077696,252.40000915527344,[]
7,2,0.0030169165693223476,0.001871728920377791,249.6999969482422,0.0030018799006938934,0.0018792932387441397,252.3000030517578,[]
8,1,0.0030142832547426224,0.001870497828349471,250.3000030517578,0.0030002540443092585,0.0018805040745064616,251.8000030517578,[]
9,0,0.0030124755576252937,0.001892938744276762,251.90000915527344,0.002992999739944935,0.0018888612976297736,253.1999969482422,[]
