generation,best_loss,median_loss,finite_fitness_fraction
0,0.00570588419213891,0.14138753712177277,1.0
1,0.005002416204661131,0.0067080603912472725,1.0
2,0.0042868671007454395,0.0061943866312503815,1.0
3,0.004052058327943087,0.00597477238625288,1.0
4,0.0038678699638694525,0.005842302460223436,1.0
5,0.0038389561232179403,0.005036246031522751,1.0
6,0.0038276612758636475,0.0044313217513263226,1.0
7,0.0038003765512257814,0.004034318961203098,1.0
8,0.003788644215092063,0.0039410777390003204,1.0
9,0.003788644215092063,0.0038741864264011383,1.0
10,0.003784344531595707,0.003859825897961855,1.0
11,0.003784344531595707,0.0038501094095408916,1.0
12,0.003741024760529399,0.0038223573938012123,1.0
13,0.003741024760529399,0.0038130823522806168,1.0
14,0.0037168103735893965,0.0038050725124776363,1.0
15,0.003707182127982378,0.003800837090238929,1.0
16,0.003682082984596491,0.003794625401496887,1.0
17,0.003644533921033144,0.003789844922721386,1.0
18,0.003630884923040867,0.0037853047251701355,1.0
19,0.003542853519320488,0.0037799738347530365,1.0
20,0.003542853519320488,0.003750248346477747,1.0
21,0.0034172700252383947,0.003707815892994404,1.0
22,0.003391474485397339,0.0036507146432995796,1.0
23,0.003391474485397339,0.003592233406379819,1.0
24,0.003383596893399954,0.0035393345169723034,1.0
25,0.0033155891578644514,0.0035065030679106712,1.0
26,0.0033155891578644514,0.0034505901858210564,1.0
27,0.0033155891578644514,0.003417880507186055,1.0
28,0.0032456214539706707,0.00339563749730587,1.0
29,0.0032456214539706707,0.003378299530595541,1.0
30,0.0032456214539706707,0.003352089086547494,1.0
31,0.0031948192045092583,0.0033288304693996906,1.0
32,0.0031948192045092583,0.0033106300979852676,1.0
33,0.0031669517047703266,0.0032996777445077896,1.0
34,0.0031600352376699448,0.0032858378253877163,1.0
35,0.0031504943035542965,0.0032680064905434847,1.0
36,0.0031080986373126507,0.0032511502504348755,1.0
37,0.0031043097842484713,0.0032318083103746176,1.0
38,0.0031043097842484713,0.003215680830180645,1.0
39,0.0031043097842484713,0.003193759359419346,1.0
40,0.003093116916716099,0.0031698662787675858,1.0
41,0.0030650354456156492,0.003152647288516164,1.0
42,0.003054701955989003,0.003140900284051895,1.0
43,0.0030239387415349483,0.0031283635180443525,1.0
44,0.0030239387415349483,0.0031177359633147717,1.0
45,0.0030239387415349483,0.00310055585578084,1.0
46,0.0030239387415349483,0.0030829082243144512,1.0
47,0.0030239387415349483,0.0030718455091118813,1.0
48,0.0030142832547426224,0.003066372126340866,1.0
49,0.0030124755576252937,0.003059815149754286,1.0
