action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.056460 + (0.991676 * ((-0.139081) * X8))),5,0.11148585379123688,0.11553701758384705
0,1,(0.046538 + (1.000000 * ((0.096567 * X7) + ((-0.180272) * X8)))),7,0.09335235506296158,0.09577514976263046
0,2,((-0.013641) + (0.983569 * (((0.094765 * X7) - (0.181916 * X8)) + ((-1.131375) * X2)))),9,0.08928801119327545,0.09290475398302078
0,3,(0.036853 + (0.978319 * ((((-0.190192) * X8) + (0.541961 * X7)) - tanh((0.602662 * X7))))),10,0.0889294445514679,0.09130450338125229
0,4,(0.052188 + (0.991359 * (((((-0.075568) * X9) - (0.521668 * X5)) - (0.211437 * X8)) - ((-0.032600) * X10)))),11,0.08775430917739868,0.08990031480789185
0,5,(0.011105 + (0.986209 * ((((-0.177720) * X8) + (((-0.033953) * X9) + (0.565555 * X7))) - tanh((0.622036 * X7))))),12,0.0856718122959137,0.08726660907268524
0,6,(0.005736 + (0.993822 * (((((-0.100512) * X9) - (0.523381 * X5)) - (0.207479 * X8)) - ((0.113341 * X7) * (0.458037 * X10))))),13,0.08169423043727875,0.0851551741361618
0,7,(0.004562 + (0.977980 * (((1.340832 * X7) * ((-0.039607) * X10)) - tanh((((0.111800 * X9) - ((-0.585371) * X5)) - ((-0.221831) * X8)))))),14,0.08084176480770111,0.08405259251594543
0,8,(0.002365 + (0.997396 * ((((0.110478 * X7) + ((-0.246137) * X8)) - (2.136251 * X2)) - ((6.283185 * X7) * ((0.009000 * X10) - ((-0.008525) * X7)))))),15,0.07998012751340866,0.08328859508037567
0,9,(0.027573 + (0.969067 * ((((0.110478 * X7) + ((-0.246137) * X8)) - (2.136251 * X2)) - (((-0.110796) * X7) * (((-0.527240) * X10) - tanh((2.061991 * X7))))))),16,0.07905185967683792,0.08247891813516617
0,10,(0.029120 + (1.017766 * ((((0.110478 * X7) + ((-0.246137) * X8)) - (2.136251 * X2)) - (((0.026815 * X9) - ((-0.173352) * X5)) * (((-1.478451) * X10) - (1.915221 * X7)))))),17,0.07343591004610062,0.07699036598205566
0,11,(0.029588 + (1.016760 * ((((0.110478 * X7) + ((-0.246137) * X8)) - (2.136251 * X2)) - ((((0.028855 * X9) + (0.001189 * X7)) - ((-0.183445) * X5)) * (((-1.386254) * X10) - (1.855795 * X7)))))),19,0.07335926592350006,0.07701877504587173
0,12,(0.001778 + (0.971770 * (((((-0.159251) * X9) + (0.254894 * X7)) - ((-1.037580) * X5)) - (((1.340832 * X7) * (0.041062 * X10)) - tanh(((tanh(((-0.645674) * X7)) - (2.698232 * X5)) - (0.387874 * X8))))))),21,0.07009152323007584,0.07404477894306183
0,13,((-0.006396) + (0.994141 * (((((-0.147691) * X9) + (0.248331 * X7)) - ((-1.115044) * X5)) - (((3.333766 * X5) * ((-0.036040) * X10)) - tanh(((tanh(((0.060542 * X10) - (0.753199 * X7))) - (3.026196 * X5)) - (0.458885 * X8))))))),23,0.0690176784992218,0.07228483259677887
0,14,((-0.023174) + (1.030298 * ((((0.228604 * X7) - (0.544702 * X2)) - ((0.130545 * X9) - (1.162375 * X5))) - (((3.333766 * X5) * ((-0.034876) * X10)) - tanh(((tanh(((0.075857 * X10) - (0.703733 * X7))) - (3.116729 * X5)) - (0.460924 * X8))))))),25,0.06771034002304077,0.07159718871116638
0,15,(0.008103 + (0.962585 * (((tanh((((((-0.217441) * X9) + (1.009707 * X7)) - ((-1.134062) * X5)) - (0.355662 * X8))) - (0.644500 * X7)) - ((-0.259383) * X8)) - (((1.340832 * X7) * (0.051709 * X10)) - tanh((((0.078040 * X6) - (2.128651 * X5)) - (0.516442 * X8))))))),27,0.06762603670358658,0.07080287486314774
0,16,((-0.019863) + (1.032799 * (((((0.023101 * X10) - (0.614168 * X7)) - (0.638386 * X2)) - (((0.124399 * X9) + ((-0.845625) * X7)) - (1.135033 * X5))) - (((3.333766 * X5) * ((-0.028918) * X10)) - tanh(((tanh(((0.036458 * X10) - (0.705373 * X7))) - (3.075653 * X5)) - (0.464111 * X8))))))),29,0.06759677827358246,0.07143919914960861
1,0,((-0.078661) + (0.966160 * ((-0.104142) * X7))),5,0.15485814213752747,0.15281641483306885
1,1,((-0.077560) + (0.222622 * tanh(((-0.760881) * X10)))),6,0.1523175686597824,0.15004931390285492
1,2,((-0.048180) + (0.986632 * (((-0.146255) * X7) + ((-0.130152) * X10)))),7,0.11613660305738449,0.11783605068922043
1,3,((-0.052965) + (0.255041 * (((-0.531944) * X10) + tanh(((-1.487348) * X7))))),8,0.11080770939588547,0.11311088502407074
1,4,((-0.042137) + (0.975913 * ((((-0.499198) * X10) + tanh(((-1.215426) * X7))) * (0.115420 * X6)))),10,0.10756878554821014,0.1098066195845604
1,5,((-0.044309) + (0.980845 * (((-0.067308) * X10) + (((-0.433192) * X2) * (((-4.009527) * X7) + ((-2.635276) * X10)))))),11,0.1044359877705574,0.10820858180522919
1,6,((-0.032620) + (0.575930 * (((-1.118428) * X5) - (((0.223957 * X10) + (0.147923 * X9)) - tanh(((-0.681974) * X7)))))),12,0.10228409618139267,0.10296516120433807
1,7,((-0.176509) + (0.989933 * (((-0.067308) * X10) + (((4.473942 * X2) * ((0.332392 * X7) + (0.257689 * X10))) + ((-0.755574) * X4))))),13,0.09677977114915848,0.09828585386276245
1,8,((-0.172994) + (0.931739 * (((-0.069441) * X10) + ((((-3.712507) * X2) * (((-0.318282) * X10) + tanh(((-0.666984) * X7)))) + ((-0.755574) * X4))))),14,0.09493230283260345,0.09643125534057617
1,9,((-0.005220) + (0.995664 * (((((-0.142619) * X10) + ((-0.157836) * X9)) - (0.222356 * X6)) - ((((-0.455775) * X9) * (0.175295 * X7)) + (1.508159 * X4))))),15,0.08363092690706253,0.08225000649690628
1,10,((-0.008847) + (1.009585 * ((((-0.183907) * X10) + ((-0.244636) * X9)) - (tanh((((-0.372822) * X9) + ((-5.730048) * X4))) + ((0.123759 * X7) + (2.666794 * X4)))))),16,0.08355763554573059,0.08391604572534561
