position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,1,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
1,2,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
2,3,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
3,4,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
4,5,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
5,6,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
6,7,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
7,8,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
8,9,0.03434745594859123,0.021209275349974632,57.900001525878906,0.03370502591133118,0.021142780780792236,23.80000114440918,"[-0.535159170627594, 0.045199915766716]"
9,0,0.03432411700487137,0.021160410717129707,51.900001525878906,0.033687543123960495,0.021094029769301414,22.80000114440918,"[-0.5358068346977234, 0.044703125953674316]"
