position,complexity,equation,pysr_loss,validation_mse,reward
0,1,0.24145816,0.10103813,0.10812375694513321,4.599999904632568
1,2,tanh(x3),0.09873142,0.10102682560682297,99.0
2,3,tanh(tanh(x3)),0.05495713,0.0517217218875885,99.30000305175781
3,4,tanh(x2) / -1.237819,0.05199354,0.06260909885168076,26.399999618530273
4,5,tanh(tanh(tanh(tanh(x3)))),0.03749263,0.03672599792480469,99.4000015258789
5,6,tanh(tanh(tanh(x3))) / 1.1432011,0.03746958,0.036535028368234634,108.5999984741211
6,7,tanh(tanh(tanh(tanh(x3 + x1)))),0.03396761,0.033975280821323395,176.6999969482422
7,9,tanh(tanh(tanh(tanh(x3 + x1)) / 1.1432011)),0.032728355,0.033987533301115036,197.8000030517578
8,10,tanh(tanh(tanh(tanh((x1 / 0.3571505) + tanh(x3))))),0.032041747,0.03054044395685196,233.8000030517578
9,11,tanh(tanh(tanh(tanh((x1 / 0.34927905) + (x3 * 0.46012062))))),0.02946313,0.030648566782474518,255.10000610351562
10,12,tanh(tanh(tanh(((x3 * 0.35503206) + (x1 / 0.37975198)) - -0.05437177))),0.028481998,0.029491087421774864,81.70000457763672
11,13,tanh(tanh(1.3147248 * ((x1 - ((x0 + -0.26459143) * x3)) + x1))),0.026193239,0.03138648346066475,202.3000030517578
12,14,tanh(tanh(tanh(((0.012587455 - (x3 * (x0 + -0.17762153))) + x1) * 3.0361996))),0.0239212,0.022937169298529625,97.0
13,17,tanh((((tanh(-0.049774706 - (x2 * 6.3052187)) + 1.0091096) - x2) * (0.29490808 - x0)) + -0.19160475),0.023576315,0.02739970199763775,19.100000381469727
14,18,tanh(tanh(tanh((((x1 * (x1 + x2)) - (x3 * (x0 + -0.17762153))) + x1) * 3.0361996))),0.021604817,0.023227395489811897,163.60000610351562
15,19,tanh(tanh(tanh(tanh(((x0 + (tanh(tanh(x2 + -0.2626647)) * 0.54961985)) / 3.9670687) / (-0.053401183 - x0))))),0.021405332,0.021324900910258293,9.0
16,20,tanh(tanh(tanh(((x1 * (x1 + x2)) + ((0.012587455 - (x3 * (x0 + -0.17762153))) + x1)) * 3.0361996))),0.020915724,0.021524297073483467,87.20000457763672
17,21,tanh(tanh(((x1 * (x1 + (x2 + x2))) + ((0.012587455 - (x3 * (-0.17762153 + x0))) + x1)) * 3.0361996)),0.02007888,0.02229560725390911,78.0999984741211
18,22,tanh(tanh(tanh(((x1 * ((x1 + x2) + x2)) + ((0.012587455 - (x3 * (-0.17762153 + x0))) + x1)) * 3.0361996))),0.020021576,0.02170749194920063,78.0999984741211
19,23,tanh(tanh(tanh((tanh((((x1 * 2.615567) / (x2 + 0.38231808)) / (x3 + 0.65129775)) + 0.41639626) * x3) + (x1 / 0.28102753)))),0.017714808,0.03667070344090462,259.70001220703125
20,25,tanh(tanh(tanh((tanh(((x1 * (2.615567 / (x2 + 0.38231808))) / (x3 + 0.65129775)) + 0.41639626) * x3) + ((x1 / 0.26894134) - -0.012086187)))),0.017620226,0.036086492240428925,276.3000183105469
