action_index,position,expression,length,operon_mse,validation_mse
0,0,((-0.006973) + (0.440447 * ((-0.566009) * X8))),5,0.3385077118873596,0.13105648756027222
0,1,(0.018704 + (1.001629 * ((0.167909 * X7) - (0.293326 * X8)))),7,0.28782758116722107,0.11673612147569656
0,2,((-0.076852) + (1.110600 * ((((-2.370167) * X2) + ((-0.211735) * X8)) + (0.134928 * X7)))),9,0.26325494050979614,0.10762836784124374
0,3,((-0.111151) + (0.687892 * (((0.930282 * X2) * (10.240005 * X3)) + (((-0.303361) * X8) + (0.152633 * X7))))),11,0.2577650845050812,0.10023074597120285
0,4,((-0.068161) + (0.796735 * ((((-0.287886) * X5) + ((-0.303361) * X8)) - tanh((((-0.178819) * X7) + (4.210659 * X2)))))),12,0.2572377920150757,0.1198187991976738
0,5,(0.273243 + (1.037560 * ((((-0.360003) * X5) + ((-0.228810) * X8)) + ((((-1.579643) * X2) + (-0.154298)) * (1.156517 * X6))))),13,0.23769575357437134,0.1179402768611908
0,6,(0.000000 + (1.000000 * ((((-0.384549) * X5) + (((-0.249851) * X8) - (-0.265103))) + ((((-1.579643) * X2) + (-0.154298)) * (1.156517 * X6))))),15,0.23746508359909058,0.11666344106197357
0,7,(0.039372 + (0.998517 * ((tanh(((-4.463469) * X6)) * (0.268233 * X8)) + (((((-0.269362) * X5) + ((-0.049850) * X6)) + ((-3.099382) * X2)) * (0.601745 * X6))))),16,0.2314785122871399,0.1205090805888176
0,8,((-0.102231) + (0.910089 * (tanh((((((1.074630 * X6) + (0.127197 * X7)) + (9.700054 * X2)) + ((-0.469485) * X4)) / (sqrt(1 + ((((-1.990376) * X2) - (0.258057 * X8)) + (0.152633 * X7)) ^ 2)))) - (((((0.324513 * X5) + (0.371208 * X6)) + (5.195444 * X2)) + ((-0.357009) * X4)) - ((-0.248488) * X8))))),28,0.23059098422527313,0.12135566025972366
0,9,((-0.103313) + (0.903892 * (tanh((((((1.074630 * X6) + (0.127197 * X7)) + (9.700054 * X2)) + ((-0.469485) * X4)) / (sqrt(1 + ((tanh(((-5.587404) * X2)) + (0.152633 * X7)) * (-0.666673)) ^ 2)))) - (((((0.324513 * X5) + (0.371208 * X6)) + (5.195444 * X2)) + ((-0.357009) * X4)) - ((-0.248488) * X8))))),29,0.2305486500263214,0.12136311829090118
1,0,((-0.023492) + (2.191726 * ((-0.107915) * X8))),5,0.30034175515174866,0.1762385070323944
1,1,((-0.029353) + (1.006783 * (((-0.098290) * X10) + ((-0.225410) * X8)))),7,0.27595677971839905,0.16340908408164978
1,2,((-0.073526) + (1.048310 * ((((-0.206021) * X8) - (1.138379 * X2)) + ((-0.113525) * X10)))),9,0.2650623619556427,0.16288910806179047
1,3,((-0.094566) + (1.002324 * ((((-0.124351) * X10) + ((-0.200051) * X8)) + tanh(((-1.803891) * X2))))),10,0.26370635628700256,0.16387765109539032
1,4,((-0.127231) + (1.069440 * (((((-0.206021) * X8) - (3.141593 * X2)) + ((-0.113525) * X10)) - ((-0.019115) * X11)))),11,0.2415192872285843,0.14656218886375427
1,5,((-0.093035) + (1.061639 * (tanh((0.042473 * X11)) - (((3.004904 * X2) + (0.211229 * X8)) + (0.123248 * X10))))),12,0.23183614015579224,0.1291271597146988
1,6,((-0.000000) + (1.000000 * ((((-0.139161) * X10) + ((-0.202915) * X8)) + (((0.044184 * X11) + ((-4.024782) * X2)) - 0.121692)))),13,0.22909614443778992,0.12610596418380737
1,7,((-0.000000) + (1.000000 * (((((((-0.135918) * X10) + (0.124944 * X1)) - (0.203147 * X8)) - (3.948354 * X2)) - 0.273467) - ((-0.042178) * X11)))),15,0.22880233824253082,inf
1,8,((-0.005441) + (0.999852 * (((((((-3.726603) * X2) - (0.209159 * X8)) - ((-0.040480) * X11)) + (((-0.131452) * X10) + (0.228193 * X8))) + ((-0.213938) * X8)) - (0.054837 * X6)))),17,0.22819191217422485,0.12709911167621613
1,9,((-0.002452) + (1.001168 * ((((-0.187651) * X8) - (((3.885078 * X2) - (((0.195047 * X10) / (sqrt(1 + ((-2.346405) * X11) ^ 2))) + tanh((-0.114571)))) + (0.175572 * X10))) - ((-0.042509) * X11)))),18,0.22485461831092834,0.1297331154346466
1,10,((-0.000001) + (1.000006 * ((((((-0.187651) * X8) - (((3.885803 * X2) - (((0.195849 * X10) / (sqrt(1 + ((-2.378383) * X11) ^ 2))) + tanh((-0.117105)))) + (0.175572 * X10))) - ((-0.042514) * X11)) + ((-0.000431) * X10)) + (0.000065 * X8)))),22,0.22485370934009552,0.12979985773563385
1,11,((-0.000050) + (1.012750 * ((((-0.367502) * X8) - (((((3.791540 * X2) - ((0.089130 * X8) - (-0.169324))) + (0.166682 * X10)) + ((((-0.189268) * X10) / (sqrt(1 + ((-2.188631) * X11) ^ 2))) + tanh(0.492143))) - ((0.140502 * X1) + (0.089898 * X8)))) - ((-0.040185) * X11)))),26,0.2245786190032959,inf
2,0,(0.408203 + (2.587730 * (0.575846 * X3))),5,0.4209500551223755,0.315923273563385
2,1,(0.443098 + (2.608732 * tanh((0.635118 * X3)))),6,0.419596791267395,0.3127042055130005
2,2,(0.552626 + ((-3.545787) * (((-0.487593) * X3) - ((-0.117858) * X5)))),7,0.3746735751628876,0.29724615812301636
2,3,(0.484080 + (1.634728 * tanh(((0.103365 * X9) + (1.078475 * X3))))),8,0.3675527274608612,0.24516482651233673
2,4,(0.261049 + (0.706687 * (((0.230905 * X9) + ((-0.287085) * X7)) - ((-1.341209) * X3)))),9,0.3321167230606079,0.2165246307849884
2,5,(0.248200 + (0.929991 * ((((0.230905 * X9) + ((-0.287085) * X7)) + (0.575846 * X4)) - ((-0.635118) * X3)))),11,0.3247087299823761,0.2091193050146103
2,6,((-0.011195) + (0.974884 * ((((-0.764618) * X5) + (tanh(((-0.423983) * X7)) - ((-0.535711) * X1))) + ((-0.411070) * X6)))),12,0.32096317410469055,inf
2,7,(0.000000 + (1.000000 * ((((-0.233869) * X7) + 0.890644) - ((0.288329 * X6) - ((1.161429 * X3) - (0.747772 * X5)))))),13,0.28796279430389404,0.16086557507514954
2,8,(0.000000 + (1.000000 * ((((-0.216074) * X6) - (((-1.297114) * X3) - ((-0.839363) * X5))) + ((((-0.276077) * X7) + 0.956804) - ((-0.737093) * X4))))),15,0.27994823455810547,0.1702696681022644
2,9,((-0.005690) + (1.241374 * tanh(((((-0.216074) * X6) - (((-1.297114) * X3) - ((-0.839363) * X5))) + ((((-0.276077) * X7) + 0.956804) - ((-0.737093) * X4)))))),16,0.27224063873291016,0.1634925752878189
2,10,((-0.002590) + (0.999223 * ((((-0.268233) * X7) + 0.791753) - ((0.288329 * X6) - ((0.008642 * X6) - ((((-0.902261) * X3) - ((-0.534627) * X5)) + ((((-0.143902) * X9) / (sqrt(1 + (8.081960 * X2) ^ 2))) / (sqrt(1 + ((-0.381684) * X11) ^ 2))))))))),21,0.26525479555130005,0.15582764148712158
2,11,((-0.000542) + (1.003791 * ((0.502257 + ((-0.288252) * X9)) + ((((-0.273018) * X7) + 0.298214) - ((0.287905 * X6) - (((0.897987 * X3) - (0.539465 * X5)) + (((0.450731 * X9) / (sqrt(1 + (3.286553 * X2) ^ 2))) / (sqrt(1 + ((-0.184798) * X11) ^ 2))))))))),23,0.25517943501472473,0.15890668332576752
2,12,(0.000291 + (0.999211 * ((0.502257 + ((-0.276087) * X9)) + (((((-0.309032) * X7) + 0.348447) - ((-0.653957) * X4)) - ((0.220120 * X6) - (((1.011173 * X3) - (0.606317 * X5)) + (((0.433186 * X9) / (sqrt(1 + (2.007686 * X2) ^ 2))) / (sqrt(1 + ((-0.181337) * X11) ^ 2))))))))),25,0.2491576224565506,0.1653454452753067
