generation,best_loss,median_loss,candidate_count
0,0.03260529413819313,0.03539026342332363,8
1,0.028479760512709618,0.035089800134301186,8
2,0.028479760512709618,0.035353124141693115,6
3,0.028479760512709618,0.03396714851260185,7
4,0.022551998496055603,0.030334996059536934,9
5,0.018698548898100853,0.02986964024603367,11
6,0.018698548898100853,0.028289209119975567,12
7,0.018698548898100853,0.02898040972650051,11
8,0.01842544972896576,0.032102263532578945,8
9,0.013621153309941292,0.030237378552556038,9
10,0.013621153309941292,0.029608894139528275,10
11,0.012957272119820118,0.026708777993917465,13
12,0.010509573854506016,0.026708777993917465,13
13,0.010509573854506016,0.025863412767648697,15
14,0.010509573854506016,0.02628609538078308,14
15,0.008821818977594376,0.025863412767648697,15
16,0.008513879030942917,0.025863412767648697,15
17,0.008451536297798157,0.018454037606716156,17
18,0.008451536297798157,0.018454037606716156,17
19,0.008451536297798157,0.018200064077973366,18
20,0.008451536297798157,0.01799873821437359,18
21,0.008412729017436504,0.025060508400201797,15
22,0.008412729017436504,0.021757273003458977,16
23,0.008412729017436504,0.018454037606716156,17
24,0.007831393741071224,0.016728370916098356,18
25,0.007831393741071224,0.015002704225480556,19
26,0.007831393741071224,0.01806613802909851,17
27,0.007655128370970488,0.024112310260534286,14
28,0.007655128370970488,0.024112310260534286,14
29,0.0073463199660182,0.02219543047249317,15
30,0.0073463199660182,0.013822388835251331,17
31,0.0073463199660182,0.013582805637270212,18
32,0.0073463199660182,0.013343222439289093,19
33,0.0073463199660182,0.013582805637270212,18
34,0.007282115053385496,0.01353293564170599,18
35,0.007115643471479416,0.013207119889557362,19
36,0.007115643471479416,0.013265375513583422,18
37,0.00706635694950819,0.013265375513583422,18
38,0.00706635694950819,0.013265375513583422,18
39,0.00706635694950819,0.01325285667553544,18
40,0.006905393674969673,0.01325285667553544,18
41,0.006480655632913113,0.013319959864020348,17
42,0.006480655632913113,0.013319959864020348,17
43,0.006480655632913113,0.013319959864020348,17
44,0.006353761535137892,0.013307398185133934,17
45,0.006353761535137892,0.013246575836092234,18
46,0.006353761535137892,0.013246575836092234,18
47,0.006353761535137892,0.013246575836092234,18
48,0.006353761535137892,0.013246575836092234,18
49,0.006353761535137892,0.013246575836092234,18
50,0.006353761535137892,0.013246575836092234,18
51,0.006353761535137892,0.013246575836092234,18
52,0.006353761535137892,0.013246575836092234,18
53,0.006353761535137892,0.013246575836092234,18
54,0.006353761535137892,0.013246575836092234,18
55,0.006353761535137892,0.013158649206161499,19
56,0.006353761535137892,0.01141258841380477,20
57,0.006353761535137892,0.01141258841380477,20
58,0.005980395246297121,0.00966652762144804,21
59,0.005980395246297121,0.01141258841380477,20
60,0.005980395246297121,0.01141258841380477,20
61,0.005980395246297121,0.01141258841380477,20
62,0.005980395246297121,0.011409658007323742,20
63,0.005980395246297121,0.00966652762144804,21
64,0.005980395246297121,0.00966652762144804,21
65,0.005980395246297121,0.00966652762144804,21
66,0.0059584928676486015,0.00966652762144804,21
67,0.0059584928676486015,0.00966652762144804,21
68,0.0059584928676486015,0.009182201698422432,22
69,0.0059584928676486015,0.009182201698422432,22
70,0.0059584928676486015,0.009182201698422432,22
71,0.0059584928676486015,0.009182201698422432,22
72,0.0059584928676486015,0.009182201698422432,22
73,0.0059584928676486015,0.009178498294204473,22
74,0.0059584928676486015,0.011076264083385468,20
75,0.0059584928676486015,0.011076264083385468,20
76,0.005933650769293308,0.009659120813012123,21
77,0.005933650769293308,0.011076264083385468,20
78,0.005933650769293308,0.011076264083385468,20
79,0.005889603868126869,0.011076264083385468,20
80,0.005889603868126869,0.011076264083385468,20
81,0.005889603868126869,0.011076264083385468,20
82,0.005889603868126869,0.011076264083385468,20
83,0.005889603868126869,0.011076264083385468,20
84,0.005889603868126869,0.011076264083385468,20
85,0.005889603868126869,0.011076264083385468,20
86,0.005889603868126869,0.011076264083385468,20
87,0.005889603868126869,0.011076264083385468,20
88,0.005889603868126869,0.012493407353758812,19
89,0.005889603868126869,0.012493407353758812,19
90,0.005889603868126869,0.012493407353758812,19
91,0.005889603868126869,0.012493407353758812,19
92,0.005889603868126869,0.012493407353758812,19
93,0.005889603868126869,0.012493407353758812,19
94,0.005889603868126869,0.012493407353758812,19
95,0.005889603868126869,0.012493407353758812,19
96,0.005889603868126869,0.012493407353758812,19
97,0.005889603868126869,0.012493407353758812,19
98,0.005889603868126869,0.011076264083385468,20
99,0.005889603868126869,0.011076264083385468,20
