iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,390.1617126464844,0.06648563593626022,0.06701260060071945,0.07534732669591904,0.0744553729891777,8000,92.26315752096707,,0,8000
1,335.6831359863281,0.08884409070014954,0.08071856200695038,0.11505042761564255,0.08354930579662323,10987,100.47991960396757,352.01220703125,0,2987
2,302.18994140625,0.1066591888666153,0.08594293147325516,0.15243248641490936,0.09152758866548538,14180,101.62129424698651,361.6270446777344,0,3193
3,947.6708374023438,0.12136422842741013,0.09714803844690323,0.1822107434272766,0.101138174533844,17141,107.31200873095077,286.43829345703125,0,2961
4,810.7042846679688,0.1464516818523407,0.09693773090839386,0.19516363739967346,0.1036355271935463,23880,111.6043053260073,986.9010620117188,0,6739
5,1342.6170654296875,0.16209536790847778,0.10591045767068863,0.21766972541809082,0.11131668835878372,29053,114.48421111295465,817.1707763671875,0,5173
6,721.1354370117188,0.18120534718036652,0.11170694231987,0.22505846619606018,0.12564808130264282,37270,119.21962799597532,1350.7586669921875,0,8217
7,642.0949096679688,0.18482635915279388,0.1129494160413742,0.23352420330047607,0.12033389508724213,41696,126.03743045404553,717.7536010742188,0,4426
8,899.3524780273438,0.1911599040031433,0.12623772025108337,0.2305711954832077,0.13567331433296204,46116,125.53624689701246,616.3015747070312,0,4420
9,1643.1402587890625,0.19737118482589722,0.12880828976631165,0.2405012995004654,0.13558544218540192,51767,130.1925789199886,907.5592041015625,0,5651
