position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,5,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
1,6,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
2,7,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
3,8,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
4,9,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
5,10,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
6,11,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
7,12,0.023659275844693184,0.06103892624378204,72.30000305175781,0.02320297248661518,0.06083071604371071,65.4000015258789,"[0.4446180462837219, 0.11139407753944397]"
8,1,0.023426897823810577,0.06275547295808792,64.0999984741211,0.022275645285844803,0.06124729663133621,97.80000305175781,"[0.45706552267074585, 0.09981760382652283]"
9,0,0.0233448538929224,0.061909113079309464,74.9000015258789,0.02326739765703678,0.06179773807525635,82.70000457763672,"[0.47639909386634827, 0.08120125532150269]"
