action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.000056 + (0.847136 * ((-2.609482) * X3))),5,0.0006042600725777447,0.00031873848638497293
0,1,(0.000001 + (0.843222 * tanh(((-3.087460) * X3)))),6,0.00018563229241408408,0.0001397802261635661
0,2,(0.000022 + (0.845220 * (tanh(((-3.059126) * X3)) - (0.008695 * X8)))),8,0.00017727416707202792,0.0001352267718175426
0,3,((-0.000072) + (1.206110 * (tanh(((-2.830291) * X3)) / (sqrt(1 + tanh((36.242695 * X3)) ^ 2))))),9,0.00014778652985114604,9.403625153936446e-05
0,4,(0.000035 + (0.884628 * tanh((((76.117203 * X3) / (sqrt(1 + ((-0.388267) * X8) ^ 2))) - (78.555267 * X3))))),10,2.653744741110131e-05,3.684260809677653e-05
0,5,((-0.000021) + (1.003141 * tanh(tanh((((193.555405 * X3) / (sqrt(1 + (0.216965 * X8) ^ 2))) - (195.803314 * X3)))))),11,1.659932422626298e-05,1.1881038517458364e-05
0,6,((-0.000012) + (1.010287 * tanh(tanh(((((-0.014095) * X2) - (((-271.316071) * X3) / (sqrt(1 + ((-0.181901) * X8) ^ 2)))) - (273.563171 * X3)))))),13,1.6065472664195113e-05,1.208014327858109e-05
0,7,((-0.000028) + (1.429687 * (tanh(tanh((((123.443817 * X3) / (sqrt(1 + ((-0.255961) * X8) ^ 2))) - (125.692352 * X3)))) / (sqrt(1 + tanh((98.968430 * X3)) ^ 2))))),14,1.0579851732472889e-05,7.004888630035566e-06
0,8,((-0.000019) + (1.000273 * (tanh(((((-256.927307) * X3) - (((-444.191650) * X3) / (sqrt(1 + (0.151616 * X8) ^ 2)))) - (190.075851 * X3))) / (sqrt(1 + tanh(tanh((55.768188 * X3))) ^ 2))))),16,9.605005288904067e-06,9.249050890502986e-06
0,9,((-0.000022) + (0.998428 * tanh((tanh(((((-254.773438) * X3) - (((-443.990784) * X3) / (sqrt(1 + (0.186516 * X8) ^ 2)))) - (189.316910 * X3))) + (((-2.232445) * X3) / (sqrt(1 + ((-2.630250) * X8) ^ 2))))))),17,9.4464567155228e-06,1.001339296635706e-05
0,10,((-0.000017) + (0.996323 * tanh((tanh(((((-253.348160) * X3) - (((-444.600372) * X3) / (sqrt(1 + ((-0.203454) * X8) ^ 2)))) - (189.344543 * X3))) + (tanh(((-4.280982) * X3)) / (sqrt(1 + ((-2.030484) * X8) ^ 2))))))),18,8.683992746227887e-06,1.0351068340241909e-05
0,11,((-0.000030) + (0.999220 * ((tanh(((((-0.016460) * X2) - (((-274.994812) * X3) / (sqrt(1 + ((-0.263045) * X8) ^ 2)))) - (275.800415 * X3))) + (((-2.466989) * X3) / (sqrt(1 + ((-2.558923) * X8) ^ 2)))) / (sqrt(1 + tanh((99.271164 * X3)) ^ 2))))),19,6.265865522436798e-06,5.856916686752811e-06
0,12,((-0.000029) + (1.000507 * ((tanh(((((-255.533539) * X3) - (((-447.539703) * X3) / (sqrt(1 + (0.215036 * X8) ^ 2)))) - (191.556839 * X3))) + (tanh(((-3.734257) * X3)) / (sqrt(1 + ((-2.161979) * X8) ^ 2)))) / (sqrt(1 + tanh((103.388069 * X3)) ^ 2))))),20,5.946062174189137e-06,5.667064215231221e-06
0,13,((-0.000023) + (0.997476 * ((((((-4.093404) * X3) / (sqrt(1 + (0.541762 * X8) ^ 2))) / (sqrt(1 + ((-2.000382) * X8) ^ 2))) + tanh(((((-0.017757) * X2) - (((-277.873779) * X3) / (sqrt(1 + ((-0.280873) * X8) ^ 2)))) - (277.050812 * X3)))) / (sqrt(1 + tanh(((-98.749237) * X3)) ^ 2))))),21,5.6089575082296506e-06,5.286402938509127e-06
0,14,((-0.000021) + (1.000392 * ((tanh((((((-0.019771) * X2) - (((-280.239746) * X3) / (sqrt(1 + ((-0.293722) * X8) ^ 2)))) - ((-0.000230) * X8)) - (278.492462 * X3))) + ((((-5.021359) * X3) / (sqrt(1 + (0.824373 * X8) ^ 2))) / (sqrt(1 + ((-1.831632) * X8) ^ 2)))) / (sqrt(1 + tanh((101.540977 * X3)) ^ 2))))),23,5.477949343912769e-06,4.844227987632621e-06
