position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,5,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
1,6,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
2,7,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
3,8,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
4,9,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
5,10,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
6,11,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
7,12,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
8,13,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
9,14,0.0030245536472648382,0.0032912306487560272,66.9000015258789,0.002970198169350624,0.0032469637226313353,64.4000015258789,"[-1.480949878692627, 1.1310226917266846]"
