run,algorithm,dataset,r2_test,mse_train,mse_test,hypervolume,size,size_mse
2,random,210_cloud,0.796716446469045,0.07298312060899746,0.3899390618047695,41.54082433870069,11.0,11.0
3,random,210_cloud,0.8321203150769988,0.1153799322927825,0.3220272653536974,41.02021514251314,6.0,6.0
5,random,210_cloud,0.8456676108190732,0.2021563713084404,0.2960408060464923,40.30771381287669,8.0,8.0
6,random,210_cloud,0.6667819028552531,0.240447524131682,0.6391798545434585,41.203340365072556,9.0,9.0
7,random,210_cloud,0.722371628282044,0.224274200177241,0.5325474929854598,39.42630970136825,3.0,3.0
8,random,210_cloud,0.8256851884278144,0.129614317006113,0.3343711426846087,38.54830799613628,5.0,5.0
9,random,210_cloud,0.8043288332443818,0.05317615507003519,0.3753369609180501,44.42370480704178,8.0,8.0
10,random,210_cloud,0.5936484371181396,0.6122091818907576,0.3053582416861198,40.17297774222241,3.0,3.0
11,random,210_cloud,0.8607114079679608,0.3246156779439552,0.1046702496926399,39.268880794241305,6.0,6.0
12,random,210_cloud,0.6236647258687416,0.6414252675187755,0.282802105591003,38.291557030732655,3.0,3.0
13,random,210_cloud,0.8636274156129511,0.326449176202927,0.1024789772858043,37.72993365780705,6.0,6.0
14,random,210_cloud,0.8276326150253063,0.223987980222918,0.1295277449571649,42.657592347100156,7.0,7.0
15,random,210_cloud,0.8293655590399389,0.1377340314827706,0.1282255013199169,43.028362553900834,9.0,9.0
16,random,210_cloud,0.8693131885501507,0.305805035164534,0.09820632821706043,38.98938387326832,8.0,8.0
17,random,210_cloud,0.8640362139882775,0.3019711947112682,0.1021717803546334,34.6115596685718,6.0,6.0
18,random,210_cloud,0.8464584416579756,0.1419231535259441,0.1153808292222526,40.39086546995358,6.0,6.0
19,random,210_cloud,0.8618052263210385,0.3152708746760201,0.1038482854638055,39.11729370177053,6.0,6.0
20,random,210_cloud,0.8272527917957502,0.0928252929694271,0.1091792666837003,44.99444907926025,5.0,5.0
21,random,210_cloud,0.4624382444867849,0.5398298835072567,0.3397484617797229,36.85981137259176,3.0,3.0
22,random,210_cloud,0.5410754819998124,0.05553355502830111,0.2900483478678786,45.58390046693065,15.0,15.0
23,random,210_cloud,0.4200255212946419,0.5262453111502308,0.3665540470294822,41.54433260374916,3.0,3.0
24,random,210_cloud,0.8599699856315,0.08955663142871556,0.08850142610921073,45.83740580006965,7.0,7.0
25,random,210_cloud,0.8451655846000956,0.3163433679291618,0.09785806732560044,38.177334140173826,8.0,8.0
27,random,210_cloud,0.6818764440306875,0.4356016032176255,0.2010596693086595,39.20138027714992,9.0,9.0
28,random,210_cloud,0.8662693999898067,0.3040662185020067,0.08452008570246144,41.49925527098462,6.0,6.0
29,random,210_cloud,0.8388117295319393,0.3186134822133122,0.1018738152162153,39.24650992804718,6.0,6.0
0,GPZGD,210_cloud,0.8597129648626807,0.038538654372992,0.2690989699591662,0.0,50.0,50.0
1,GPZGD,210_cloud,0.9049393638419008,0.0604048434780261,0.0714345688864508,1.9094552326366068,48.0,48.0
2,GPZGD,210_cloud,0.7542306796374237,0.0639534661171651,0.1553305228459104,5.723074361734318,44.0,44.0
3,GPZGD,210_cloud,0.7207015881760761,0.0353594021349049,0.5357509684304042,2.8467202908190137,47.0,47.0
4,GPZGD,210_cloud,0.8803784171662148,0.0542717955014105,0.0898912162236593,3.837296918090469,46.0,46.0
5,GPZGD,210_cloud,-0.2125616991661503,0.0624856566851836,0.7663602700147428,5.7294301402164285,44.0,44.0
6,GPZGD,210_cloud,0.5874664489134535,0.041693056892425,0.7913229726633175,6.57828380622608,43.0,43.0
7,GPZGD,210_cloud,0.8793841858684989,0.0630437790058909,0.0906383444461933,5.716498679156047,44.0,44.0
8,GPZGD,210_cloud,0.7645632877045597,0.0609230507226159,0.1488001332469876,4.780163665203796,45.0,45.0
9,GPZGD,210_cloud,0.7236816708267113,0.0413829292669863,0.5300345658355803,0.0,52.0,52.0
10,GPZGD,210_cloud,0.8118171102752222,0.0518130728161952,0.1414125146074006,5.767001997469048,44.0,44.0
11,GPZGD,210_cloud,0.7337656077686343,0.0566255002594583,0.1682648073561517,3.836536847247281,46.0,46.0
12,GPZGD,210_cloud,0.7233772286198175,0.0403446074849544,0.5306185476996709,0.0,57.0,57.0
13,GPZGD,210_cloud,0.8332040214977742,0.0472849632067707,0.1253410380768322,0.0,52.0,52.0
14,GPZGD,210_cloud,0.4206028265785388,0.056656772972463,0.3661891799604064,0.0,51.0,51.0
15,GPZGD,210_cloud,0.4444072851827971,0.0412766405669417,1.0657394471825534,2.821069614301443,47.0,47.0
16,GPZGD,210_cloud,0.8901458970105615,0.0531729048457864,0.0825513146620121,7.681182632247099,42.0,42.0
17,GPZGD,210_cloud,-0.5508255337972152,0.0513059929884139,0.9801489488278315,0.0,51.0,51.0
18,GPZGD,210_cloud,0.5197804989539683,0.0366754306560675,0.9211583448128268,1.8940102866445223,48.0,48.0
19,GPZGD,210_cloud,0.8259618490253975,0.0626441243969561,0.1307832641051237,0.0,50.0,50.0
20,GPZGD,210_cloud,0.3662123147838078,0.0536460869862401,0.4005649377745567,8.651559693764584,41.0,41.0
21,GPZGD,210_cloud,0.201786318615125,0.0401727878540941,1.5311356409929793,10.361467280343229,39.0,39.0
22,GPZGD,210_cloud,0.7382643339712966,0.0585770935865467,0.1966847185187439,1.9121949663929352,48.0,48.0
23,GPZGD,210_cloud,0.8323791992539293,0.058475685699341,0.1059392872199274,3.831195841096436,46.0,46.0
24,GPZGD,210_cloud,0.8007904704615677,0.0407535257337865,0.3821242579713029,3.7644496910612553,46.0,46.0
25,GPZGD,210_cloud,0.898622555670908,0.0567529611741772,0.0761814177049543,6.702252471856978,43.0,43.0
26,GPZGD,210_cloud,0.8048200276342332,0.0515303526486218,0.1233571672489411,3.8512452187122848,46.0,46.0
27,GPZGD,210_cloud,0.7320378132436696,0.035906487224673,0.5140057908669277,1.896232485332368,48.0,48.0
28,GPZGD,210_cloud,0.863564806767562,0.0637330231989661,0.1025260255284798,8.570098829499175,41.0,41.0
29,GPZGD,210_cloud,0.8385351884754949,0.0588661613805495,0.1020485940161993,0.957517159735345,49.0,49.0
0,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
1,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
2,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
3,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
4,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
5,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
6,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
7,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
8,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
9,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
10,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
11,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
12,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
13,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
14,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
15,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
16,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
17,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
18,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
19,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
20,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
21,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
22,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
23,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
24,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
25,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
26,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
27,slim_gsgp,210_cloud,0.6630718096462442,0.0496267524801187,0.6462965653643802,0.0,91.0,91.0
28,slim_gsgp,210_cloud,0.7553535694863359,0.035446765481548,0.1838427870847321,0.0,170.0,170.0
29,slim_gsgp,210_cloud,-0.0348454320220756,0.0487449622474214,0.654040470891776,0.0,113.0,113.0
0,RF,210_cloud,0.3031880834393589,0.0386082577489041,1.2007186693330505,47.063107209668324,10000.0,100000.0
1,RF,210_cloud,0.6617442714111657,0.080168030488492,0.2098792020929503,46.83957860437375,10000.0,100000.0
2,RF,210_cloud,0.6087066770629448,0.0765117842846103,0.2069768120650007,47.08459047653054,10000.0,100000.0
3,RF,210_cloud,0.2702842574173252,0.0379572997818284,1.1552247913883928,47.109153067117354,10000.0,100000.0
4,RF,210_cloud,0.6600885865306156,0.0838180001585625,0.2048746893832738,46.706360132128566,10000.0,100000.0
5,RF,210_cloud,0.5897866874266094,0.0748534813960429,0.2048557782685213,47.143250652179475,10000.0,100000.0
6,RF,210_cloud,0.3220208131431247,0.0395887418691495,1.2033131624933189,46.994366132385885,10000.0,100000.0
7,RF,210_cloud,0.6373226632706441,0.0815723893116219,0.1993487388446577,46.78517872884563,10000.0,100000.0
8,RF,210_cloud,0.5731363611598888,0.0744592580784555,0.1915467562967483,47.157651773363966,10000.0,100000.0
9,RF,210_cloud,0.2987725703858145,0.0375719252261023,1.1456494279414098,47.13782593252892,10000.0,100000.0
10,RF,210_cloud,0.6660479004552196,0.0810223565395673,0.2041775647711484,46.80607290600191,10000.0,100000.0
11,RF,210_cloud,0.6157890923303027,0.074693721399367,0.1993868935205201,47.14904300373178,10000.0,100000.0
12,RF,210_cloud,0.3044172713485589,0.0394252412580967,1.1557384926717118,47.005369086255335,10000.0,100000.0
13,RF,210_cloud,0.6478707587240677,0.0827781897192731,0.2061806593807655,46.74162381083252,10000.0,100000.0
14,RF,210_cloud,0.5968038208332567,0.0734798107385205,0.2047354057033086,47.192107646077275,10000.0,100000.0
15,RF,210_cloud,0.3058892301272637,0.0399869844498892,1.1609697114305235,46.96674567597566,10000.0,100000.0
16,RF,210_cloud,0.6499271271312825,0.0797366860315141,0.2039951909996092,46.854844216648885,10000.0,100000.0
17,RF,210_cloud,0.6017010066564512,0.0691349038500691,0.213819974605814,47.34839812102981,10000.0,100000.0
18,RF,210_cloud,0.2924808032106911,0.0380999477511385,1.2002786889358072,47.09964276926536,10000.0,100000.0
19,RF,210_cloud,0.6444003174197506,0.0811243255088369,0.1995099831286453,46.80428659588447,10000.0,100000.0
20,RF,210_cloud,0.6152681119821715,0.0726229982574522,0.1933465537851771,47.22118985812216,10000.0,100000.0
21,RF,210_cloud,0.3242018950143204,0.0394401418868476,1.1945806991622994,47.00250681711003,10000.0,100000.0
22,RF,210_cloud,0.6190488853932141,0.0798664761153666,0.2180236431725815,46.85202580738075,10000.0,100000.0
23,RF,210_cloud,0.5990193785324676,0.079821122959646,0.1828632879653428,46.965101735379,10000.0,100000.0
24,RF,210_cloud,0.3119377582211388,0.0375133465435026,1.1769875667148184,47.13996250698097,10000.0,100000.0
25,RF,210_cloud,0.6513036631795991,0.0821208038316151,0.2021290756274315,46.76708898701403,10000.0,100000.0
26,RF,210_cloud,0.5839267387677455,0.0737736183984909,0.2062358090816075,47.18138751831652,10000.0,100000.0
27,RF,210_cloud,0.3004913839501375,0.039447182245916,1.1768474038298582,47.00455735527496,10000.0,100000.0
28,RF,210_cloud,0.6418017430534794,0.0866060514822479,0.1925750392340005,46.602423148187945,10000.0,100000.0
29,RF,210_cloud,0.5668714625812228,0.0748540850201935,0.2033593122781199,47.1436203534101,10000.0,100000.0
0,random,210_cloud,0.8254549483324015,0.0913715188218423,0.3348127898579078,41.654529441375345,14.0,14.0
1,random,210_cloud,0.8508298177834757,0.08208452564106924,0.2861386466952951,42.278408426308374,7.0,7.0
2,random,210_cloud,0.796716446469045,0.07298312060899746,0.3899390618047695,41.54082433870069,11.0,11.0
3,random,210_cloud,0.8321203150769988,0.1153799322927825,0.3220272653536974,41.02021514251314,6.0,6.0
5,random,210_cloud,0.8456676108190732,0.2021563713084404,0.2960408060464923,40.30771381287669,8.0,8.0
6,random,210_cloud,0.6667819028552531,0.240447524131682,0.6391798545434585,41.203340365072556,9.0,9.0
7,random,210_cloud,0.722371628282044,0.224274200177241,0.5325474929854598,39.42630970136825,3.0,3.0
8,random,210_cloud,0.8256851884278144,0.129614317006113,0.3343711426846087,38.54830799613628,5.0,5.0
9,random,210_cloud,0.8043288332443818,0.05317615507003519,0.3753369609180501,44.42370480704178,8.0,8.0
10,random,210_cloud,0.5936484371181396,0.6122091818907576,0.3053582416861198,40.17297774222241,3.0,3.0
11,random,210_cloud,0.8607114079679608,0.3246156779439552,0.1046702496926399,39.268880794241305,6.0,6.0
12,random,210_cloud,0.6236647258687416,0.6414252675187755,0.282802105591003,38.291557030732655,3.0,3.0
13,random,210_cloud,0.8636274156129511,0.326449176202927,0.1024789772858043,37.72993365780705,6.0,6.0
14,random,210_cloud,0.8276326150253063,0.223987980222918,0.1295277449571649,42.657592347100156,7.0,7.0
15,random,210_cloud,0.8293655590399389,0.1377340314827706,0.1282255013199169,43.028362553900834,9.0,9.0
16,random,210_cloud,0.8693131885501507,0.305805035164534,0.09820632821706043,38.98938387326832,8.0,8.0
17,random,210_cloud,0.8640362139882775,0.3019711947112682,0.1021717803546334,34.6115596685718,6.0,6.0
18,random,210_cloud,0.8464584416579756,0.1419231535259441,0.1153808292222526,40.39086546995358,6.0,6.0
19,random,210_cloud,0.8618052263210385,0.3152708746760201,0.1038482854638055,39.11729370177053,6.0,6.0
20,random,210_cloud,0.8272527917957502,0.0928252929694271,0.1091792666837003,44.99444907926025,5.0,5.0
21,random,210_cloud,0.4624382444867849,0.5398298835072567,0.3397484617797229,36.85981137259176,3.0,3.0
22,random,210_cloud,0.5410754819998124,0.05553355502830111,0.2900483478678786,45.58390046693065,15.0,15.0
23,random,210_cloud,0.4200255212946419,0.5262453111502308,0.3665540470294822,41.54433260374916,3.0,3.0
24,random,210_cloud,0.8599699856315,0.08955663142871556,0.08850142610921073,45.83740580006965,7.0,7.0
25,random,210_cloud,0.8451655846000956,0.3163433679291618,0.09785806732560044,38.177334140173826,8.0,8.0
27,random,210_cloud,0.6818764440306875,0.4356016032176255,0.2010596693086595,39.20138027714992,9.0,9.0
28,random,210_cloud,0.8662693999898067,0.3040662185020067,0.08452008570246144,41.49925527098462,6.0,6.0
29,random,210_cloud,0.8388117295319393,0.3186134822133122,0.1018738152162153,39.24650992804718,6.0,6.0
0,SymRegg,557_analcatdata_apnea1,0.8854718110695884,1533885.1064563664,957412.1077379552,34.45714300121642,11.0,11.0
1,SymRegg,557_analcatdata_apnea1,0.8680817509463202,1193816.448056623,1102786.3974372735,34.97176993815171,16.0,16.0
2,SymRegg,557_analcatdata_apnea1,0.4795436996609731,1102280.2189872905,4350816.756526659,37.21241339095823,20.0,20.0
3,SymRegg,557_analcatdata_apnea1,0.8787271441773677,1202743.177361101,1013794.9581573828,34.43227504488678,10.0,10.0
4,SymRegg,557_analcatdata_apnea1,0.8407380564051972,317446.19156719657,1331369.2857938344,38.58382087178548,20.0,20.0
5,SymRegg,557_analcatdata_apnea1,0.8217713239905855,651840.2670050615,1489923.95628643,38.002099702370614,13.0,13.0
6,SymRegg,557_analcatdata_apnea1,0.776971617416052,572183.9241147629,1864432.4672315172,32.53384159742116,32.0,32.0
7,SymRegg,557_analcatdata_apnea1,0.8790830871991964,751401.8520302348,1010819.4098496157,37.09040047760712,10.0,10.0
8,SymRegg,557_analcatdata_apnea1,0.8630928470829402,1295197.2520578478,1144491.7366009178,36.85450011569142,11.0,11.0
9,SymRegg,557_analcatdata_apnea1,0.8596027780551911,711983.3964370097,1173667.386501733,37.01028868142106,13.0,13.0
10,SymRegg,557_analcatdata_apnea1,0.929085643715052,1140996.298378745,954950.8894690752,31.071304674080586,35.0,35.0
11,SymRegg,557_analcatdata_apnea1,0.8338606986859683,619964.1806434582,2237274.395160524,34.726670263697166,40.0,40.0
12,SymRegg,557_analcatdata_apnea1,0.8734573545994512,548899.6231451759,1704055.6822578544,37.96098768782302,30.0,30.0
13,SymRegg,557_analcatdata_apnea1,0.8614846077302766,538502.4134643308,1865283.758927757,38.24459182024864,23.0,23.0
14,SymRegg,557_analcatdata_apnea1,0.8542169533251889,911615.139467016,1963151.8550662168,33.103999472805626,16.0,16.0
15,SymRegg,557_analcatdata_apnea1,0.9144377526167496,954857.501586673,1152203.143680665,34.31903341140079,14.0,14.0
16,SymRegg,557_analcatdata_apnea1,0.8752094606910447,1240325.8298701302,1680461.3727517757,34.34815150026082,35.0,35.0
17,SymRegg,557_analcatdata_apnea1,0.9202526020661076,905097.1678901984,1073898.8912739968,35.95525156758232,46.0,46.0
18,SymRegg,557_analcatdata_apnea1,0.844523224029549,747044.8121515488,2093690.097223377,38.405529251136414,21.0,21.0
19,SymRegg,557_analcatdata_apnea1,0.8745681567327197,641833.3751118233,1689097.336151932,34.18268821562255,34.0,34.0
20,SymRegg,557_analcatdata_apnea1,-16.478645188041387,724117.273711626,150206248.7595653,35.33347009221501,46.0,46.0
21,SymRegg,557_analcatdata_apnea1,0.8030306441830573,1494179.4092239905,1692695.7289626384,34.979872269208016,12.0,12.0
22,SymRegg,557_analcatdata_apnea1,0.5140263716504259,731926.1564915441,4176312.003885036,37.70951702252145,28.0,28.0
23,SymRegg,557_analcatdata_apnea1,0.3853225470726927,791353.8952318651,5282354.176081377,37.95520897281249,23.0,23.0
24,SymRegg,557_analcatdata_apnea1,-0.2657294845069653,785248.7226133785,10877300.60120718,37.5514993721235,42.0,42.0
25,SymRegg,557_analcatdata_apnea1,0.6555066644355334,817291.8461988283,2960472.685446571,36.74086087320734,37.0,37.0
26,SymRegg,557_analcatdata_apnea1,0.842093391849539,1142395.0919572418,1357002.1594611462,36.22640516233578,20.0,20.0
27,SymRegg,557_analcatdata_apnea1,-2.108495158262714,722984.584529624,26713477.617210835,38.51842840539966,20.0,20.0
28,SymRegg,557_analcatdata_apnea1,-1.9526417833320395,580788.8494372464,25374120.32990395,39.362937283566936,17.0,17.0
29,SymRegg,557_analcatdata_apnea1,-5.536213659929783e+147,354142.09530941746,4.7576564272754163e+154,37.52571626406525,39.0,39.0
0,eggp,557_analcatdata_apnea1,0.8691903903048414,1378659.7326834714,1093518.593983157,3.556286484214045,31.0,31.0
1,eggp,557_analcatdata_apnea1,0.7480034221212042,617970.1214623983,2106595.564139098,31.187767580603264,38.0,38.0
2,eggp,557_analcatdata_apnea1,0.8787414932994233,857195.5136790987,1013675.0049535496,34.22614832950939,38.0,38.0
3,eggp,557_analcatdata_apnea1,0.8449787816200176,1040274.7351718392,1295918.4356216933,29.398781124504957,27.0,27.0
4,eggp,557_analcatdata_apnea1,0.8668951498828212,979616.537182842,1112705.9310984483,1.338747743121359,10.0,10.0
5,eggp,557_analcatdata_apnea1,0.7016028295334975,950419.3569643904,2494486.873384188,30.5261630310006,33.0,33.0
6,eggp,557_analcatdata_apnea1,0.1480184592392531,4340869.410686622,7122241.697100461,6.708978370165684,18.0,18.0
7,eggp,557_analcatdata_apnea1,0.8702641047277666,1695488.3231770515,1084542.7497096905,26.72411547253668,47.0,47.0
8,eggp,557_analcatdata_apnea1,0.8590522956931115,687233.5224197448,1178269.2097163787,34.007191334252525,31.0,31.0
9,eggp,557_analcatdata_apnea1,0.7690290705308677,576971.4940768209,1930829.1388733988,0.8067616748201464,48.0,48.0
10,eggp,557_analcatdata_apnea1,0.8757243893280331,563187.7408966194,1673527.211805165,29.74532569470108,35.0,35.0
11,eggp,557_analcatdata_apnea1,0.8733602149670705,681196.322441505,1705363.7894339513,33.464169599606535,18.0,18.0
12,eggp,557_analcatdata_apnea1,0.8872650921845998,871412.7656567547,1518117.1504955357,31.27608101821115,21.0,21.0
13,eggp,557_analcatdata_apnea1,0.8311738477255664,1168189.7047992505,2273456.2185447305,30.89553058913559,17.0,17.0
14,eggp,557_analcatdata_apnea1,0.8651766460969846,832418.2073199778,1815565.8244086192,31.356284111045778,25.0,25.0
15,eggp,557_analcatdata_apnea1,0.9436038825187294,558502.9530227742,759444.5662728648,30.95702502268069,29.0,29.0
16,eggp,557_analcatdata_apnea1,0.8513150949876788,658494.1581719904,2002229.022873869,35.11901841891845,14.0,14.0
17,eggp,557_analcatdata_apnea1,0.8533342147404522,570787.343423193,1975039.0389994064,26.413948288218382,35.0,35.0
18,eggp,557_analcatdata_apnea1,0.8625313128629319,758507.6117942282,1851188.5594532709,34.45559566952201,37.0,37.0
19,eggp,557_analcatdata_apnea1,0.8580978651730058,617053.5472497371,1910890.5018624736,34.736703222198855,31.0,31.0
20,eggp,557_analcatdata_apnea1,0.4195126893598013,667350.8718524243,4988534.319779469,0.23897907799613827,35.0,35.0
21,eggp,557_analcatdata_apnea1,0.5273321309128869,763953.1745165247,4061966.288630199,34.9373497020933,38.0,38.0
22,eggp,557_analcatdata_apnea1,-0.1922824650495924,584352.604003774,10246118.884513782,4.73420356247415,25.0,25.0
23,eggp,557_analcatdata_apnea1,0.4432090169523567,284172.6058428228,4784895.168188317,36.31574438448983,45.0,45.0
24,eggp,557_analcatdata_apnea1,0.8161173342867776,751503.9863551698,1580232.6285328837,34.51722496241138,17.0,17.0
25,eggp,557_analcatdata_apnea1,0.7426749555301223,2906800.8440848,2211374.4644323816,21.42615364629329,32.0,32.0
26,eggp,557_analcatdata_apnea1,-0.6144555966186802,467703.754371599,13874148.502247384,31.669874927671902,42.0,42.0
27,eggp,557_analcatdata_apnea1,-0.5047585760693953,558873.8877532028,12931445.118801942,35.98926039034256,34.0,34.0
28,eggp,557_analcatdata_apnea1,0.807839939561408,1092125.735315975,1651366.0829753722,27.02135283955137,31.0,31.0
29,eggp,557_analcatdata_apnea1,0.8349854683291709,618690.1020149732,1418085.528164967,30.60659686833723,24.0,24.0
0,PySIPS,557_analcatdata_apnea1,0.8891976042087497,931178.5681125087,926265.893904716,35.45154970510767,22.0,22.0
1,PySIPS,557_analcatdata_apnea1,0.8855604410755392,806514.7633786122,1541072.4190492113,33.82618070399554,19.0,19.0
2,PySIPS,557_analcatdata_apnea1,0.8307531502915743,1014685.1383602706,1454456.8034637943,0.0,82.0,82.0
3,PySIPS,557_analcatdata_apnea1,0.8773074998795928,947078.6513543156,1025662.644637579,35.638187241792494,28.0,28.0
4,PySIPS,557_analcatdata_apnea1,0.8810982769968075,808091.4538690039,1601161.063706996,35.20405833496087,15.0,15.0
5,PySIPS,557_analcatdata_apnea1,-1.912109095767636,635566.8474151565,25025794.536589097,30.885392153899563,22.0,22.0
6,PySIPS,557_analcatdata_apnea1,0.9002731130588687,882621.5297983369,833678.8516097771,31.74230291465936,28.0,28.0
7,PySIPS,557_analcatdata_apnea1,0.8909758831211305,731261.3228436154,1468146.6890669,36.02553250287697,23.0,23.0
8,PySIPS,557_analcatdata_apnea1,0.8424635173716806,748037.6425971988,1353821.411431022,27.93895593816281,23.0,23.0
9,PySIPS,557_analcatdata_apnea1,0.7205689067109451,921333.775633938,2335937.6804251145,31.247869925370722,41.0,41.0
10,PySIPS,557_analcatdata_apnea1,0.8812349468350146,818953.8578093692,1599320.6326518948,29.71200401862228,25.0,25.0
11,PySIPS,557_analcatdata_apnea1,-1.9492477085683453,523284.620701244,25344952.6665765,32.89565661852714,21.0,21.0
12,PySIPS,557_analcatdata_apnea1,0.6176470321666158,994233.7080129788,3196325.413437296,32.652289857271185,26.0,26.0
13,PySIPS,557_analcatdata_apnea1,0.8597656875348557,623418.4015471904,1888431.178653997,22.246455319086472,89.0,89.0
14,PySIPS,557_analcatdata_apnea1,0.3987918177395222,637190.2486640267,5166603.292724807,27.593761610915358,30.0,30.0
15,PySIPS,557_analcatdata_apnea1,0.6530983464245377,765373.6465759702,2899965.907338925,25.097079564313685,26.0,26.0
16,PySIPS,557_analcatdata_apnea1,0.8783136272682404,466262.94765432936,1638659.87035864,27.99493483816162,32.0,32.0
17,PySIPS,557_analcatdata_apnea1,0.3739577002932185,642103.4878237916,5380020.269998075,28.12043541311531,33.0,33.0
18,PySIPS,557_analcatdata_apnea1,0.726931077217642,982787.5543497144,2282752.354336477,36.01216916007604,20.0,20.0
19,PySIPS,557_analcatdata_apnea1,0.8708795716606594,589277.3690524519,1738768.7677206383,23.20589889695303,27.0,27.0
20,PySIPS,557_analcatdata_apnea1,-3.5276910094963974,798879.8844386148,38909622.27119108,18.547894273001262,30.0,30.0
21,PySIPS,557_analcatdata_apnea1,0.8850978515188631,1026258.5276993026,960538.2673761388,36.433655151566995,17.0,17.0
22,PySIPS,557_analcatdata_apnea1,0.9080708820318596,755086.5652079111,1237941.054122162,35.65714380276688,44.0,44.0
23,PySIPS,557_analcatdata_apnea1,-48288.60683858105,695451.4728398056,414986437407.6408,28.088297915572596,20.0,20.0
24,PySIPS,557_analcatdata_apnea1,0.752786880669581,622919.7861988419,2066607.669684035,29.56986992733477,56.0,56.0
25,PySIPS,557_analcatdata_apnea1,0.873038992245653,644441.5746014913,1709689.4568954604,20.273500788664787,39.0,39.0
26,PySIPS,557_analcatdata_apnea1,-42091.9030135918,509784.6916011805,361733818213.6478,30.26078440188727,22.0,22.0
27,PySIPS,557_analcatdata_apnea1,0.8805742519446512,1084877.3151222346,998353.8396239476,9.015917955144449,40.0,40.0
28,PySIPS,557_analcatdata_apnea1,0.8827710316918972,799840.1044115905,1578635.3204354823,33.23630148300994,28.0,28.0
29,PySIPS,557_analcatdata_apnea1,-1.937969939790583,635602.6879477827,25248034.89496085,24.48532941986021,28.0,28.0
0,Operon,557_analcatdata_apnea1,0.2491889724835617,280113.84855973965,6276494.678564971,35.484055741309085,49.0,49.0
1,Operon,557_analcatdata_apnea1,0.8173013662438827,467337.1187299669,2460266.6082047056,33.874482269529224,47.0,47.0
2,Operon,557_analcatdata_apnea1,0.0,453603.5205394525,inf,34.722309031141855,42.0,42.0
3,Operon,557_analcatdata_apnea1,0.7144356628247177,232029.34879988563,2387209.267020724,35.07013155461136,44.0,44.0
4,Operon,557_analcatdata_apnea1,0.8829371637489701,689203.7667785345,1576398.1435931283,33.456440637822766,38.0,38.0
5,Operon,557_analcatdata_apnea1,-0.6462667538317726,433552.6155014911,14147524.072394444,34.89007615938178,50.0,50.0
6,Operon,557_analcatdata_apnea1,0.5714358528573765,251127.20107254255,3582633.299702727,34.88037015811447,50.0,50.0
7,Operon,557_analcatdata_apnea1,0.8820472181402987,678707.2783390983,1588382.379157009,33.451141248830794,39.0,39.0
8,Operon,557_analcatdata_apnea1,0.4703639049088353,194351.8020180193,4551534.18330948,34.821295608708866,49.0,49.0
