run,algorithm,dataset,r2_test,r2_train
13,adam_win_bfn,friction_stat_one-hot,0.81145364,0.779629
13,adam_win_bfn,nasa_battery_1_10min,0.92129683,0.9888862
13,adam_win_bfn,nasa_battery_2_20min,0.6379038,0.6323658
13,adam_win_bfn,nikuradse_1,0.8591522,0.95823354
13,adam_win_bfn,nikuradse_2,0.32762527,0.38171804
13,adam_win_bin,chemical_1_tower,0.8513181,0.8571492
13,adam_win_bin,chemical_2_competition,0.4628383,0.5158789
13,adam_win_bin,flow_stress_phip0.1,0.99525255,0.9963627
13,adam_win_bin,friction_dyn_one-hot,0.20412499,0.40112936
13,adam_win_bin,friction_stat_one-hot,0.81145364,0.779629
13,adam_win_bin,nasa_battery_1_10min,0.92129683,0.9888862
13,adam_win_bin,nasa_battery_2_20min,0.6379038,0.6323658
13,adam_win_bin,nikuradse_1,0.8591522,0.95823354
13,adam_win_bin,nikuradse_2,0.32762527,0.38171804
13,gaussian_no,chemical_1_tower,0.6059729,0.5880352
13,gaussian_no,chemical_2_competition,0.01363224,0.051819086
13,gaussian_no,flow_stress_phip0.1,0.9871199,0.98226297
13,gaussian_no,friction_dyn_one-hot,0.56230474,0.73277164
13,gaussian_no,friction_stat_one-hot,-0.01462936,0.6111647
13,gaussian_no,nasa_battery_1_10min,0.9148689,0.9788182
13,gaussian_no,nasa_battery_2_20min,0.931458,0.90125036
13,gaussian_no,nikuradse_1,0.8495624,0.9623765
13,gaussian_no,nikuradse_2,0.91168225,0.8958454
13,gaussian_wfn,chemical_1_tower,0.54109764,0.5015454
13,gaussian_wfn,chemical_2_competition,0.00337899,0.24533463
13,gaussian_wfn,flow_stress_phip0.1,0.9334317,0.91733164
13,gaussian_wfn,friction_dyn_one-hot,0.12863356,0.29406905
13,gaussian_wfn,friction_stat_one-hot,0.12944907,0.29308385
13,gaussian_wfn,nasa_battery_1_10min,0.70976007,0.8505303
13,gaussian_wfn,nasa_battery_2_20min,0.753291,0.66544926
13,gaussian_wfn,nikuradse_1,0.86406887,0.96619976
13,gaussian_wfn,nikuradse_2,0.4221927,0.4079085
13,gaussian_wfn_bfn,chemical_1_tower,0.54109764,0.5015454
13,gaussian_wfn_bfn,chemical_2_competition,0.00337899,0.24533463
13,gaussian_wfn_bfn,flow_stress_phip0.1,0.9334317,0.91733164
13,gaussian_wfn_bfn,friction_dyn_one-hot,0.12863356,0.29406905
13,gaussian_wfn_bfn,friction_stat_one-hot,0.12944907,0.29308385
13,gaussian_wfn_bfn,nasa_battery_1_10min,0.70976007,0.8505303
13,gaussian_wfn_bfn,nasa_battery_2_20min,0.753291,0.66544926
13,gaussian_wfn_bfn,nikuradse_1,0.86406887,0.96619976
13,gaussian_wfn_bfn,nikuradse_2,0.4221927,0.4079085
13,gaussian_wfn_bin,chemical_1_tower,0.54109764,0.5015454
13,gaussian_wfn_bin,chemical_2_competition,0.00337899,0.24533463
13,gaussian_wfn_bin,flow_stress_phip0.1,0.9334317,0.91733164
13,gaussian_wfn_bin,friction_dyn_one-hot,0.12863356,0.29406905
13,gaussian_wfn_bin,friction_stat_one-hot,0.12944907,0.29308385
13,gaussian_wfn_bin,nasa_battery_1_10min,0.70976007,0.8505303
13,gaussian_wfn_bin,nasa_battery_2_20min,0.753291,0.66544926
13,gaussian_wfn_bin,nikuradse_1,0.86406887,0.96619976
13,gaussian_wfn_bin,nikuradse_2,0.4221927,0.4079085
13,gaussian_win,chemical_1_tower,0.43992662,0.392178
13,gaussian_win,chemical_2_competition,-0.01336968,0.0467844
13,gaussian_win,flow_stress_phip0.1,0.15279287,0.2972225
13,gaussian_win,friction_dyn_one-hot,-0.00515521,-5.2452087e-06
13,gaussian_win,friction_stat_one-hot,0.0425877,0.29146034
13,gaussian_win,nasa_battery_1_10min,0.6769829,0.89815325
13,gaussian_win,nasa_battery_2_20min,0.5286895,0.5274358
13,gaussian_win,nikuradse_1,0.8628469,0.9637479
13,gaussian_win,nikuradse_2,0.543954,0.50577724
13,gaussian_win_bfn,chemical_1_tower,0.43992662,0.392178
13,gaussian_win_bfn,chemical_2_competition,-0.01336968,0.0467844
13,gaussian_win_bfn,flow_stress_phip0.1,0.15279287,0.2972225
13,gaussian_win_bfn,friction_dyn_one-hot,-0.00515521,-5.2452087e-06
13,gaussian_win_bfn,friction_stat_one-hot,0.0425877,0.29146034
13,gaussian_win_bfn,nasa_battery_1_10min,0.6769829,0.89815325
13,gaussian_win_bfn,nasa_battery_2_20min,0.5286895,0.5274358
13,gaussian_win_bfn,nikuradse_1,0.8628469,0.9637479
13,gaussian_win_bfn,nikuradse_2,0.543954,0.50577724
13,gaussian_win_bin,chemical_1_tower,0.43992662,0.392178
13,gaussian_win_bin,chemical_2_competition,-0.01336968,0.0467844
13,gaussian_win_bin,flow_stress_phip0.1,0.15279287,0.2972225
13,gaussian_win_bin,friction_dyn_one-hot,-0.00515521,-5.2452087e-06
13,gaussian_win_bin,friction_stat_one-hot,0.0425877,0.29146034
13,gaussian_win_bin,nasa_battery_1_10min,0.6769829,0.89815325
13,gaussian_win_bin,nasa_battery_2_20min,0.5286895,0.5274358
13,gaussian_win_bin,nikuradse_1,0.8628469,0.9637479
13,gaussian_win_bin,nikuradse_2,0.543954,0.50577724
14,adam_wfn,chemical_1_tower,0.47247875,0.45380658
14,adam_wfn,chemical_2_competition,0.06271201,0.44883186
14,adam_wfn,flow_stress_phip0.1,0.9476123,0.97437423
14,adam_wfn,friction_dyn_one-hot,0.7834509,0.8357647
14,adam_wfn,friction_stat_one-hot,0.7327142,0.772747
14,adam_wfn,nasa_battery_1_10min,0.8130558,0.9502743
14,adam_wfn,nasa_battery_2_20min,0.98279005,0.957077
14,adam_wfn,nikuradse_1,0.8598714,0.96458745
14,adam_wfn,nikuradse_2,0.35595804,0.45540357
14,adam_wfn_bfn,chemical_1_tower,0.47247875,0.45380658
14,adam_wfn_bfn,chemical_2_competition,0.06271201,0.44883186
14,adam_wfn_bfn,flow_stress_phip0.1,0.9476123,0.97437423
14,adam_wfn_bfn,friction_dyn_one-hot,0.7834509,0.8357647
14,adam_wfn_bfn,friction_stat_one-hot,0.7327142,0.772747
14,adam_wfn_bfn,nasa_battery_1_10min,0.8130558,0.9502743
14,adam_wfn_bfn,nasa_battery_2_20min,0.98279005,0.957077
14,adam_wfn_bfn,nikuradse_1,0.8598714,0.96458745
14,adam_wfn_bfn,nikuradse_2,0.35595804,0.45540357
14,adam_wfn_bin,chemical_1_tower,0.47247875,0.45380658
14,adam_wfn_bin,chemical_2_competition,0.06271201,0.44883186
14,adam_wfn_bin,flow_stress_phip0.1,0.9476123,0.97437423
14,adam_wfn_bin,friction_dyn_one-hot,0.7834509,0.8357647
14,adam_wfn_bin,friction_stat_one-hot,0.7327142,0.772747
14,adam_wfn_bin,nasa_battery_1_10min,0.8130558,0.9502743
14,adam_wfn_bin,nasa_battery_2_20min,0.98279005,0.957077
14,adam_wfn_bin,nikuradse_1,0.8598714,0.96458745
14,adam_wfn_bin,nikuradse_2,0.35595804,0.45540357
14,adam_win,chemical_1_tower,0.82310915,0.8409846
14,adam_win,chemical_2_competition,0.2370646,0.11690581
14,adam_win,flow_stress_phip0.1,0.97338784,0.98959994
14,adam_win,friction_dyn_one-hot,0.51231307,0.7067542
14,adam_win,friction_stat_one-hot,0.13843668,0.63801956
14,adam_win,nasa_battery_1_10min,0.20886815,0.5088818
14,adam_win,nasa_battery_2_20min,0.974114,0.960956
14,adam_win,nikuradse_1,0.63224345,0.9640918
14,adam_win,nikuradse_2,0.8450323,0.81067187
14,adam_win_bfn,chemical_1_tower,0.82310915,0.8409846
14,adam_win_bfn,chemical_2_competition,0.2370646,0.11690581
14,adam_win_bfn,flow_stress_phip0.1,0.97338784,0.98959994
14,adam_win_bfn,friction_dyn_one-hot,0.51231307,0.7067542
14,adam_win_bfn,friction_stat_one-hot,0.13843668,0.63801956
14,adam_win_bfn,nasa_battery_1_10min,0.20886815,0.5088818
14,adam_win_bfn,nasa_battery_2_20min,0.974114,0.960956
14,adam_win_bfn,nikuradse_1,0.63224345,0.9640918
14,adam_win_bfn,nikuradse_2,0.8450323,0.81067187
14,adam_win_bin,chemical_1_tower,0.82310915,0.8409846
14,adam_win_bin,chemical_2_competition,0.2370646,0.11690581
14,adam_win_bin,flow_stress_phip0.1,0.97338784,0.98959994
14,adam_win_bin,friction_dyn_one-hot,0.51231307,0.7067542
14,adam_win_bin,friction_stat_one-hot,0.13843668,0.63801956
14,adam_win_bin,nasa_battery_1_10min,0.20886815,0.5088818
14,adam_win_bin,nasa_battery_2_20min,0.974114,0.960956
14,adam_win_bin,nikuradse_1,0.63224345,0.9640918
14,adam_win_bin,nikuradse_2,0.8450323,0.81067187
14,gaussian_no,chemical_1_tower,0.58195543,0.5565778
14,gaussian_no,chemical_2_competition,0.09777474,0.07902199
14,gaussian_no,flow_stress_phip0.1,0.6353749,0.61082816
14,gaussian_no,friction_dyn_one-hot,0.0115546,0.5216378
14,gaussian_no,friction_stat_one-hot,0.11097032,0.049716115
14,gaussian_no,nasa_battery_1_10min,0.30768764,0.9106539
14,gaussian_no,nasa_battery_2_20min,0.9234235,0.8908098
14,gaussian_no,nikuradse_1,0.8271555,0.96344775
14,gaussian_no,nikuradse_2,0.87556034,0.9047511
14,gaussian_wfn,chemical_1_tower,0.6117213,0.6043154
14,gaussian_wfn,chemical_2_competition,-0.39023185,0.19829094
14,gaussian_wfn,flow_stress_phip0.1,0.9219762,0.93269604
14,gaussian_wfn,friction_dyn_one-hot,-0.01474631,0.44857776
14,gaussian_wfn,friction_stat_one-hot,0.11482877,0.6035142
14,gaussian_wfn,nasa_battery_1_10min,0.9028727,0.88096446
14,gaussian_wfn,nasa_battery_2_20min,0.80771095,0.7673338
14,gaussian_wfn,nikuradse_1,0.86672205,0.9637886
14,gaussian_wfn,nikuradse_2,-0.00427854,-3.5762787e-07
14,gaussian_wfn_bfn,chemical_1_tower,0.6117213,0.6043154
14,gaussian_wfn_bfn,chemical_2_competition,-0.39023185,0.19829094
14,gaussian_wfn_bfn,flow_stress_phip0.1,0.9219762,0.93269604
14,gaussian_wfn_bfn,friction_dyn_one-hot,-0.01474631,0.44857776
14,gaussian_wfn_bfn,friction_stat_one-hot,0.11482877,0.6035142
14,gaussian_wfn_bfn,nasa_battery_1_10min,0.9028727,0.88096446
14,gaussian_wfn_bfn,nasa_battery_2_20min,0.80771095,0.7673338
14,gaussian_wfn_bfn,nikuradse_1,0.86672205,0.9637886
14,gaussian_wfn_bfn,nikuradse_2,-0.00427854,-3.5762787e-07
14,gaussian_wfn_bin,chemical_1_tower,0.6117213,0.6043154
14,gaussian_wfn_bin,chemical_2_competition,-0.39023185,0.19829094
14,gaussian_wfn_bin,flow_stress_phip0.1,0.9219762,0.93269604
14,gaussian_wfn_bin,friction_dyn_one-hot,-0.01474631,0.44857776
14,gaussian_wfn_bin,friction_stat_one-hot,0.11482877,0.6035142
14,gaussian_wfn_bin,nasa_battery_1_10min,0.9028727,0.88096446
14,gaussian_wfn_bin,nasa_battery_2_20min,0.80771095,0.7673338
14,gaussian_wfn_bin,nikuradse_1,0.86672205,0.9637886
14,gaussian_wfn_bin,nikuradse_2,-0.00427854,-3.5762787e-07
14,gaussian_win,chemical_1_tower,0.68829405,0.6232767
14,gaussian_win,chemical_2_competition,0.00593144,0.07211107
14,gaussian_win,flow_stress_phip0.1,0.92445534,0.9446343
14,gaussian_win,friction_dyn_one-hot,0.07548869,0.41000193
14,gaussian_win,friction_stat_one-hot,0.02481478,0.53036785
14,gaussian_win,nasa_battery_1_10min,0.89510274,0.82773256
14,gaussian_win,nasa_battery_2_20min,0.5530963,0.63246703
14,gaussian_win,nikuradse_1,0.8488247,0.9647759
14,gaussian_win,nikuradse_2,0.9194511,0.91086835
14,gaussian_win_bfn,chemical_1_tower,0.68829405,0.6232767
14,gaussian_win_bfn,chemical_2_competition,0.00593144,0.07211107
14,gaussian_win_bfn,flow_stress_phip0.1,0.92445534,0.9446343
14,gaussian_win_bfn,friction_dyn_one-hot,0.07548869,0.41000193
14,gaussian_win_bfn,friction_stat_one-hot,0.02481478,0.53036785
14,gaussian_win_bfn,nasa_battery_1_10min,0.89510274,0.82773256
14,gaussian_win_bfn,nasa_battery_2_20min,0.5530963,0.63246703
14,gaussian_win_bfn,nikuradse_1,0.8488247,0.9647759
14,gaussian_win_bfn,nikuradse_2,0.9194511,0.91086835
14,gaussian_win_bin,chemical_1_tower,0.68829405,0.6232767
14,gaussian_win_bin,chemical_2_competition,0.00593144,0.07211107
14,gaussian_win_bin,flow_stress_phip0.1,0.92445534,0.9446343
14,gaussian_win_bin,friction_dyn_one-hot,0.07548869,0.41000193
14,gaussian_win_bin,friction_stat_one-hot,0.02481478,0.53036785
14,gaussian_win_bin,nasa_battery_1_10min,0.89510274,0.82773256
14,gaussian_win_bin,nasa_battery_2_20min,0.5530963,0.63246703
14,gaussian_win_bin,nikuradse_1,0.8488247,0.9647759
14,gaussian_win_bin,nikuradse_2,0.9194511,0.91086835
15,adam_wfn,chemical_1_tower,0.6468653,0.6242909
15,adam_wfn,chemical_2_competition,0.02517992,0.26368046
15,adam_wfn,flow_stress_phip0.1,0.9548929,0.9559876
15,adam_wfn,friction_dyn_one-hot,0.6173401,0.76622856
15,adam_wfn,friction_stat_one-hot,0.1726942,0.6271629
15,adam_wfn,nasa_battery_1_10min,0.7129389,0.97887224
15,adam_wfn,nasa_battery_2_20min,0.9764461,0.9767819
15,adam_wfn,nikuradse_1,0.85651505,0.96416837
15,adam_wfn,nikuradse_2,0.33227217,0.2481755
15,adam_wfn_bfn,chemical_1_tower,0.6468653,0.6242909
15,adam_wfn_bfn,chemical_2_competition,0.02517992,0.26368046
15,adam_wfn_bfn,flow_stress_phip0.1,0.9548929,0.9559876
15,adam_wfn_bfn,friction_dyn_one-hot,0.6173401,0.76622856
15,adam_wfn_bfn,friction_stat_one-hot,0.1726942,0.6271629
15,adam_wfn_bfn,nasa_battery_1_10min,0.7129389,0.97887224
15,adam_wfn_bfn,nasa_battery_2_20min,0.9764461,0.9767819
15,adam_wfn_bfn,nikuradse_1,0.85651505,0.96416837
15,adam_wfn_bfn,nikuradse_2,0.33227217,0.2481755
15,adam_wfn_bin,chemical_1_tower,0.6468653,0.6242909
15,adam_wfn_bin,chemical_2_competition,0.02517992,0.26368046
15,adam_wfn_bin,flow_stress_phip0.1,0.9548929,0.9559876
15,adam_wfn_bin,friction_dyn_one-hot,0.6173401,0.76622856
15,adam_wfn_bin,friction_stat_one-hot,0.1726942,0.6271629
15,adam_wfn_bin,nasa_battery_1_10min,0.7129389,0.97887224
15,adam_wfn_bin,nasa_battery_2_20min,0.9764461,0.9767819
15,adam_wfn_bin,nikuradse_1,0.85651505,0.96416837
15,adam_wfn_bin,nikuradse_2,0.33227217,0.2481755
15,adam_win,chemical_1_tower,0.8106581,0.80684954
15,adam_win,chemical_2_competition,0.04933858,0.29658782
15,adam_win,flow_stress_phip0.1,0.93248546,0.9345044
15,adam_win,friction_dyn_one-hot,0.0637238,0.47482336
15,adam_win,friction_stat_one-hot,0.00647926,0.4756176
15,adam_win,nasa_battery_1_10min,0.9400072,0.97287256
15,adam_win,nasa_battery_2_20min,0.9567477,0.98726463
15,adam_win,nikuradse_1,0.9309314,0.97942513
15,adam_win,nikuradse_2,0.23837954,0.2528695
15,adam_win_bfn,chemical_1_tower,0.8106581,0.80684954
15,adam_win_bfn,chemical_2_competition,0.04933858,0.29658782
15,adam_win_bfn,flow_stress_phip0.1,0.93248546,0.9345044
15,adam_win_bfn,friction_dyn_one-hot,0.0637238,0.47482336
15,adam_win_bfn,friction_stat_one-hot,0.00647926,0.4756176
15,adam_win_bfn,nasa_battery_1_10min,0.9400072,0.97287256
15,adam_win_bfn,nasa_battery_2_20min,0.9567477,0.98726463
15,adam_win_bfn,nikuradse_1,0.9309314,0.97942513
15,adam_win_bfn,nikuradse_2,0.23837954,0.2528695
15,adam_win_bin,chemical_1_tower,0.8106581,0.80684954
15,adam_win_bin,chemical_2_competition,0.04933858,0.29658782
15,adam_win_bin,flow_stress_phip0.1,0.93248546,0.9345044
15,adam_win_bin,friction_dyn_one-hot,0.0637238,0.47482336
15,adam_win_bin,friction_stat_one-hot,0.00647926,0.4756176
15,adam_win_bin,nasa_battery_1_10min,0.9400072,0.97287256
15,adam_win_bin,nasa_battery_2_20min,0.9567477,0.98726463
15,adam_win_bin,nikuradse_1,0.9309314,0.97942513
15,adam_win_bin,nikuradse_2,0.23837954,0.2528695
15,gaussian_no,chemical_1_tower,0.5738393,0.54421824
15,gaussian_no,chemical_2_competition,0.00216579,0.0688532
15,gaussian_no,flow_stress_phip0.1,0.9203497,0.93053675
15,gaussian_no,friction_dyn_one-hot,-0.04779458,0.39459586
15,gaussian_no,friction_stat_one-hot,0.21586782,0.5728704
15,gaussian_no,nasa_battery_1_10min,0.9623409,0.9870369
15,gaussian_no,nasa_battery_2_20min,0.9319793,0.93833417
15,gaussian_no,nikuradse_1,0.50388646,0.96944803
15,gaussian_no,nikuradse_2,0.83118594,0.8414037
15,gaussian_wfn,chemical_1_tower,0.36557734,0.3737085
15,gaussian_wfn,chemical_2_competition,-0.10386872,0.07143086
15,gaussian_wfn,flow_stress_phip0.1,0.91599125,0.90070736
15,gaussian_wfn,friction_dyn_one-hot,0.06555504,0.4565497
15,gaussian_wfn,friction_stat_one-hot,0.06206208,0.5151568
15,gaussian_wfn,nasa_battery_1_10min,0.32744724,0.117088675
15,gaussian_wfn,nasa_battery_2_20min,0.7309983,0.67075
15,gaussian_wfn,nikuradse_1,0.81346726,0.95544046
15,gaussian_wfn,nikuradse_2,0.9404085,0.92274654
15,gaussian_wfn_bfn,chemical_1_tower,0.36557734,0.3737085
15,gaussian_wfn_bfn,chemical_2_competition,-0.10386872,0.07143086
15,gaussian_wfn_bfn,flow_stress_phip0.1,0.91599125,0.90070736
15,gaussian_wfn_bfn,friction_dyn_one-hot,0.06555504,0.4565497
15,gaussian_wfn_bfn,friction_stat_one-hot,0.06206208,0.5151568
15,gaussian_wfn_bfn,nasa_battery_1_10min,0.32744724,0.117088675
15,gaussian_wfn_bfn,nasa_battery_2_20min,0.7309983,0.67075
15,gaussian_wfn_bfn,nikuradse_1,0.81346726,0.95544046
15,gaussian_wfn_bfn,nikuradse_2,0.9404085,0.92274654
15,gaussian_wfn_bin,chemical_1_tower,0.36557734,0.3737085
15,gaussian_wfn_bin,chemical_2_competition,-0.10386872,0.07143086
15,gaussian_wfn_bin,flow_stress_phip0.1,0.91599125,0.90070736
15,gaussian_wfn_bin,friction_dyn_one-hot,0.06555504,0.4565497
15,gaussian_wfn_bin,friction_stat_one-hot,0.06206208,0.5151568
15,gaussian_wfn_bin,nasa_battery_1_10min,0.32744724,0.117088675
15,gaussian_wfn_bin,nasa_battery_2_20min,0.7309983,0.67075
15,gaussian_wfn_bin,nikuradse_1,0.81346726,0.95544046
15,gaussian_wfn_bin,nikuradse_2,0.9404085,0.92274654
15,gaussian_win,chemical_1_tower,0.55924,0.5405896
15,gaussian_win,chemical_2_competition,0.37007594,0.22958916
15,gaussian_win,flow_stress_phip0.1,0.6108625,0.6507718
15,gaussian_win,friction_dyn_one-hot,-0.02685559,0.15166688
15,gaussian_win,friction_stat_one-hot,-0.07039893,0.5079469
15,gaussian_win,nasa_battery_1_10min,0.84075576,0.9400115
15,gaussian_win,nasa_battery_2_20min,0.8543922,0.8438386
15,gaussian_win,nikuradse_1,0.8458543,0.9646
15,gaussian_win,nikuradse_2,0.28679156,0.31504804
15,gaussian_win_bfn,chemical_1_tower,0.55924,0.5405896
15,gaussian_win_bfn,chemical_2_competition,0.37007594,0.22958916
15,gaussian_win_bfn,flow_stress_phip0.1,0.6108625,0.6507718
15,gaussian_win_bfn,friction_dyn_one-hot,-0.02685559,0.15166688
15,gaussian_win_bfn,friction_stat_one-hot,-0.07039893,0.5079469
15,gaussian_win_bfn,nasa_battery_1_10min,0.84075576,0.9400115
15,gaussian_win_bfn,nasa_battery_2_20min,0.8543922,0.8438386
15,gaussian_win_bfn,nikuradse_1,0.8458543,0.9646
15,gaussian_win_bfn,nikuradse_2,0.28679156,0.31504804
15,gaussian_win_bin,chemical_1_tower,0.55924,0.5405896
15,gaussian_win_bin,chemical_2_competition,0.37007594,0.22958916
15,gaussian_win_bin,flow_stress_phip0.1,0.6108625,0.6507718
15,gaussian_win_bin,friction_dyn_one-hot,-0.02685559,0.15166688
15,gaussian_win_bin,friction_stat_one-hot,-0.07039893,0.5079469
15,gaussian_win_bin,nasa_battery_1_10min,0.84075576,0.9400115
15,gaussian_win_bin,nasa_battery_2_20min,0.8543922,0.8438386
15,gaussian_win_bin,nikuradse_1,0.8458543,0.9646
15,gaussian_win_bin,nikuradse_2,0.28679156,0.31504804
16,adam_wfn,chemical_1_tower,0.5845188,0.62178284
16,adam_wfn,chemical_2_competition,0.14224195,0.27713412
16,adam_wfn,flow_stress_phip0.1,0.8010447,0.98319066
16,adam_wfn,friction_dyn_one-hot,0.70534015,0.77866334
16,adam_wfn,friction_stat_one-hot,0.5049083,0.68006504
16,adam_wfn,nasa_battery_1_10min,0.75576353,0.9592707
16,adam_wfn,nasa_battery_2_20min,0.9677643,0.9526426
16,adam_wfn,nikuradse_1,0.827392,0.9648773
16,adam_wfn,nikuradse_2,0.6471322,0.574428
16,adam_wfn_bfn,chemical_1_tower,0.5845188,0.62178284
16,adam_wfn_bfn,chemical_2_competition,0.14224195,0.27713412
16,adam_wfn_bfn,flow_stress_phip0.1,0.8010447,0.98319066
16,adam_wfn_bfn,friction_dyn_one-hot,0.70534015,0.77866334
16,adam_wfn_bfn,friction_stat_one-hot,0.5049083,0.68006504
16,adam_wfn_bfn,nasa_battery_1_10min,0.75576353,0.9592707
16,adam_wfn_bfn,nasa_battery_2_20min,0.9677643,0.9526426
16,adam_wfn_bfn,nikuradse_1,0.827392,0.9648773
16,adam_wfn_bfn,nikuradse_2,0.6471322,0.574428
16,adam_wfn_bin,chemical_1_tower,0.5845188,0.62178284
16,adam_wfn_bin,chemical_2_competition,0.14224195,0.27713412
16,adam_wfn_bin,flow_stress_phip0.1,0.8010447,0.98319066
16,adam_wfn_bin,friction_dyn_one-hot,0.70534015,0.77866334
16,adam_wfn_bin,friction_stat_one-hot,0.5049083,0.68006504
16,adam_wfn_bin,nasa_battery_1_10min,0.75576353,0.9592707
16,adam_wfn_bin,nasa_battery_2_20min,0.9677643,0.9526426
16,adam_wfn_bin,nikuradse_1,0.827392,0.9648773
16,adam_wfn_bin,nikuradse_2,0.6471322,0.574428
16,adam_win,chemical_1_tower,0.6770649,0.6778221
16,adam_win,chemical_2_competition,0.1262173,0.47430402
16,adam_win,flow_stress_phip0.1,0.9882893,0.99432683
16,adam_win,friction_dyn_one-hot,0.6548354,0.84180254
16,adam_win,friction_stat_one-hot,0.60262406,0.69480526
16,adam_win,nasa_battery_1_10min,0.9169886,0.9875459
16,adam_win,nasa_battery_2_20min,0.85905766,0.80851877
16,adam_win,nikuradse_1,-1.9691448,0.8193937
16,adam_win,nikuradse_2,0.06595075,0.05366975
16,adam_win_bfn,chemical_1_tower,0.6770649,0.6778221
16,adam_win_bfn,chemical_2_competition,0.1262173,0.47430402
16,adam_win_bfn,flow_stress_phip0.1,0.9882893,0.99432683
16,adam_win_bfn,friction_dyn_one-hot,0.6548354,0.84180254
16,adam_win_bfn,friction_stat_one-hot,0.60262406,0.69480526
16,adam_win_bfn,nasa_battery_1_10min,0.9169886,0.9875459
16,adam_win_bfn,nasa_battery_2_20min,0.85905766,0.80851877
16,adam_win_bfn,nikuradse_1,-1.9691448,0.8193937
16,adam_win_bfn,nikuradse_2,0.06595075,0.05366975
16,adam_win_bin,chemical_1_tower,0.6770649,0.6778221
16,adam_win_bin,chemical_2_competition,0.1262173,0.47430402
16,adam_win_bin,flow_stress_phip0.1,0.9882893,0.99432683
16,adam_win_bin,friction_dyn_one-hot,0.6548354,0.84180254
16,adam_win_bin,friction_stat_one-hot,0.60262406,0.69480526
16,adam_win_bin,nasa_battery_1_10min,0.9169886,0.9875459
16,adam_win_bin,nasa_battery_2_20min,0.85905766,0.80851877
16,adam_win_bin,nikuradse_1,-1.9691448,0.8193937
16,adam_win_bin,nikuradse_2,0.06595075,0.05366975
16,gaussian_no,chemical_1_tower,0.63236874,0.652061
16,gaussian_no,chemical_2_competition,0.02503115,0.055639684
16,gaussian_no,flow_stress_phip0.1,0.94369996,0.95189786
16,gaussian_no,friction_dyn_one-hot,0.24247587,0.33324528
16,gaussian_no,friction_stat_one-hot,0.02817124,0.49732935
16,gaussian_no,nasa_battery_1_10min,0.56388676,0.96485317
16,gaussian_no,nasa_battery_2_20min,0.9404733,0.91482645
16,gaussian_no,nikuradse_1,0.87083197,0.9672269
16,gaussian_no,nikuradse_2,0.91291595,0.88607436
16,gaussian_wfn,chemical_1_tower,0.36546946,0.38590544
16,gaussian_wfn,chemical_2_competition,0.4558366,0.40366566
16,gaussian_wfn,flow_stress_phip0.1,0.65706605,0.7377261
16,gaussian_wfn,friction_dyn_one-hot,-0.23615265,0.4553017
16,gaussian_wfn,friction_stat_one-hot,0.04168576,0.52076125
16,gaussian_wfn,nasa_battery_1_10min,0.91866654,0.96141165
16,gaussian_wfn,nasa_battery_2_20min,0.791967,0.75414586
16,gaussian_wfn,nikuradse_1,0.8516788,0.9650787
16,gaussian_wfn,nikuradse_2,0.4838792,0.28000832
16,gaussian_wfn_bfn,chemical_1_tower,0.36546946,0.38590544
16,gaussian_wfn_bfn,chemical_2_competition,0.4558366,0.40366566
16,gaussian_wfn_bfn,flow_stress_phip0.1,0.65706605,0.7377261
16,gaussian_wfn_bfn,friction_dyn_one-hot,-0.23615265,0.4553017
16,gaussian_wfn_bfn,friction_stat_one-hot,0.04168576,0.52076125
16,gaussian_wfn_bfn,nasa_battery_1_10min,0.91866654,0.96141165
16,gaussian_wfn_bfn,nasa_battery_2_20min,0.791967,0.75414586
16,gaussian_wfn_bfn,nikuradse_1,0.8516788,0.9650787
16,gaussian_wfn_bfn,nikuradse_2,0.4838792,0.28000832
16,gaussian_wfn_bin,chemical_1_tower,0.36546946,0.38590544
16,gaussian_wfn_bin,chemical_2_competition,0.4558366,0.40366566
16,gaussian_wfn_bin,flow_stress_phip0.1,0.65706605,0.7377261
16,gaussian_wfn_bin,friction_dyn_one-hot,-0.23615265,0.4553017
16,gaussian_wfn_bin,friction_stat_one-hot,0.04168576,0.52076125
16,gaussian_wfn_bin,nasa_battery_1_10min,0.91866654,0.96141165
16,gaussian_wfn_bin,nasa_battery_2_20min,0.791967,0.75414586
16,gaussian_wfn_bin,nikuradse_1,0.8516788,0.9650787
16,gaussian_wfn_bin,nikuradse_2,0.4838792,0.28000832
16,gaussian_win,chemical_1_tower,0.5092691,0.4728716
16,gaussian_win,chemical_2_competition,0.01360613,0.37025112
16,gaussian_win,flow_stress_phip0.1,-13.428752,0.7667522
16,gaussian_win,friction_dyn_one-hot,-0.6533307,0.058214307
16,gaussian_win,friction_stat_one-hot,0.15043223,0.1978237
16,gaussian_win,nasa_battery_1_10min,0.8424543,0.92327285
16,gaussian_win,nasa_battery_2_20min,0.79285055,0.7520249
16,gaussian_win,nikuradse_1,0.849282,0.9645069
16,gaussian_win,nikuradse_2,0.40618777,0.38813937
16,gaussian_win_bfn,chemical_1_tower,0.5092691,0.4728716
16,gaussian_win_bfn,chemical_2_competition,0.01360613,0.37025112
16,gaussian_win_bfn,flow_stress_phip0.1,-13.428752,0.7667522
16,gaussian_win_bfn,friction_dyn_one-hot,-0.6533307,0.058214307
16,gaussian_win_bfn,friction_stat_one-hot,0.15043223,0.1978237
16,gaussian_win_bfn,nasa_battery_1_10min,0.8424543,0.92327285
