position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,46,0.0033883703872561455,0.0031717338133603334,99.20000457763672,0.0033709555864334106,0.0031871949322521687,100.9000015258789,[]
1,47,0.0033883703872561455,0.0031717338133603334,99.20000457763672,0.0033709555864334106,0.0031871949322521687,100.9000015258789,[]
2,48,0.0033883703872561455,0.0031717338133603334,99.20000457763672,0.0033709555864334106,0.0031871949322521687,100.9000015258789,[]
3,49,0.0033883703872561455,0.0031717338133603334,99.20000457763672,0.0033709555864334106,0.0031871949322521687,100.9000015258789,[]
4,3,0.003380314214155078,0.0032694789115339518,99.0,0.0033357737120240927,0.0034790460485965014,102.0,[]
5,4,0.003380314214155078,0.0032694789115339518,99.0,0.0033357737120240927,0.0034790460485965014,102.0,[]
6,5,0.003380314214155078,0.0032694789115339518,99.0,0.0033357737120240927,0.0034790460485965014,102.0,[]
7,0,0.003346534911543131,0.003185117384418845,100.0,0.0033116007689386606,0.0030976664274930954,92.30000305175781,[]
8,1,0.003346534911543131,0.003185117384418845,100.0,0.0033116007689386606,0.0030976664274930954,92.30000305175781,[]
9,2,0.003346534911543131,0.003185117384418845,100.0,0.0033116007689386606,0.0030976664274930954,92.30000305175781,[]
