iteration,imitation_loss,raw_imitation_loss,student_reward,behavior_policy,behavior_reward,dataset_size,new_samples,collection_trajectories,invalid_transitions,finite_fitness_fraction,scaling_weights
0,0.003216242417693138,0.5964053869247437,46.0,expert,,10000,10000,,,1.0,"[-1.3333691358566284, 1.0137766599655151]"
