iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,413.70947265625,0.06644877046346664,0.06488559395074844,0.06644877046346664,0.06488559395074844,8000,117.40563851199113,,0,8000
1,641.6121215820312,0.10691610723733902,0.08193936944007874,0.10691611468791962,0.08193936944007874,11004,119.98530330799986,424.0466003417969,0,3004
2,918.3211059570312,0.1529504805803299,0.09162776917219162,0.1529504805803299,0.09162776917219162,16764,123.89723822002998,777.4917602539062,0,5760
3,1246.8953857421875,0.17409080266952515,0.10105591267347336,0.17409081757068634,0.10105591267347336,22233,124.95925489201909,829.4722900390625,0,5469
4,2440.2265625,0.1910266876220703,0.10417872667312622,0.1910266876220703,0.10417872667312622,30510,117.23713254596805,1254.3323974609375,0,8277
5,949.3816528320312,0.20962855219841003,0.13400103151798248,0.20962855219841003,0.13400103151798248,44936,130.88680750102503,1914.252197265625,0,14426
6,289.8896484375,0.21769976615905762,0.12391570210456848,0.21769976615905762,0.12391570210456848,50612,130.4222746840096,947.2396850585938,0,5676
7,612.8233642578125,0.22203321754932404,0.12126706540584564,0.22203321754932404,0.12126706540584564,52981,131.6029664009693,290.12255859375,0,2369
8,961.3045043945312,0.2216521054506302,0.14219015836715698,0.22165212035179138,0.14219015836715698,57014,133.47377995599527,615.6156005859375,0,4033
9,481.6983337402344,0.22725807130336761,0.13093650341033936,0.22725807130336761,0.13093650341033936,62859,138.11122687498573,966.7654418945312,0,5845
