action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.086417 + (10.635302 * ((-0.134696) * X3))),5,0.2953505516052246,0.009534437209367752
0,1,(0.107002 + (0.722555 * tanh(((-19.284441) * X3)))),6,0.2019089162349701,0.01408487930893898
0,2,(0.115356 + (0.815137 * (((-0.608692) * X1) - tanh((14.993740 * X3))))),8,0.16655419766902924,5.357559938921503e+23
0,3,(0.114485 + (0.736411 * tanh((((-43.257923) * X3) - tanh((22.028875 * X2)))))),9,0.16012327373027802,0.0175333134829998
0,4,(0.112876 + (1.056328 * (((-0.445754) * X1) - (((-0.921245) * X3) - tanh(((-13.536552) * X3)))))),10,0.15955479443073273,4.825011805000733e+23
0,5,(0.126074 + (1.049591 * ((((-0.477007) * X1) - (0.994074 * X2)) - tanh(((13.390533 * X3) - (0.186246 * X7)))))),12,0.15349619090557098,5.45505458423076e+23
0,6,(0.133100 + (0.879929 * ((((-0.335672) * X1) - (0.725411 * X2)) - tanh(((34.004139 * X3) - tanh(((-14.796215) * X2))))))),13,0.13855969905853271,1.8986046526207467e+23
0,7,(0.128513 + (0.851775 * ((((-0.353084) * X1) - (0.706807 * X2)) - tanh((tanh(((-7.401712) * X3)) - (((-44.509285) * X3) - tanh((19.064140 * X2)))))))),16,0.13697896897792816,1.9684052226694216e+23
0,8,((-0.080322) + (0.845347 * (((1.114758 * X3) + (((-0.524523) * X1) - (-0.115760))) - (tanh((tanh(((-2.595926) * X3)) - (((-43.257923) * X3) - tanh((22.028875 * X2))))) + (-0.114355))))),20,0.13687606155872345,4.2786650021096703e+23
0,9,((-0.089045) + (0.888449 * (((1.114758 * X3) + (((-0.524523) * X1) - (-0.115760))) - (tanh((tanh(tanh(((-11.788838) * X3))) - (((-43.257923) * X3) - tanh((21.096556 * X2))))) + (-0.114355))))),21,0.13633993268013,4.726106992576154e+23
0,10,(0.002984 + (1.068139 * (tanh((((-0.219283) * X1) - (-0.109178))) - (tanh(tanh((((0.049044 * X1) - tanh((12.212090 * X3))) - (((-46.973015) * X3) - tanh((19.081051 * X2)))))) - (0.362124 * X3))))),22,0.13423240184783936,0.020524924620985985
0,11,(0.130835 + (0.874306 * (tanh((tanh((0.952161 * X1)) + (1.771940 * X3))) - (tanh((((1.712349 * X1) - tanh(((-24.353806) * X3))) - (((-1.838041) * X3) - tanh((30.564903 * X2))))) + tanh((11.662951 * X3)))))),23,0.131347194314003,0.009446848183870316
