generation,best_loss,median_loss,finite_fitness_fraction
0,0.003848702646791935,0.10232028365135193,1.0
1,0.0037179025821387768,0.006655489560216665,1.0
2,0.0037179025821387768,0.005334962159395218,1.0
3,0.0037179025821387768,0.0041956971399486065,1.0
4,0.0037179025821387768,0.0038086124695837498,1.0
5,0.0037179025821387768,0.003757898462936282,1.0
6,0.003717878134921193,0.0037297243252396584,1.0
7,0.003717876737937331,0.003722285619005561,1.0
8,0.003717876737937331,0.003721219953149557,1.0
9,0.003717876737937331,0.0037198346108198166,1.0
10,0.003717876737937331,0.003718986175954342,1.0
11,0.003717876737937331,0.003718626918271184,1.0
12,0.003717876737937331,0.0037183952517807484,1.0
13,0.003717876737937331,0.0037183149252086878,1.0
14,0.003717876737937331,0.003718265565112233,1.0
15,0.003717876737937331,0.0037181705702096224,1.0
16,0.003717876737937331,0.0037180883809924126,1.0
17,0.003717876737937331,0.003718081396073103,1.0
18,0.003717876737937331,0.003718073945492506,1.0
19,0.003717876737937331,0.0037180413492023945,1.0
20,0.003717876737937331,0.0037180366925895214,1.0
21,0.003717876737937331,0.0037180096842348576,1.0
22,0.003717876737937331,0.0037179954815655947,1.0
23,0.003717876272276044,0.0037179808132350445,1.0
24,0.003717876272276044,0.00371797988191247,1.0
25,0.003717876272276044,0.00371797988191247,1.0
26,0.003717876272276044,0.0037179673090577126,1.0
27,0.0037178758066147566,0.003717958927154541,1.0
28,0.0037178758066147566,0.003717951010912657,1.0
29,0.0037178758066147566,0.0037179309874773026,1.0
30,0.0037178758066147566,0.0037179223727434874,1.0
31,0.0037178758066147566,0.003717920510098338,1.0
32,0.0037178758066147566,0.003717919811606407,1.0
33,0.0037178758066147566,0.0037179170176386833,1.0
34,0.0037178758066147566,0.003717912593856454,1.0
35,0.0037178758066147566,0.003717912593856454,1.0
36,0.0037178758066147566,0.0037179116625338793,1.0
37,0.0037178758066147566,0.0037179109640419483,1.0
38,0.0037178758066147566,0.0037179095670580864,1.0
39,0.0037178758066147566,0.003717905841767788,1.0
40,0.0037178758066147566,0.0037179021164774895,1.0
41,0.0037178758066147566,0.0037179021164774895,1.0
42,0.0037178758066147566,0.003717900952324271,1.0
43,0.0037178758066147566,0.003717900952324271,1.0
44,0.0037178758066147566,0.0037178993225097656,1.0
45,0.0037178758066147566,0.003717896295711398,1.0
46,0.0037178758066147566,0.00371789513155818,1.0
47,0.0037178758066147566,0.0037178942002356052,1.0
48,0.0037178758066147566,0.0037178942002356052,1.0
49,0.0037178758066147566,0.003717893734574318,1.0
