position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,8,0.05917811766266823,0.03049939125776291,100.70000457763672,0.05894053354859352,0.03235476836562157,102.70000457763672,[]
1,9,0.05917925387620926,0.030492674559354782,100.70000457763672,0.05894075334072113,0.03235242888331413,102.70000457763672,[]
2,7,0.0591689758002758,0.0305539071559906,100.9000015258789,0.05893880873918533,0.032373663038015366,102.70000457763672,[]
3,3,0.05917692929506302,0.030506445094943047,100.70000457763672,0.058940306305885315,0.03235722705721855,102.70000457763672,[]
4,4,0.05917006731033325,0.03054734691977501,100.9000015258789,0.05893901363015175,0.032371390610933304,102.70000457763672,[]
5,5,0.059177838265895844,0.030501091852784157,100.70000457763672,0.058940473943948746,0.03235536441206932,102.70000457763672,[]
6,6,0.05916903540492058,0.030553583055734634,100.9000015258789,0.05893881618976593,0.03237355127930641,102.70000457763672,[]
7,0,0.05917622894048691,0.030510570853948593,100.80000305175781,0.05894017964601517,0.03235863521695137,102.70000457763672,[]
8,1,0.05917148292064667,0.030538883060216904,100.9000015258789,0.05893927812576294,0.0323684923350811,102.70000457763672,[]
9,2,0.05917280912399292,0.030530914664268494,100.80000305175781,0.058939531445503235,0.03236570209264755,102.70000457763672,[]
