generation,best_loss,median_loss
0,0.09850707650184631,0.139751136302948
1,0.09806127101182938,0.12543056905269623
2,0.09660488367080688,0.11450885981321335
3,0.09607359766960144,0.10885625332593918
4,0.09193699806928635,0.10487285256385803
5,0.09193699806928635,0.102239228785038
6,0.09193699806928635,0.10150273144245148
7,0.09193699806928635,0.10085688531398773
8,0.09193699806928635,0.10008604824542999
9,0.09193699806928635,0.09933818131685257
10,0.09193699806928635,0.09854716807603836
11,0.08924220502376556,0.09786289930343628
12,0.08924220502376556,0.09747184067964554
13,0.08924220502376556,0.0967947244644165
14,0.08764283359050751,0.09626227617263794
15,0.08764283359050751,0.09574365615844727
16,0.08764283359050751,0.0953744500875473
17,0.08764283359050751,0.09489524364471436
18,0.08764283359050751,0.09413126856088638
19,0.08685465157032013,0.09359733760356903
20,0.08588498085737228,0.09338179230690002
21,0.08588498085737228,0.09288918972015381
22,0.08588498085737228,0.09265673905611038
23,0.08588498085737228,0.0925767719745636
24,0.08588498085737228,0.09227260202169418
25,0.08290588110685349,0.09165897965431213
26,0.08290588110685349,0.09139371663331985
27,0.08080658316612244,0.09097607433795929
28,0.08056523650884628,0.09066249430179596
29,0.08056523650884628,0.09057359397411346
30,0.08056523650884628,0.09035854786634445
31,0.08056523650884628,0.09021500498056412
32,0.08056523650884628,0.08982935547828674
33,0.08056523650884628,0.08975305408239365
34,0.08056523650884628,0.0896996259689331
35,0.08056523650884628,0.08922572433948517
36,0.08056523650884628,0.08883050829172134
37,0.07875417172908783,0.08851498365402222
38,0.07875417172908783,0.08845455944538116
39,0.07875417172908783,0.08825322985649109
40,0.07875417172908783,0.0882095918059349
41,0.07875417172908783,0.08775244653224945
42,0.07875417172908783,0.08758416771888733
43,0.07875417172908783,0.08749247342348099
44,0.07875417172908783,0.08746251463890076
45,0.07875417172908783,0.08730065822601318
46,0.07875417172908783,0.0871037095785141
47,0.07875417172908783,0.08691857755184174
48,0.07875417172908783,0.08670951426029205
49,0.07875417172908783,0.08667093515396118
50,0.07632364332675934,0.08661773800849915
51,0.07632364332675934,0.08643195033073425
52,0.07632364332675934,0.0864277333021164
53,0.07632364332675934,0.08636561036109924
54,0.07632364332675934,0.08627776801586151
55,0.07632364332675934,0.08599624782800674
56,0.07632364332675934,0.08575286716222763
57,0.07632364332675934,0.08562126010656357
58,0.07632364332675934,0.08551445603370667
59,0.07632364332675934,0.08549018204212189
60,0.07632364332675934,0.08532769978046417
61,0.07632364332675934,0.08517272770404816
62,0.07632364332675934,0.08504359424114227
63,0.07632364332675934,0.08494654297828674
64,0.07632364332675934,0.08489392697811127
65,0.07632364332675934,0.08484116196632385
66,0.07632364332675934,0.08459098637104034
67,0.07632364332675934,0.084550641477108
68,0.07632364332675934,0.0843997672200203
69,0.07632364332675934,0.08428198099136353
70,0.07632364332675934,0.08410775661468506
71,0.07632364332675934,0.08385283499956131
72,0.07632364332675934,0.08374225348234177
73,0.07632364332675934,0.08372703194618225
74,0.07632364332675934,0.08357797563076019
75,0.07632364332675934,0.08350422978401184
76,0.07632364332675934,0.0833652913570404
77,0.07632364332675934,0.0833652913570404
78,0.07632364332675934,0.08323884010314941
79,0.07632364332675934,0.08323884010314941
80,0.07632364332675934,0.08319255709648132
81,0.07632364332675934,0.08314342796802521
82,0.07632364332675934,0.08311213552951813
83,0.07632364332675934,0.0830918624997139
84,0.07632364332675934,0.0830918624997139
85,0.07632364332675934,0.08295002579689026
86,0.07632364332675934,0.08295002579689026
87,0.07632364332675934,0.08292447030544281
88,0.07632364332675934,0.08292447030544281
89,0.07632364332675934,0.08289974182844162
90,0.07632364332675934,0.08278315514326096
91,0.07632364332675934,0.08270755410194397
92,0.07632364332675934,0.08267827332019806
93,0.07632364332675934,0.08254969865083694
94,0.07632364332675934,0.08242572098970413
95,0.07632364332675934,0.08227719366550446
96,0.07632364332675934,0.08217798173427582
97,0.07632364332675934,0.08214502036571503
98,0.07632364332675934,0.08211055397987366
99,0.07632364332675934,0.08208589255809784
