action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.011519 + (8.237011 * ((-0.170124) * X3))),5,0.2752346098423004,0.002946946769952774
0,1,(0.012260 + ((-0.985890) * sin((4.476510 * X3)))),6,0.25278475880622864,0.002779099391773343
0,2,(0.011358 + (1.116070 * sin(sin(((-4.305002) * X3))))),7,0.2512359321117401,0.002752479165792465
0,3,(0.043577 + (0.975208 * sin((((-1.700574) * X2) - (8.397446 * X3))))),8,0.24225713312625885,0.00458063930273056
0,4,(0.045723 + (1.106768 * sin(sin((((-1.700574) * X2) - (8.397446 * X3)))))),9,0.23920370638370514,0.004815874621272087
0,5,(0.047324 + (1.210481 * sin(sin(sin((((-1.700574) * X2) - (8.397446 * X3))))))),10,0.23711562156677246,0.005011339206248522
0,6,(0.032426 + (0.828657 * sin((sin((((-1.572811) * X2) - (7.296299 * X3))) + sin(((-4.484584) * X3)))))),12,0.23588435351848602,0.0038431398570537567
0,7,(0.014995 + (0.817169 * cos((((5.059729 * X3) + ((-4.720426) * X5)) - sin((((-1.572811) * X2) - (7.296299 * X3))))))),13,0.23570194840431213,0.0032682572491467
0,8,(0.034195 + ((-0.831712) * sin((sin(((0.796305 * X3) - (((-1.700574) * X2) - (7.103481 * X3)))) + sin((4.476510 * X3)))))),14,0.23441308736801147,0.004001580644398928
0,9,((-0.053818) + (0.949401 * sin((((-4.198048) * X3) + sin(((((-1.714463) * X3) + ((-3.241768) * X2)) - ((7.506982 * X3) + ((-6.405072) * X5)))))))),15,0.22376428544521332,0.0066757118329405785
0,10,((-0.006238) + (0.930621 * cos(((((sin(((2.028696 * X3) - (((-4.124198) * X2) - (4.107083 * X3)))) + ((-83.630074) * X3)) + 7.776738) + sin((7.721577 * X3))) - ((-88.080528) * X3))))),20,0.21499794721603394,0.007777919061481953
