candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
56,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
57,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
58,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
59,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
60,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
61,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
62,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
63,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
64,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
65,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
66,0.12553735,-0.12553735,0.12089041,0.14427225,186.65001,49,53
67,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
68,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
69,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
70,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
71,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
72,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
73,0.12555894,-0.12555894,0.120522246,0.14426486,434.2,69,1
74,0.124682926,-0.124682926,0.122171596,0.1410004,177.5,2,76
75,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
76,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
77,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
78,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
79,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
80,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
81,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
82,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
83,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
84,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
85,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
86,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
87,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
88,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
89,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
90,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
91,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
92,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
93,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
94,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
95,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
96,0.12568681,-0.12568681,0.120794885,0.14440694,228.15001,76,28
97,0.1257118,-0.1257118,0.1208634,0.1444048,229.25,98,25
98,0.1257118,-0.1257118,0.1208634,0.1444048,229.25,98,25
99,0.1257118,-0.1257118,0.1208634,0.1444048,229.25,98,25
