position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.0025592735037207603,0.003552950220182538,102.9000015258789,0.0025596467312425375,0.003553166054189205,103.70000457763672,"[0.5685601830482483, -0.0007637252565473318]"
1,8,0.002559262327849865,0.0035487767308950424,103.30000305175781,0.002559913322329521,0.0035512009635567665,104.0,"[0.5659038424491882, -0.0007593912305310369]"
2,7,0.0025592604652047157,0.0035465755499899387,103.0,0.00255968002602458,0.0035505022387951612,103.80000305175781,"[0.5673878192901611, -0.0007801346946507692]"
3,6,0.002559245564043522,0.0035470558796077967,103.0,0.0025596630293875933,0.0035507134161889553,103.70000457763672,"[0.5675727725028992, -0.0007796445861458778]"
4,5,0.0025592376478016376,0.0035470258444547653,103.0,0.002559439279139042,0.0035508028231561184,103.5,"[0.5696588754653931, -0.0007982745300978422]"
5,4,0.002559227403253317,0.0035479352809488773,103.0,0.002559649059548974,0.003551091765984893,103.70000457763672,"[0.5677788257598877, -0.0007776370039209723]"
6,3,0.002559221349656582,0.0035499355290085077,103.20000457763672,0.0025596495252102613,0.003551760921254754,103.70000457763672,"[0.5679761171340942, -0.0007725831819698215]"
7,2,0.00255921995267272,0.0035479271318763494,102.9000015258789,0.0025594080798327923,0.0035512305330485106,103.4000015258789,"[0.5701613426208496, -0.0007986233104020357]"
8,1,0.002559207146987319,0.0035492675378918648,103.0999984741211,0.002559858374297619,0.0035514875780791044,104.0,"[0.5663405060768127, -0.0007603970589116216]"
9,0,0.002559193642809987,0.003550016088411212,103.0,0.0025597328785806894,0.0035518938675522804,103.80000305175781,"[0.5673602223396301, -0.0007655371446162462]"
