generation,best_loss,median_loss,finite_fitness_fraction
0,0.002741488628089428,0.006401657126843929,1.0
1,0.002737548900768161,0.004265278577804565,1.0
2,0.002737548900768161,0.0035485827829688787,1.0
3,0.002737548900768161,0.0029798499308526516,1.0
4,0.002737548900768161,0.0027508430648595095,1.0
5,0.0026864679530262947,0.0027508430648595095,1.0
6,0.0026864679530262947,0.0027508430648595095,1.0
7,0.0026864679530262947,0.0027434634976089,1.0
8,0.0026054726913571358,0.0027387908194214106,1.0
9,0.0025964993983507156,0.0027378627564758062,1.0
10,0.002595010446384549,0.00273679057136178,1.0
11,0.002587013179436326,0.0027086022309958935,1.0
12,0.002561059547588229,0.0026434496976435184,1.0
13,0.002561059547588229,0.0026090890169143677,1.0
14,0.002561034867540002,0.002596338978037238,1.0
15,0.0025594327598810196,0.0025790028739720583,1.0
16,0.0025594327598810196,0.0025709059555083513,1.0
17,0.0025592604652047157,0.002568978350609541,1.0
18,0.0025592604652047157,0.002566685900092125,1.0
19,0.0025592604652047157,0.002563843037933111,1.0
20,0.0025592604652047157,0.0025620991364121437,1.0
21,0.0025592604652047157,0.002561795525252819,1.0
22,0.0025592604652047157,0.002561557572335005,1.0
23,0.0025592604652047157,0.0025614097248762846,1.0
24,0.0025592604652047157,0.0025611943565309048,1.0
25,0.0025592604652047157,0.002561013214290142,1.0
26,0.0025592604652047157,0.0025608683936297894,1.0
27,0.0025592604652047157,0.0025605913251638412,1.0
28,0.0025592604652047157,0.0025605191476643085,1.0
29,0.0025592276360839605,0.002560409251600504,1.0
30,0.0025592276360839605,0.0025604083202779293,1.0
31,0.0025592276360839605,0.002560305641964078,1.0
32,0.0025592276360839605,0.002560287481173873,1.0
33,0.0025592276360839605,0.0025601943489164114,1.0
34,0.0025592276360839605,0.002560049295425415,1.0
35,0.0025592276360839605,0.002560003660619259,1.0
36,0.0025592276360839605,0.002559981308877468,1.0
37,0.002559193642809987,0.002559940330684185,1.0
38,0.002559193642809987,0.002559929620474577,1.0
39,0.002559193642809987,0.002559929620474577,1.0
40,0.002559193642809987,0.002559878397732973,1.0
41,0.002559193642809987,0.002559821354225278,1.0
42,0.002559193642809987,0.002559793647378683,1.0
43,0.002559193642809987,0.002559761516749859,1.0
44,0.002559193642809987,0.0025597154162824154,1.0
45,0.002559193642809987,0.0025597126223146915,1.0
46,0.002559193642809987,0.0025597005151212215,1.0
47,0.002559193642809987,0.0025596534833312035,1.0
48,0.002559193642809987,0.00255964370444417,1.0
49,0.002559193642809987,0.002559632994234562,1.0
