iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,2374.77001953125,0.0787690058350563,0.07658305764198303,0.0787690058350563,0.07658305764198303,8000,36.06614249898121,,0,8000
1,51.74176788330078,0.15609075129032135,0.10612370818853378,0.15609075129032135,0.10612370818853378,19521,38.55860593501711,1821.3922119140625,0,11521
2,944.9501342773438,0.1649368554353714,0.11105334758758545,0.1649368554353714,0.11105334758758545,20169,39.80846125097014,47.577571868896484,0,648
3,321.00146484375,0.20168520510196686,0.10936485230922699,0.20168520510196686,0.10936485230922699,26068,41.12259208096657,837.2838745117188,0,5899
4,502.5943298339844,0.21132788062095642,0.11544452607631683,0.21132788062095642,0.11544452607631683,28755,40.37310725200223,291.9974670410156,0,2687
5,681.3828125,0.21494720876216888,0.11502497643232346,0.21494720876216888,0.11502497643232346,32015,42.629254223022144,474.1904296875,0,3260
6,824.7724609375,0.2216552197933197,0.11710596829652786,0.2216552197933197,0.11710596829652786,36519,43.841795976040885,677.1878051757812,0,4504
7,435.6148376464844,0.2266290932893753,0.11842861026525497,0.2266290783882141,0.11842861026525497,42521,46.571112476987764,905.2208862304688,0,6002
8,616.542724609375,0.22700382769107819,0.11820942908525467,0.22700382769107819,0.11820942908525467,45508,48.390331182978116,436.9582214355469,0,2987
9,304.0797424316406,0.23031681776046753,0.12739458680152893,0.23031681776046753,0.12739458680152893,49592,50.76100211800076,604.7079467773438,0,4084
