generation,max_fitness,mean_fitness,evaluation_time
0,181.60000610351562,18.54800033569336,18.276502806998906
1,188.1999969482422,38.35200119018555,13.038170005995198
2,189.40000915527344,69.0719985961914,12.96708422699885
3,193.40000915527344,89.47200012207031,15.373230958997738
4,192.40000915527344,114.16999816894531,14.758092793999822
5,193.1999969482422,143.06201171875,15.69472212101391
6,193.40000915527344,152.18800354003906,14.945289216993842
7,195.0,142.4560089111328,14.59114340900851
8,193.8000030517578,139.91600036621094,15.91366749399458
9,195.40000915527344,134.3280029296875,15.081183853006223
10,221.1999969482422,132.12799072265625,14.956070105006802
11,250.8000030517578,139.4359893798828,14.307793100000708
12,247.40000915527344,135.6439971923828,16.402047569004935
13,251.8000030517578,134.43199157714844,13.812919504998717
14,287.8000183105469,137.739990234375,14.585839002000284
15,260.0,131.00999450683594,14.692930870005512
16,256.3999938964844,145.10400390625,15.510951460004435
17,257.3999938964844,129.06800842285156,14.609474939992651
18,256.6000061035156,125.94599151611328,14.532194004001212
19,259.3999938964844,140.58399963378906,15.599982546002138
20,259.20001220703125,151.63400268554688,14.973423317002016
21,263.0,126.6199951171875,15.232897194000543
22,343.0,136.8699951171875,14.15667864200077
23,423.3999938964844,113.22999572753906,15.530462969996734
24,382.3999938964844,116.2699966430664,14.983502528993995
25,380.0,145.06800842285156,15.598617689000093
26,421.20001220703125,159.406005859375,15.39238213399949
27,437.0,138.54400634765625,15.101875452004606
28,480.6000061035156,128.14599609375,15.334562979012844
29,436.20001220703125,127.96000671386719,15.355756385994027
30,444.0,132.29600524902344,15.415380306003499
31,448.3999938964844,130.802001953125,14.482627522011171
32,442.0,133.22000122070312,14.831273575007799
33,439.8000183105469,151.0279998779297,15.64737388699723
34,437.20001220703125,124.3239974975586,15.344319098003325
35,470.20001220703125,136.4980010986328,14.985757230999297
36,433.8000183105469,124.4219970703125,15.193813237987342
37,435.3999938964844,144.95399475097656,14.170466240000678
38,491.6000061035156,150.50599670410156,15.21044412899937
39,479.3999938964844,147.843994140625,15.71399792000011
40,467.20001220703125,158.8199920654297,13.80245121900225
41,452.20001220703125,147.28399658203125,12.601912073994754
42,442.20001220703125,152.83200073242188,12.903307874992606
43,416.6000061035156,128.385986328125,13.091333925010986
44,439.0,137.6120147705078,13.369164824995096
45,418.3999938964844,144.05999755859375,12.999434385012137
46,448.0,143.87600708007812,12.090495373995509
47,423.8000183105469,126.90599060058594,13.36729777599976
48,531.6000366210938,124.6240005493164,12.72375265599112
49,540.2000122070312,124.80400085449219,13.98414032899018
50,569.7999877929688,127.68800354003906,12.770118476997595
51,530.2000122070312,117.75599670410156,12.88100546100759
52,603.7999877929688,141.5959930419922,13.259071501990547
53,554.0,146.88999938964844,12.443339197998284
54,585.4000244140625,147.2580108642578,13.718822262992035
55,598.7999877929688,146.71400451660156,12.80436807400838
56,643.6000366210938,173.93800354003906,13.1126478590013
57,561.4000244140625,154.84999084472656,13.129853758000536
58,1000.0,148.04200744628906,13.01104772699182
