candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
0,0.12147843,-0.12147843,0.11680869,0.13310269,660.60004,1,45
1,0.12147843,-0.12147843,0.11680869,0.13310269,660.60004,1,45
2,0.12147843,-0.12147843,0.11680869,0.13310269,660.60004,1,45
3,0.12147843,-0.12147843,0.11680869,0.13310269,660.60004,1,45
4,0.12147843,-0.12147843,0.11680869,0.13310269,660.60004,1,45
5,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
6,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
7,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
8,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
9,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
10,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
11,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
12,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
13,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
14,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
15,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
16,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
17,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
18,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
19,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
20,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
21,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
22,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
23,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
24,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
25,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
26,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
27,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
28,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
29,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
30,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
31,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
32,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
33,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
34,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
35,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
36,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
37,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
38,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
39,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
40,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
41,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
42,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
43,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
44,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
