candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
45,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
46,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
47,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
48,0.12148155,-0.12148155,0.11683234,0.13309146,661.75,6,1
49,0.1214846,-0.1214846,0.11682994,0.13309184,660.60004,50,45
50,0.1214846,-0.1214846,0.11682994,0.13309184,660.60004,50,45
51,0.12153665,-0.12153665,0.11690185,0.13309123,367.9,52,52
52,0.12153665,-0.12153665,0.11690185,0.13309123,367.9,52,52
53,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
54,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
55,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
56,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
57,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
58,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
59,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
60,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
61,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
62,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
63,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
64,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
65,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
66,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
67,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
68,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
69,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
70,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
71,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
72,0.12153825,-0.12153825,0.11691089,0.13308166,367.9,54,52
73,0.12156101,-0.12156101,0.11693997,0.13309096,367.45,74,96
74,0.12156101,-0.12156101,0.11693997,0.13309096,367.45,74,96
75,0.12156101,-0.12156101,0.11693997,0.13309096,367.45,74,96
76,0.12156101,-0.12156101,0.11693997,0.13309096,367.45,74,96
77,0.12156101,-0.12156101,0.11693997,0.13309096,367.45,74,96
78,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
79,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
80,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
81,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
82,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
83,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
84,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
85,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
86,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
87,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
88,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
89,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
90,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
91,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
92,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
93,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
94,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
95,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
96,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
97,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
98,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
99,0.121563055,-0.121563055,0.116952345,0.13308248,367.6,79,74
