position,expression,length,operon_mse,validation_mse,reward
0,((-0.000936) + (0.999884 * (0.345615 * X4))),5,0.003230923553928733,0.004137882962822914,77.5
1,(0.000167 + (0.508809 * tanh((1.068596 * X4)))),6,0.003038297174498439,0.0038743377663195133,92.4000015258789
2,(0.002824 + (1.000000 * ((2.212463 * X2) - ((-0.316553) * X4)))),7,0.002833213424310088,0.0038425589445978403,517.5
3,(0.003640 + (0.540477 * (tanh((0.846140 * X4)) + (4.087234 * X2)))),8,0.0025954004377126694,0.0035867830738425255,929.1000366210938
4,(0.004051 + (1.030114 * ((2.543908 * X2) + ((0.708344 * X4) / (sqrt(1 + (3.735103 * X3) ^ 2)))))),9,0.002270849421620369,0.003005449427291751,856.9000244140625
5,(0.004929 + (1.214017 * ((2.667921 * X2) + (((0.766027 * X4) / (sqrt(1 + ((-12.668387) * X1) ^ 2))) / (sqrt(1 + ((-4.139578) * X3) ^ 2)))))),11,0.002089220564812422,0.0029457276687026024,1000.0
6,(0.005541 + (1.283418 * tanh(((2.667921 * X2) + (((0.766027 * X4) / (sqrt(1 + ((-12.668387) * X1) ^ 2))) / (sqrt(1 + ((-4.139578) * X3) ^ 2))))))),12,0.002066662535071373,0.0029392349533736706,1000.0
7,((-0.059427) + (1.439145 * ((2.588969 * X2) + ((((0.823526 * X1) + (0.894348 * X4)) / (sqrt(1 + ((-15.900647) * X1) ^ 2))) / (sqrt(1 + ((-6.130664) * X3) ^ 2)))))),13,0.0019963583908975124,0.0027627788949757814,891.0
8,((-0.016060) + (1.029787 * (tanh((((2.006715 * X4) - 0.726978) - (((-15.207870) * X2) + ((-3.687960) * X3)))) + (5.112047 * X1)))),14,0.0012917446438223124,0.00363173452205956,1000.0
9,((-0.005233) + (1.150401 * tanh((tanh((((1.987774 * X4) - 0.731071) - (((-15.173530) * X2) + ((-3.665443) * X3)))) + (5.046505 * X1))))),15,0.0012244790559634566,0.003973023034632206,1000.0
10,((-0.028063) + (1.190893 * ((tanh((((2.211716 * X4) - 0.767458) - (((-17.125866) * X2) + ((-3.681623) * X3)))) + (5.379413 * X1)) / (sqrt(1 + (2.172506 * X3) ^ 2))))),16,0.0009899912402033806,0.20510895550251007,1000.0
11,((-0.029502) + (1.058728 * (tanh(((((2.088597 * X4) - 0.724775) / (sqrt(1 + tanh((1.713168 * X3)) ^ 2))) - (((-15.177131) * X2) + ((-3.035697) * X3)))) + (5.197606 * X1)))),17,0.0009613475995138288,29.59079360961914,1000.0
12,((-0.004641) + (1.036447 * (((tanh((((3.039649 * X4) - 1.127594) - (((-16.295656) * X2) + ((-5.218209) * X3)))) - ((-6.516484) * X1)) / (sqrt(1 + ((-2.554312) * X3) ^ 2))) - ((-3.776596) * X2)))),18,0.0008452378096990287,80.73815155029297,1000.0
13,((-0.015690) + (1.060875 * tanh((((tanh((((3.499985 * X4) - 1.255559) - (((-19.185032) * X2) + ((-5.915444) * X3)))) + (6.919538 * X1)) / (sqrt(1 + (2.695107 * X3) ^ 2))) + (4.604752 * X2))))),19,0.000763099524192512,0.004396498203277588,1000.0
14,((-0.001201) + (1.018557 * (((tanh((((3.269314 * X4) - 1.191901) - (((-18.359434) * X2) + ((-5.685562) * X3)))) + (6.687479 * X1)) / (sqrt(1 + (2.421564 * X3) ^ 2))) - (((-5.922826) * X2) / (sqrt(1 + (20.714554 * X2) ^ 2)))))),20,0.0007406811928376555,5027230.0,1000.0
15,((-0.003268) + (1.025532 * tanh(((((tanh((((3.541180 * X4) - 1.234386) - (((-20.997684) * X2) + ((-5.688300) * X3)))) + (9.459964 * X1)) / (sqrt(1 + ((-2.852574) * X3) ^ 2))) + ((-2.677128) * X1)) + (3.600878 * X2))))),21,0.000683087797369808,0.003992170561105013,1000.0
16,((-0.000491) + (1.039297 * (((tanh((((3.100018 * X4) - 1.044475) - (((-20.178587) * X2) + ((-4.507122) * X3)))) + (10.322963 * X1)) / (sqrt(1 + (3.199788 * X3) ^ 2))) - (tanh((0.722859 * X4)) + ((4.070638 * X1) + (((-1.678843) * X2) - (0.541129 * X4))))))),25,0.000617639278061688,18364440576.0,40.900001525878906
17,((-0.000195) + (0.988584 * tanh((tanh(((((3.766247 * X4) - 1.020626) / (sqrt(1 + ((-1.525866) * X3) ^ 2))) - (((-20.425941) * X2) + ((-5.914867) * X3)))) - ((tanh((1.075367 * X4)) + (((-9.101032) * X1) + (((-5.709376) * X2) - (0.824214 * X4)))) + 0.365118))))),26,0.0005190200754441321,0.004047190770506859,1000.0
18,((-0.000014) + (1.042569 * (tanh(tanh((tanh(((((4.426566 * X4) - 1.074741) / (sqrt(1 + ((-1.807132) * X3) ^ 2))) - (((-22.534338) * X2) + ((-6.468233) * X3)))) - ((tanh((1.288503 * X4)) + (((-11.470125) * X1) + (((-6.442151) * X2) - (0.921387 * X4)))) + 0.429634)))) + ((-1.632667) * X1)))),29,0.0004971373127773404,2997680865280.0,1000.0
