generation,best_loss,median_loss
0,0.06684961915016174,0.09193537384271622
1,0.05961645022034645,0.08107514679431915
2,0.05961645022034645,0.07499833405017853
3,0.05961645022034645,0.07298975437879562
4,0.058835458010435104,0.07154601812362671
5,0.058835458010435104,0.06972746551036835
6,0.058835458010435104,0.06851063668727875
7,0.056589316576719284,0.06699775159358978
8,0.056589316576719284,0.06603194028139114
9,0.056589316576719284,0.06501096487045288
10,0.05611526221036911,0.06337802857160568
11,0.05611526221036911,0.06284825503826141
12,0.05611526221036911,0.062280766665935516
13,0.05611526221036911,0.06146048754453659
14,0.05611526221036911,0.06088915094733238
15,0.05570025369524956,0.060449011623859406
16,0.052341654896736145,0.05950423330068588
17,0.052341654896736145,0.05911049246788025
18,0.052341654896736145,0.05875200033187866
19,0.052341654896736145,0.05841749906539917
20,0.052341654896736145,0.058244720101356506
21,0.049575868993997574,0.058119796216487885
22,0.049575868993997574,0.057665832340717316
23,0.049575868993997574,0.05747990682721138
24,0.049575868993997574,0.05725809559226036
25,0.049575868993997574,0.057170458137989044
26,0.049575868993997574,0.05702848732471466
27,0.049575868993997574,0.05689319968223572
28,0.049575868993997574,0.05681000277400017
29,0.049575868993997574,0.05659589543938637
30,0.049575868993997574,0.05656648054718971
31,0.049575868993997574,0.05641039460897446
32,0.049575868993997574,0.05613704025745392
33,0.049575868993997574,0.056029293686151505
34,0.049575868993997574,0.05591558665037155
35,0.049575868993997574,0.055905766785144806
36,0.049575868993997574,0.055715639144182205
37,0.049575868993997574,0.05564606189727783
38,0.049575868993997574,0.0555652379989624
39,0.049575868993997574,0.055434875190258026
40,0.049575868993997574,0.055382780730724335
41,0.049575868993997574,0.05535811185836792
42,0.049575868993997574,0.05515575036406517
43,0.049575868993997574,0.05499915033578873
44,0.049575868993997574,0.05493853986263275
45,0.049575868993997574,0.054839763790369034
46,0.049575868993997574,0.05481136590242386
47,0.049575868993997574,0.054509103298187256
48,0.049575868993997574,0.05444987863302231
49,0.049575868993997574,0.05433427914977074
50,0.049575868993997574,0.054043516516685486
51,0.04818214476108551,0.05398479104042053
52,0.04818214476108551,0.053749650716781616
53,0.04818214476108551,0.0536351278424263
54,0.048147011548280716,0.05361265316605568
55,0.048147011548280716,0.053549908101558685
56,0.048147011548280716,0.053491994738578796
57,0.048147011548280716,0.053393639624118805
58,0.04618529975414276,0.053234029561281204
59,0.04618529975414276,0.05313652753829956
60,0.04618529975414276,0.05309673026204109
61,0.04618529975414276,0.05274835228919983
62,0.04618529975414276,0.05270008742809296
63,0.04618529975414276,0.05258158966898918
64,0.04618529975414276,0.052401863038539886
65,0.04618529975414276,0.05238071829080582
66,0.04618529975414276,0.052270278334617615
67,0.04618529975414276,0.0521855428814888
68,0.04618529975414276,0.05213521420955658
69,0.04618529975414276,0.05209450423717499
70,0.04618529975414276,0.05209450423717499
71,0.04618529975414276,0.05209450423717499
72,0.04618529975414276,0.05203038454055786
73,0.04618529975414276,0.051934614777565
74,0.04618529975414276,0.0518808476626873
75,0.04618529975414276,0.051828738301992416
76,0.04618529975414276,0.05177236348390579
77,0.04618529975414276,0.05164659023284912
78,0.04618529975414276,0.05160989239811897
79,0.04618529975414276,0.05147022008895874
80,0.04618529975414276,0.05139031261205673
81,0.04618529975414276,0.05135217308998108
82,0.04618529975414276,0.051314085721969604
83,0.04618529975414276,0.051293522119522095
84,0.04618529975414276,0.05124084651470184
85,0.04618529975414276,0.05122481286525726
86,0.04618529975414276,0.05121695250272751
87,0.04618529975414276,0.051107876002788544
88,0.04618529975414276,0.051060885190963745
89,0.04618529975414276,0.05104667693376541
90,0.04618529975414276,0.05093294382095337
91,0.04618529975414276,0.05078853294253349
92,0.04618529975414276,0.050754185765981674
93,0.04618529975414276,0.050754185765981674
94,0.04618529975414276,0.050754185765981674
95,0.04618529975414276,0.05057652294635773
96,0.04618529975414276,0.05050226300954819
97,0.046170394867658615,0.05038444697856903
98,0.046170394867658615,0.05038444697856903
99,0.046170394867658615,0.050328854471445084
