action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.001592 + (1.377619 * ((-0.215617) * X8))),5,0.0026888446882367134,0.003243309911340475
0,1,(0.000108 + ((-0.296533) * tanh((2.351106 * X8)))),6,0.0024437676183879375,0.0027201445773243904
0,2,(0.002045 + (1.003143 * (((-4.245162) * X3) - (0.213358 * X8)))),7,0.0020574270747601986,0.0022962691728025675
0,3,(0.002025 + (0.690081 * tanh((((-6.152520) * X3) - (0.369576 * X8))))),8,0.0020018720533698797,0.0023243254981935024
0,4,((-0.000418) + (0.999557 * (((-5.875721) * X3) - ((0.848133 * X8) / (sqrt(1 + ((-299.407196) * X3) ^ 2)))))),9,0.0015428443439304829,0.001437052502296865
0,5,((-0.000364) + (0.999147 * tanh(((((-0.855999) * X8) / (sqrt(1 + ((-279.124573) * X3) ^ 2))) + ((-5.912267) * X3))))),10,0.0015408655162900686,0.00146112113725394
0,6,(0.000193 + (1.000223 * ((((-4.918242) * X3) - (0.130703 * X8)) + (((-0.832513) * X8) / (sqrt(1 + ((-917.083923) * X3) ^ 2)))))),11,0.0013771107187494636,0.0014716803561896086
0,7,(0.000315 + (1.000364 * (((((-6.771226) * X3) - (2.491468 * X8)) / (sqrt(1 + tanh(((-280.693878) * X3)) ^ 2))) - ((-1.591061) * X8)))),12,0.001323312520980835,0.0013998011127114296
0,8,(0.000374 + (1.000398 * (((((-0.734807) * X7) + ((-4.830546) * X3)) - ((0.815921 * X8) / (sqrt(1 + ((-766.747192) * X3) ^ 2)))) - (0.718141 * X8)))),13,0.0012612872524186969,0.0013519467320293188
0,9,(0.000600 + (1.000707 * ((((((-1.032495) * X7) + ((-6.640729) * X3)) - (3.255599 * X8)) / (sqrt(1 + tanh(((-217.940536) * X3)) ^ 2))) - ((-1.541984) * X8)))),14,0.0012015936663374305,0.001263062353245914
0,10,(0.000252 + (1.000275 * (((((-0.911181) * X8) / (sqrt(1 + ((122.205055 * X3) - ((-3.158617) * X8)) ^ 2))) + (((-6.148698) * X3) - (0.972455 * X8))) - (1.217814 * X7)))),15,0.0010912497527897358,0.00132794922683388
0,11,(0.000391 + (1.000024 * ((((-1.188864) * X7) + tanh(((-6.346132) * X3))) - ((0.936739 * X8) - (((-0.928406) * X8) / (sqrt(1 + (((-3.569971) * X7) + (120.700378 * X3)) ^ 2))))))),16,0.0010787654900923371,0.0013181036338210106
0,12,(0.000679 + (1.004777 * ((((-20.238403) * X3) + tanh(((((-1.529144) * X7) + (41.620045 * X3)) - tanh(((36.266743 * X3) - ((-1.544055) * X8)))))) - (0.567681 * X8)))),17,0.0008915557991713285,0.0009078472503460944
0,13,(0.000581 + (0.999012 * ((tanh(((((-1.421192) * X7) + (41.722317 * X3)) - tanh(((36.269394 * X3) - ((-1.482888) * X8))))) + (((-20.402987) * X3) - (0.767066 * X8))) - (0.274365 * X7)))),19,0.0008848608704283834,0.0009300313540734351
0,14,(0.000731 + (1.012330 * (tanh(((((-1.532066) * X7) + (44.753185 * X3)) - tanh(((39.567699 * X3) - ((-1.871249) * X8))))) - ((((-0.474887) * X8) / (sqrt(1 + (3.806946 * X7) ^ 2))) - (((-21.979574) * X3) - (0.659405 * X8)))))),21,0.0008442167309112847,0.000797807180788368
0,15,(0.000720 + (1.000379 * (((((0.616966 * X8) / (sqrt(1 + (6.002326 * X7) ^ 2))) + (((-22.112087) * X3) - (1.036337 * X8))) - (0.527926 * X7)) + tanh(((((-1.378032) * X7) + (44.530750 * X3)) - tanh(((40.105862 * X3) - ((-1.871170) * X8)))))))),23,0.0008241995819844306,0.0008243421325460076
0,16,(0.000956 + (1.001779 * ((((((-85.591171) * X3) - (0.281033 * X8)) / (sqrt(1 + tanh(((-54.651890) * X3)) ^ 2))) + tanh(((((-2.367188) * X7) + (21.174507 * X3)) - ((2.151455 * X8) / (sqrt(1 + (((-47.288811) * X3) - (1.119170 * X8)) ^ 2)))))) - ((((-0.362064) * X7) + ((-36.515614) * X3)) - ((-3.008844) * X2))))),27,0.0007842727354727685,0.0009852917864918709
