epoch,train_loss,validation_loss,mean_batch_loss
0,0.04464777931571007,0.04333788529038429,0.13225093483924866
1,0.010887675918638706,0.010424322448670864,0.02093590795993805
2,0.007111608982086182,0.006757128052413464,0.008729757741093636
3,0.005818628706037998,0.005600370466709137,0.006400040350854397
4,0.005076094996184111,0.004989239852875471,0.005418379791080952
5,0.004655882716178894,0.004616403952240944,0.00485449330881238
6,0.004342718981206417,0.004319632891565561,0.004491103813052177
7,0.004082749597728252,0.004076546058058739,0.004213526379317045
8,0.003834563074633479,0.0038247096817940474,0.003951895982027054
9,0.00359141593798995,0.0035923244431614876,0.0037247492000460625
10,0.003311236621811986,0.0032955005299299955,0.0034449989907443523
11,0.0030293676536530256,0.003016016911715269,0.00316378241404891
12,0.0027619467582553625,0.002748634433373809,0.0028924918733537197
13,0.002506878459826112,0.002509745303541422,0.0026397148612886667
14,0.0022472066339105368,0.002252802485600114,0.0023836935870349407
15,0.0020234310068190098,0.0020434746984392405,0.0021458175033330917
16,0.0018153861165046692,0.0018511238740757108,0.0019113351590931416
17,0.001635451102629304,0.001675132429227233,0.0017188421916216612
18,0.0014534418005496264,0.0014768458204343915,0.0015406971797347069
19,0.0013228736352175474,0.0013413731940090656,0.0013832650147378445
20,0.0012214572634547949,0.0012443052837625146,0.001278200652450323
21,0.0011448072036728263,0.0011802733642980456,0.001232591806910932
22,0.0010831191902980208,0.0011188748758286238,0.0011439489899203181
23,0.0010271626524627209,0.0010712590301409364,0.0010496480390429497
24,0.001011897111311555,0.0010562115348875523,0.0010076162870973349
25,0.0009535864810459316,0.001006917329505086,0.0009887239430099726
26,0.0009267493733204901,0.0009818699909374118,0.000942321727052331
27,0.0008930306066758931,0.0009484459878876805,0.0009100365568883717
28,0.0008688333327881992,0.0009218956693075597,0.000881282496266067
29,0.0008444608538411558,0.0008946187444962561,0.0008602250600233674
30,0.0008226545178331435,0.0008779180934652686,0.000833650934509933
31,0.0007983839605003595,0.0008554176311008632,0.0008105839369818568
32,0.0007814046111889184,0.0008375609759241343,0.0007975487969815731
33,0.0007592994370497763,0.0008153721573762596,0.0007691448554396629
34,0.0007484012166969478,0.0007987873977981508,0.0007513752207159996
35,0.0007236293749883771,0.0007770041702315211,0.0007334405672736466
36,0.0007062552031129599,0.0007608786690980196,0.0007175920181907713
37,0.0006895717815496027,0.0007427015225403011,0.0006984802312217653
38,0.0006833282532170415,0.0007394282729364932,0.0006809121114201844
39,0.0006567750824615359,0.0007067197584547102,0.0006719076773151755
40,0.0006437361007556319,0.0006957306759431958,0.0006502841715700924
41,0.0006236290792003274,0.0006744466372765601,0.0006422617589123547
42,0.0006107544177211821,0.0006634638411924243,0.0006234088214114308
43,0.000590019510127604,0.0006385360029526055,0.0006091742543503642
44,0.0005743444780819118,0.0006229796563275158,0.0005833371542394161
45,0.0005588887725025415,0.0006087549263611436,0.0005654763081111014
46,0.0005466266884468496,0.0005969549529254436,0.0005551810609176755
47,0.00053107098210603,0.0005766167305409908,0.0005409358418546617
48,0.0005162637098692358,0.0005609404179267585,0.0005261819460429251
49,0.0005061993142589927,0.0005497693200595677,0.0005132838268764317
50,0.0004883554647676647,0.0005352635635063052,0.000503172108437866
51,0.0004758716677315533,0.0005205000634305179,0.0004890331765636802
52,0.0004655966185964644,0.0005099459085613489,0.0004762053140439093
53,0.000451938365586102,0.0004961204249411821,0.00045754387974739075
54,0.00044226169120520353,0.0004902722430415452,0.00044523068936541677
55,0.0004321326850913465,0.0004748176725115627,0.00043136256863363087
56,0.000416897120885551,0.00045957198017276824,0.00041927641723304987
57,0.00040347949834540486,0.0004466951941139996,0.0004089493886567652
58,0.00039752532029524446,0.00044257266563363373,0.00039970834041014314
59,0.00038350667455233634,0.00042852095793932676,0.00038765108911320567
60,0.0003703855618368834,0.00041290835360996425,0.00037656535278074443
61,0.00035901632509194314,0.0004027618851978332,0.00037195417098701
62,0.00034920009784400463,0.00039403056143783033,0.0003546772641129792
63,0.00033928811899386346,0.00038296249113045633,0.0003494904958643019
64,0.00032988350722007453,0.00037199040525592864,0.00033421849366277456
65,0.00032103105331771076,0.0003671951999422163,0.0003241169033572078
66,0.00031045504147186875,0.00035366578958928585,0.0003149494878016412
67,0.00030040813726373017,0.0003427756601013243,0.000307430571410805
68,0.00029390453710220754,0.00033620346221141517,0.00029702726169489324
69,0.00028287601890042424,0.00032595766242593527,0.0002874793135561049
70,0.0002724780060816556,0.00031575903994962573,0.0002791174629237503
71,0.00026425940450280905,0.0003080319438595325,0.00027241409406997263
72,0.0002581210865173489,0.0003006798215210438,0.0002640084712766111
73,0.00024782074615359306,0.00028922862838953733,0.000256937462836504
74,0.00024014334485400468,0.0002818007196765393,0.00024507654597982764
75,0.0002339220663998276,0.00027363075059838593,0.00023692866670899093
76,0.00022660715330857784,0.0002684217179194093,0.00023166117898654193
77,0.00021862925495952368,0.0002588103525340557,0.00022462393098976463
