candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
0,0.1846043,-0.1846043,0.1803261,0.2310496,230.0,1,28
1,0.18464002,-0.18464002,0.18568695,0.22936015,237.65001,2,17
2,0.18464002,-0.18464002,0.18568695,0.22936015,237.65001,2,17
3,0.18464002,-0.18464002,0.18568695,0.22936015,237.65001,2,17
4,0.18466976,-0.18466976,0.18423773,0.22737892,197.55,5,55
5,0.18478823,-0.18478823,0.18048844,0.22994874,188.55,6,93
6,0.18478823,-0.18478823,0.18048844,0.22994874,188.55,6,93
7,0.18504718,-0.18504718,0.18034399,0.2330825,204.05,8,53
8,0.18520351,-0.18520351,0.18475331,0.2284384,255.2,9,4
9,0.1854839,-0.1854839,0.18192634,0.23121087,266.6,10,3
10,0.18552093,-0.18552093,0.18016575,0.23754752,206.7,11,50
11,0.18552093,-0.18552093,0.18016575,0.23754752,206.7,11,50
12,0.18560822,-0.18560822,0.19410168,0.22559291,196.15001,13,58
13,0.1859395,-0.1859395,0.19431074,0.22898121,211.8,14,39
14,0.1859395,-0.1859395,0.19431074,0.22898121,211.8,14,39
15,0.1859395,-0.1859395,0.19431074,0.22898121,211.8,14,39
16,0.1859395,-0.1859395,0.19431074,0.22898121,211.8,14,39
17,0.1859399,-0.1859399,0.19431627,0.22897486,192.75,18,61
18,0.18594715,-0.18594715,0.19282658,0.22722155,198.35,19,54
19,0.18595582,-0.18595582,0.19430053,0.22879998,209.15001,20,49
20,0.18600298,-0.18600298,0.19416225,0.22527584,243.25,21,11
21,0.18600298,-0.18600298,0.19416225,0.22527584,243.25,21,11
22,0.18653055,-0.18653055,0.18199027,0.23820275,218.7,23,30
23,0.18653095,-0.18653095,0.18170339,0.23559645,232.3,24,27
24,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
25,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
26,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
27,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
28,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
29,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
30,0.1865311,-0.1865311,0.18170373,0.23559642,237.5,25,20
31,0.18653132,-0.18653132,0.18170418,0.23559645,248.85,32,6
32,0.18669413,-0.18669413,0.1796992,0.23751523,181.5,33,95
33,0.18687865,-0.18687865,0.1817221,0.23640531,243.55,34,10
34,0.18704073,-0.18704073,0.19882502,0.23256554,181.35,35,96
35,0.18733998,-0.18733998,0.18051213,0.23710553,238.05,36,13
36,0.18733998,-0.18733998,0.18051213,0.23710553,238.05,36,13
37,0.18733998,-0.18733998,0.18051213,0.23710553,238.05,36,13
38,0.18733998,-0.18733998,0.18051213,0.23710553,238.05,36,13
39,0.18743497,-0.18743497,0.17578919,0.24765868,224.55,40,29
40,0.18760934,-0.18760934,0.17882371,0.24365504,211.3,41,43
41,0.18760934,-0.18760934,0.17882371,0.24365504,211.3,41,43
42,0.18760934,-0.18760934,0.17882371,0.24365504,211.3,41,43
43,0.18760958,-0.18760958,0.17882426,0.24365501,210.7,44,46
44,0.18760958,-0.18760958,0.17882426,0.24365501,210.7,44,46
45,0.18760958,-0.18760958,0.17882426,0.24365501,210.7,44,46
46,0.1876096,-0.1876096,0.17882426,0.24365504,212.55,47,38
47,0.18782221,-0.18782221,0.18378833,0.23544288,247.40001,48,7
48,0.18782221,-0.18782221,0.18378833,0.23544288,247.40001,48,7
49,0.18791552,-0.18791552,0.19830759,0.22816767,212.7,50,37
50,0.18814155,-0.18814155,0.18466893,0.23559935,255.15001,51,5
51,0.188284,-0.188284,0.19488253,0.23225446,169.90001,52,98
52,0.18836781,-0.18836781,0.18358801,0.23510201,196.7,53,56
53,0.18836781,-0.18836781,0.18358801,0.23510201,196.7,53,56
54,0.188586,-0.188586,0.20856813,0.225069,267.80002,55,2
55,0.18884774,-0.18884774,0.178158,0.24552667,218.3,56,31
56,0.18884774,-0.18884774,0.178158,0.24552667,218.3,56,31
57,0.18884774,-0.18884774,0.178158,0.24552667,218.3,56,31
58,0.18884774,-0.18884774,0.178158,0.24552667,218.3,56,31
59,0.18884774,-0.18884774,0.178158,0.24552667,218.3,56,31
60,0.18884774,-0.18884774,0.178158,0.24552667,218.3,56,31
61,0.18991286,-0.18991286,0.2074584,0.2243464,204.7,62,52
62,0.19008355,-0.19008355,0.18711822,0.2327682,244.55,63,9
63,0.19025321,-0.19025321,0.21808241,0.23725492,22.45,64,99
64,0.19025321,-0.19025321,0.21808241,0.23725492,22.45,64,99
65,0.19029705,-0.19029705,0.18450251,0.2399091,174.65001,66,97
66,0.19041853,-0.19041853,0.18108404,0.25126272,191.0,67,62
67,0.19066423,-0.19066423,0.22200608,0.2256564,284.55002,68,1
68,0.19085066,-0.19085066,0.18622114,0.24411613,195.15001,69,59
69,0.19085066,-0.19085066,0.18622114,0.24411613,195.15001,69,59
70,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
71,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
72,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
73,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
74,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
75,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
76,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
77,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
78,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
79,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
80,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
81,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
82,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
83,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
84,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
85,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
86,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
87,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
88,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
89,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
90,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
91,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
92,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
93,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
94,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
95,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
96,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
97,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
98,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
99,0.19097441,-0.19097441,0.20514886,0.2226627,188.95,71,63
