iteration,imitation_loss,raw_imitation_loss,student_reward,behavior_policy,behavior_reward,dataset_size,new_samples,collection_trajectories,invalid_transitions,finite_fitness_fraction,scaling_weights
0,0.0025989189743995667,0.645672619342804,58.5,expert,,10000,10000,,,1.0,"[1.7433559894561768, 1.3975473642349243]"
