position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,90,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
1,91,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
2,92,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
3,93,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
4,94,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
5,95,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
6,96,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
7,97,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
8,98,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
9,99,0.002283437643200159,0.003314276458695531,42.5,0.0022516585886478424,0.003307487117126584,39.70000076293945,"[-1.2169439792633057, 0.9256852269172668]"
