position,expression,length,operon_mse,validation_mse,reward
0,(0.116324 + (0.834728 * (5.184628 * X2))),5,0.0530206672847271,0.05042845010757446,70.30000305175781
1,(0.187974 + (0.350671 * tanh((395.296906 * X2)))),6,0.03157278895378113,0.02892204187810421,34.400001525878906
2,(0.044963 + (0.766942 * ((4.120376 * X2) + (0.258526 * X4)))),7,0.027269907295703888,0.02102108672261238,99.0
3,(0.050838 + (0.743174 * tanh(((4.937913 * X2) + (0.347463 * X4))))),8,0.02649373561143875,0.022733666002750397,101.0
4,((-0.019076) + (1.027853 * (((19.101645 * X2) / (sqrt(1 + (148.362137 * X1) ^ 2))) + (0.206475 * X4)))),9,0.019104205071926117,,97.80000305175781
5,((-0.009346) + (0.652565 * tanh((((29.198807 * X2) - ((-2.777404) * X4)) / (sqrt(1 + ((-98.289345) * X1) ^ 2)))))),10,0.017572179436683655,,94.5
6,((-0.005298) + (0.836734 * tanh(tanh((((945.334595 * X2) - ((-121.911514) * X4)) / (sqrt(1 + (4405.648438 * X1) ^ 2))))))),11,0.017196835950016975,0.015100089833140373,76.9000015258789
7,((-0.016913) + (0.774745 * tanh(((((395.296906 * X2) - ((-5.898491) * X4)) / (sqrt(1 + ((-1879.097900) * X1) ^ 2))) + (0.301904 * X4))))),12,0.016958126798272133,0.01738864742219448,109.4000015258789
8,((-0.033253) + (1.053794 * ((((2.531723 * X3) - (((-13.848703) * X2) - (0.727382 * X4))) / (sqrt(1 + ((-82.691902) * X1) ^ 2))) + (0.303466 * X4)))),13,0.0160994715988636,0.015696793794631958,743.5
9,((-0.026543) + (1.047241 * tanh((((2.479100 * X3) - (((-7.318153) * X2) - (1.573388 * X4))) / (sqrt(1 + (((-1.658651) * X3) + ((-22.301889) * X1)) ^ 2)))))),14,0.014956844970583916,0.015965957194566727,369.3999938964844
10,((-0.001383) + (1.002822 * ((((4.597971 * X3) - (((-9.933225) * X2) - (1.930080 * X4))) / (sqrt(1 + (((-6.179408) * X3) + ((-32.452900) * X1)) ^ 2))) + ((-0.666347) * X3)))),15,0.009673145599663258,0.010381185449659824,649.1000366210938
11,(0.002449 + (1.114335 * tanh(((((4.597971 * X3) - (((-9.933225) * X2) - (1.930080 * X4))) / (sqrt(1 + (((-6.179408) * X3) + ((-32.452900) * X1)) ^ 2))) + ((-0.666347) * X3))))),16,0.009473931044340134,0.010337933897972107,1000.0
12,(0.000524 + (0.999244 * ((((((4.582211 * X3) + (5.862663 * X1)) - 0.739326) - ((-50.823036) * X2)) / (sqrt(1 + (5.101168 * X1) ^ 2))) - ((35.799007 * X2) + ((-2.288773) * X4))))),17,0.007478236220777035,0.021483389660716057,1000.0
13,(0.000544 + (1.001039 * tanh(((((((5.145417 * X3) + (6.820523 * X1)) - 0.851411) - ((-63.193726) * X2)) / (sqrt(1 + (4.751390 * X1) ^ 2))) - ((46.057201 * X2) + ((-2.591715) * X4)))))),18,0.0074545834213495255,0.02023097686469555,1000.0
14,(0.000001 + (0.999995 * (((-0.780274) - ((((((-7.444131) * X3) - (26.974051 * X2)) + ((-2.563679) * X4)) / (sqrt(1 + (8.384960 * X1) ^ 2))) + ((2.228503 * X3) + ((-6.219227) * X1)))) - (10.788707 * X2)))),19,0.006616913713514805,0.021002983674407005,1000.0
15,((-0.000219) + (1.000650 * ((((((8.295885 * X3) + ((-30.999947) * X1)) - (-3.608428)) - (((-14.574456) * X2) - (2.332107 * X4))) / (sqrt(1 + (5.906301 * X1) ^ 2))) + ((((-3.543957) * X3) + (35.671810 * X1)) - 4.243010)))),21,0.006112541072070599,0.019809598103165627,1000.0
16,((-0.000005) + (1.000013 * (tanh((1.179291 * X3)) - ((((((-7.120115) * X3) - ((-5.419384) * X1)) - ((18.275915 * X2) - ((-2.820085) * X4))) / (sqrt(1 + (13.569776 * X1) ^ 2))) + (((2.126240 * X3) + ((-9.617743) * X1)) - (-0.853361)))))),22,0.005891060456633568,0.014646116644144058,1000.0
17,(0.001434 + (1.114404 * tanh((tanh((1.185536 * X3)) - ((((((-7.119558) * X3) - ((-5.367423) * X1)) - ((18.303423 * X2) - ((-2.822891) * X4))) / (sqrt(1 + (13.674631 * X1) ^ 2))) + (((2.121859 * X3) + ((-9.574988) * X1)) - (-0.852966))))))),23,0.005779271945357323,0.01391748059540987,1000.0
18,(0.000004 + (0.999985 * (tanh((1.032374 * X3)) - (((((((-7.850348) * X3) + (23.144146 * X1)) - 2.317532) - ((15.863032 * X2) - ((-2.485113) * X4))) / (sqrt(1 + (7.155675 * X1) ^ 2))) + (((3.543338 * X3) + ((-27.460127) * X1)) - (-3.011027)))))),24,0.005416594445705414,0.015984443947672844,1000.0
19,(0.008328 + (1.108167 * tanh((tanh((1.086861 * X3)) - (((((((-7.303546) * X3) + (13.904425 * X1)) - 1.208229) - ((16.668934 * X2) - ((-2.597564) * X4))) / (sqrt(1 + (9.282700 * X1) ^ 2))) + (((2.769728 * X3) + ((-18.301779) * X1)) - (-1.951609))))))),25,0.005403021350502968,0.014957228675484657,1000.0
20,(0.000013 + (0.999954 * (tanh((1.030627 * X3)) - (((((((-7.937834) * X3) + (17.418638 * X1)) - 1.600774) - ((19.939625 * X2) - ((-2.549462) * X4))) / (sqrt(1 + (7.310223 * X1) ^ 2))) + (((((-22.066168) * X1) - ((-3.501189) * X3)) - (-2.341175)) - ((-3.606488) * X2)))))),26,0.00536705506965518,0.015961002558469772,1000.0
21,((-0.001319) + (1.014120 * tanh(((tanh((1.369555 * X3)) - (((((((-23.127300) * X3) + (34.787487 * X1)) - 3.568740) - ((20.626028 * X2) - ((-9.711768) * X4))) / (sqrt(1 + (5.829336 * X1) ^ 2))) + (((16.990681 * X3) + ((-41.225399) * X1)) - (-4.529332)))) + ((-6.297479) * X4))))),27,0.004962451756000519,0.016961628571152687,1000.0
22,((-0.036168) + (1.063753 * (tanh((tanh((0.986128 * X3)) - (((((((-8.929391) * X3) + (20.303520 * X1)) - 1.718314) - ((14.646284 * X2) - ((-3.151280) * X4))) / (sqrt(1 + (8.095247 * X1) ^ 2))) + ((((3.205007 * X3) + ((-21.844574) * X1)) - (-2.559970)) - (4.251056 * X2))))) + (3.374568 * X1)))),29,0.004723215941339731,0.01625177636742592,1000.0
