generation,best_loss,median_loss,candidate_count
0,0.024773642420768738,0.026610804721713066,7
1,0.02359033189713955,0.026608409360051155,7
2,0.01878250204026699,0.025531146675348282,11
3,0.017554305493831635,0.0237429216504097,9
4,0.009011865593492985,0.023244421929121017,10
5,0.00631758663803339,0.022745922207832336,13
6,0.006013320758938789,0.021344894543290138,13
7,0.006013320758938789,0.01891668327152729,13
8,0.005900195334106684,0.018379779532551765,16
9,0.005900195334106684,0.018379779532551765,18
10,0.005900195334106684,0.01816382445394993,17
11,0.0058154938742518425,0.018003350123763084,18
12,0.005549535155296326,0.01816382445394993,15
13,0.005468552466481924,0.017384211532771587,14
14,0.005468552466481924,0.01664848905056715,14
15,0.005468552466481924,0.01664848905056715,14
16,0.005468552466481924,0.016099704429507256,15
17,0.005468552466481924,0.016099704429507256,15
18,0.005468552466481924,0.016099704429507256,15
19,0.005468552466481924,0.015935182571411133,16
20,0.005468552466481924,0.015935182571411133,16
21,0.005468552466481924,0.01577066071331501,17
22,0.005468552466481924,0.01495747547596693,17
23,0.005468552466481924,0.015528589952737093,16
24,0.005468552466481924,0.015528589952737093,16
25,0.005422147922217846,0.016099704429507256,15
26,0.005422147922217846,0.016099704429507256,15
27,0.005391656421124935,0.014640646055340767,17
28,0.005391656421124935,0.014640646055340767,17
29,0.005391656421124935,0.01459252554923296,17
30,0.005371151491999626,0.015346114989370108,16
31,0.005371151491999626,0.015346114989370108,16
32,0.0053711505606770515,0.01459252554923296,17
33,0.00536734564229846,0.015346114989370108,18
34,0.005222298204898834,0.01459252554923296,19
35,0.005222298204898834,0.01459252554923296,19
36,0.005222298204898834,0.014029811136424541,20
37,0.005222298204898834,0.01459252554923296,21
38,0.005222298204898834,0.014029811136424541,22
39,0.005222298204898834,0.013433349318802357,21
40,0.005184521898627281,0.013433349318802357,21
41,0.005114042200148106,0.013433349318802357,21
42,0.005114042200148106,0.014731768984347582,20
43,0.005114042200148106,0.014731768984347582,20
44,0.005114042200148106,0.014731768984347582,20
45,0.005114042200148106,0.014731768984347582,20
46,0.004933623131364584,0.014731768984347582,20
47,0.004933623131364584,0.014731768984347582,20
48,0.004933623131364584,0.014731768984347582,20
49,0.004933623131364584,0.013403152115643024,21
50,0.004933623131364584,0.013403152115643024,21
51,0.004933623131364584,0.013403152115643024,21
52,0.004933623131364584,0.012511329725384712,21
53,0.004933623131364584,0.012511329725384712,21
54,0.004933623131364584,0.009994782973080873,22
55,0.004933623131364584,0.009994782973080873,22
56,0.004933623131364584,0.009994782973080873,22
57,0.004933623131364584,0.009994782973080873,22
58,0.004933623131364584,0.010534333996474743,23
59,0.004933623131364584,0.010534333996474743,23
60,0.004933623131364584,0.010534333996474743,23
61,0.004933623131364584,0.010534333996474743,23
62,0.004933623131364584,0.010534333996474743,23
63,0.004933623131364584,0.010534333996474743,23
64,0.004933623131364584,0.010534333996474743,23
65,0.004933623131364584,0.010534333996474743,23
66,0.004933623131364584,0.010534333996474743,23
67,0.004933623131364584,0.010534333996474743,23
68,0.004933623131364584,0.010534333996474743,23
69,0.004933623131364584,0.010534333996474743,23
70,0.004933623131364584,0.010534333996474743,23
71,0.004933623131364584,0.010534333996474743,23
72,0.004933623131364584,0.010534333996474743,23
73,0.004933623131364584,0.010534333996474743,23
74,0.004933623131364584,0.010534333996474743,23
75,0.004933623131364584,0.010534333996474743,23
76,0.004933623131364584,0.010534333996474743,23
77,0.004933623131364584,0.010534333996474743,23
78,0.004933623131364584,0.010534333996474743,23
79,0.004933623131364584,0.010534333996474743,23
80,0.004757508169859648,0.010534333996474743,23
81,0.004723215941339731,0.010534333996474743,23
82,0.004723215941339731,0.010534333996474743,23
83,0.004723215941339731,0.010534333996474743,23
84,0.004723215941339731,0.010534333996474743,23
85,0.004723215941339731,0.010534333996474743,23
86,0.004723215941339731,0.010534333996474743,23
87,0.004723215941339731,0.010534333996474743,23
88,0.004723215941339731,0.010534333996474743,23
89,0.004723215941339731,0.010534333996474743,23
90,0.004723215941339731,0.008575690910220146,22
91,0.004723215941339731,0.008575690910220146,22
92,0.004723215941339731,0.008575690910220146,22
93,0.004723215941339731,0.008575690910220146,22
94,0.004723215941339731,0.009473931044340134,23
95,0.004723215941339731,0.009473931044340134,23
96,0.004723215941339731,0.009473931044340134,23
97,0.004723215941339731,0.009473931044340134,23
98,0.004723215941339731,0.009473931044340134,23
99,0.004723215941339731,0.009473931044340134,23
