position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,36,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
1,37,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
2,38,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
3,39,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
4,40,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
5,41,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
6,42,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
7,43,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
8,44,0.00278094201348722,0.0027799818199127913,423.3000183105469,0.002735009416937828,0.002679940080270171,558.2000122070312,"[-1.3193060159683228, 0.551460862159729]"
9,0,0.0023011015728116035,0.0024044073652476072,238.6999969482422,0.0021498091518878937,0.0022930994164198637,173.8000030517578,"[-1.6190192699432373, 0.6120520830154419]"
