position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,90,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
1,91,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
2,92,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
3,93,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
4,94,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
5,95,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
6,96,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
7,97,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
8,98,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
9,99,0.0444907508790493,0.06270872056484222,75.9000015258789,0.03847220540046692,0.06587675958871841,86.20000457763672,[]
