position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.04370725527405739,0.021267764270305634,248.60000610351562,0.03865431621670723,0.018337080255150795,245.90000915527344,[]
1,8,0.042675770819187164,0.018607452511787415,237.90000915527344,0.039671558886766434,0.017414215952157974,237.0,[]
2,7,0.040768515318632126,0.017121126875281334,234.3000030517578,0.039495889097452164,0.017162948846817017,237.90000915527344,[]
3,6,0.04394058138132095,0.024293221533298492,246.8000030517578,0.03895752504467964,0.01795179396867752,243.1999969482422,[]
4,5,0.041309237480163574,0.017421504482626915,235.0,0.03957057371735573,0.017149418592453003,237.40000915527344,[]
5,4,0.04380660504102707,0.02468297816812992,250.0,0.038537412881851196,0.01832527667284012,246.8000030517578,[]
6,3,0.04250850901007652,0.020163096487522125,241.0,0.03940429911017418,0.01732364483177662,238.90000915527344,[]
7,2,0.04157709702849388,0.020405422896146774,247.90000915527344,0.0386345311999321,0.018175452947616577,245.90000915527344,[]
8,1,0.04235164821147919,0.022147512063384056,250.60000610351562,0.03849446028470993,0.01847396045923233,247.5,[]
9,0,0.04047110304236412,0.020735202357172966,248.60000610351562,0.03862328827381134,0.018481891602277756,246.40000915527344,[]
