generation,best_loss,median_loss,finite_fitness_fraction
0,0.00668931333348155,0.19568023085594177,1.0
1,0.005129480734467506,0.007810162380337715,1.0
2,0.005129480734467506,0.007125228643417358,1.0
3,0.004692849237471819,0.006942482199519873,1.0
4,0.00384403089992702,0.00668931333348155,1.0
5,0.0037489619571715593,0.005129480734467506,1.0
6,0.0037489619571715593,0.005129480734467506,1.0
7,0.003628852777183056,0.004755228757858276,1.0
8,0.003628852777183056,0.003952523693442345,1.0
9,0.0036148610524833202,0.0038100536912679672,1.0
10,0.0036148610524833202,0.0037601676303893328,1.0
11,0.003595130518078804,0.003751398529857397,1.0
12,0.003574980655685067,0.003749625524505973,1.0
13,0.003574980655685067,0.0037475530989468098,1.0
14,0.0035454153548926115,0.003710889955982566,1.0
15,0.0035201350692659616,0.003688650671392679,1.0
16,0.0035201350692659616,0.003679958637803793,1.0
17,0.0034917001612484455,0.003648902289569378,1.0
18,0.0034808607306331396,0.0036267973482608795,1.0
19,0.0034808607306331396,0.0036067869514226913,1.0
20,0.0034808607306331396,0.0035945659037679434,1.0
21,0.0034808607306331396,0.00357430218718946,1.0
22,0.0034432660322636366,0.0035594175569713116,1.0
23,0.0034221848472952843,0.0035449592396616936,1.0
24,0.0034221848472952843,0.0035257188137620687,1.0
25,0.0034221848472952843,0.003516429103910923,1.0
26,0.0034221848472952843,0.003499791491776705,1.0
27,0.0034221848472952843,0.0034903499763458967,1.0
28,0.0034221848472952843,0.003486193483695388,1.0
29,0.003389503341168165,0.0034771698992699385,1.0
30,0.003389503341168165,0.0034701654221862555,1.0
31,0.003389503341168165,0.0034608831629157066,1.0
32,0.003389503341168165,0.0034554237499833107,1.0
33,0.003389503341168165,0.0034482949413359165,1.0
34,0.003367597470059991,0.003442710265517235,1.0
35,0.003367597470059991,0.0034365656320005655,1.0
36,0.003337576985359192,0.0034307746682316065,1.0
37,0.003337576985359192,0.003425651229918003,1.0
38,0.003337576985359192,0.003420045133680105,1.0
39,0.003227058332413435,0.0034179561771452427,1.0
40,0.003227058332413435,0.0034170786384493113,1.0
41,0.003227058332413435,0.0034139754716306925,1.0
42,0.003227058332413435,0.0034113333094865084,1.0
43,0.003227058332413435,0.0034083747304975986,1.0
44,0.003227058332413435,0.003405058989301324,1.0
45,0.003227058332413435,0.0034026862122118473,1.0
46,0.0032237167470157146,0.0034004393965005875,1.0
47,0.0032237167470157146,0.0033986943308264017,1.0
48,0.003216035198420286,0.0033833179622888565,1.0
49,0.003216035198420286,0.0033753078896552324,1.0
