action_index,generation,best_loss,median_loss,candidate_count
0,0,6.941630545043154e-06,6.969479045437765e-06,4
0,1,6.928339189471444e-06,6.95554876983806e-06,6
0,2,6.83301323078922e-06,6.943584821783588e-06,6
0,3,4.165448444837239e-06,6.9116533722990425e-06,6
0,4,4.163565790804569e-06,6.835301519458881e-06,9
0,5,3.534914299052616e-07,6.323760317172855e-06,7
0,6,3.358075844062114e-07,4.367104338598438e-06,11
0,7,3.349367148075544e-07,5.345432327885646e-06,8
0,8,3.33688035425439e-07,3.3522385933792975e-07,9
0,9,2.636507190345583e-07,3.351783846028411e-07,11
0,10,2.380224088938121e-07,3.351783846028411e-07,11
0,11,1.8385317446245608e-07,3.351783846028411e-07,9
0,12,1.833878400248068e-07,3.351783846028411e-07,9
0,13,4.0723325156477586e-08,3.3626504603034846e-07,10
0,14,2.6325956525852234e-08,3.3517815722916566e-07,11
0,15,2.6075205994402495e-08,2.8054368783614336e-07,12
0,16,2.2556161383135986e-08,2.2590921844312106e-07,13
0,17,3.5564315936653657e-09,2.2590921844312106e-07,13
0,18,3.5564315936653657e-09,1.8798943557385428e-07,16
0,19,3.2435552022036518e-09,1.910855615960827e-07,15
0,20,3.162192951933207e-09,1.910855615960827e-07,15
0,21,3.0762472569279e-09,1.097671944449985e-07,16
0,22,3.0591640332033876e-09,1.9108252047317364e-07,15
0,23,3.0591640332033876e-09,1.090901502465158e-07,16
0,24,3.056050523753129e-09,2.7097780019857964e-08,19
0,25,3.0300817410733316e-09,2.7097780019857964e-08,19
0,26,3.0300817410733316e-09,2.7097780019857964e-08,19
0,27,2.972016632796226e-09,2.723987080344159e-08,17
0,28,2.799102727379932e-09,2.7162109894618425e-08,16
0,29,2.799102727379932e-09,2.2551611777998914e-07,15
0,30,2.799102727379932e-09,1.2637127877468401e-07,16
0,31,2.7943121150286743e-09,2.7226439769378885e-08,17
0,32,2.764066309168811e-09,2.7226439769378885e-08,17
0,33,2.73335576395084e-09,2.7064241514551668e-08,20
0,34,2.6932707175575388e-09,2.7087001086556484e-08,19
0,35,2.6932707175575388e-09,2.7064241514551668e-08,22
0,36,2.6932707175575388e-09,2.7063990160058893e-08,22
0,37,2.4817821131506435e-09,2.7178954198348038e-08,19
0,38,2.2236295027511233e-09,2.7132726287959485e-08,20
0,39,2.2236295027511233e-09,2.7086498377570933e-08,21
0,40,2.173471846944608e-09,2.7086498377570933e-08,21
0,41,2.173471846944608e-09,2.7086468179504664e-08,21
0,42,2.173471846944608e-09,2.656481257190535e-08,20
0,43,2.173471846944608e-09,2.595067094546266e-08,21
0,44,2.173471846944608e-09,2.595067094546266e-08,21
0,45,2.1730115484785983e-09,2.3961337802802518e-08,22
0,46,2.1730115484785983e-09,2.393793518962184e-08,22
0,47,2.1730115484785983e-09,2.5877923803818703e-08,21
0,48,2.112582109248251e-09,2.5877923803818703e-08,21
0,49,2.1125006188782436e-09,2.393793518962184e-08,20
0,50,2.1125006188782436e-09,1.2551922057291165e-08,22
0,51,2.1125006188782436e-09,1.2551922057291165e-08,22
0,52,2.1125006188782436e-09,1.2551922057291165e-08,22
0,53,2.1125006188782436e-09,1.2551922057291165e-08,22
0,54,2.1125006188782436e-09,3.1058515759241345e-09,21
0,55,2.1125006188782436e-09,3.1058515759241345e-09,21
0,56,2.1125006188782436e-09,3.105844470496777e-09,21
0,57,2.1125006188782436e-09,3.1058278171514075e-09,21
0,58,2.1125006188782436e-09,3.1058278171514075e-09,21
0,59,2.1125006188782436e-09,3.1040813253113697e-09,20
0,60,2.0847754633734894e-09,1.24851619043298e-08,18
0,61,2.0545147805250963e-09,3.1058278171514075e-09,19
0,62,2.0545147805250963e-09,3.105826928972988e-09,19
0,63,2.0545147805250963e-09,3.105826928972988e-09,19
0,64,2.0545147805250963e-09,3.1058215999024696e-09,19
0,65,2.0545147805250963e-09,1.24677771440318e-08,20
0,66,2.0545147805250963e-09,3.1058215999024696e-09,19
0,67,2.0545147805250963e-09,3.1058224880808893e-09,19
0,68,2.008166521960675e-09,3.1040786607761106e-09,18
0,69,2.008166521960675e-09,3.1022673319114347e-09,19
0,70,2.008166521960675e-09,3.1022673319114347e-09,19
0,71,2.008166521960675e-09,3.1022673319114347e-09,19
0,72,2.008166521960675e-09,3.1022673319114347e-09,19
0,73,2.008166521960675e-09,3.1022673319114347e-09,19
0,74,2.008166521960675e-09,3.1022673319114347e-09,19
0,75,2.008166521960675e-09,3.1022673319114347e-09,19
0,76,2.008166521960675e-09,3.104044909996162e-09,20
0,77,2.008166521960675e-09,3.104044909996162e-09,20
0,78,2.008166521960675e-09,3.1058224880808893e-09,19
0,79,2.008166521960675e-09,1.246280112443543e-08,18
0,80,2.008166521960675e-09,1.246280112443543e-08,18
0,81,2.008166521960675e-09,1.246280112443543e-08,18
0,82,2.008166521960675e-09,3.1058224880808893e-09,19
0,83,2.008166521960675e-09,1.246280112443543e-08,20
0,84,2.008166521960675e-09,1.246280112443543e-08,20
0,85,2.008166521960675e-09,1.246280112443543e-08,20
0,86,2.008166521960675e-09,1.246280112443543e-08,20
0,87,2.008166521960675e-09,1.246280112443543e-08,20
0,88,2.008166521960675e-09,1.246280112443543e-08,20
0,89,2.008166521960675e-09,2.181977976078997e-08,19
0,90,2.008166521960675e-09,2.181977976078997e-08,19
0,91,2.008166521960675e-09,2.181977976078997e-08,19
0,92,2.008166521960675e-09,1.246280112443543e-08,20
0,93,2.008166521960675e-09,1.246280112443543e-08,20
0,94,2.008166521960675e-09,1.246280112443543e-08,20
0,95,2.008166521960675e-09,1.246280112443543e-08,20
0,96,2.008166521960675e-09,1.246280112443543e-08,20
0,97,2.008166521960675e-09,1.246280112443543e-08,20
0,98,2.008166521960675e-09,1.246280112443543e-08,20
0,99,2.008166521960675e-09,1.246280112443543e-08,20
