candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
82,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
83,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
84,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
85,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
86,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
87,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
88,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
89,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
90,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
91,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
92,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
93,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
94,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
95,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
96,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
97,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
98,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
99,0.11877723,-0.11877723,0.11111897,0.13413441,202.05,65,19
