generation,best_loss,median_loss
0,0.19233684241771698,0.27584517002105713
1,0.18503747880458832,0.23149731755256653
2,0.18503747880458832,0.20687031745910645
3,0.17125815153121948,0.20042957365512848
4,0.1580866426229477,0.19454750418663025
5,0.1580866426229477,0.18832771480083466
6,0.1580866426229477,0.1880456507205963
7,0.1580866426229477,0.18503747880458832
8,0.1580866426229477,0.17982888221740723
9,0.1580866426229477,0.1755669116973877
10,0.1580866426229477,0.1732391119003296
11,0.1492501050233841,0.17189538478851318
12,0.1492501050233841,0.17018795013427734
13,0.1492501050233841,0.168180912733078
14,0.1492501050233841,0.1670573353767395
15,0.14896072447299957,0.1642032265663147
16,0.14734992384910583,0.16236893832683563
17,0.14734992384910583,0.16121643781661987
18,0.14734992384910583,0.1580866426229477
19,0.13586759567260742,0.15470924973487854
20,0.12672556936740875,0.15236955881118774
21,0.12672556936740875,0.1498095989227295
22,0.12672556936740875,0.1492501050233841
23,0.12672556936740875,0.1492501050233841
24,0.12672556936740875,0.1492501050233841
25,0.12672556936740875,0.14867180585861206
26,0.1232101321220398,0.14748920500278473
27,0.1232101321220398,0.14748920500278473
28,0.1232101321220398,0.14382803440093994
29,0.1232101321220398,0.14075380563735962
30,0.1232101321220398,0.1359289288520813
31,0.1232101321220398,0.12923377752304077
32,0.1232101321220398,0.1274469643831253
33,0.12292862683534622,0.12675368785858154
34,0.12022112309932709,0.12672556936740875
35,0.11680810153484344,0.12672556936740875
36,0.11680810153484344,0.12672556936740875
37,0.11680810153484344,0.12608455121517181
38,0.11680810153484344,0.12350628525018692
39,0.11330468207597733,0.12350628525018692
40,0.11330468207597733,0.1232101321220398
41,0.11330468207597733,0.1232101321220398
42,0.11330468207597733,0.12292862683534622
43,0.11330468207597733,0.12292862683534622
44,0.11330468207597733,0.12196649610996246
45,0.11330468207597733,0.12022222578525543
46,0.11330468207597733,0.11910785734653473
47,0.11330468207597733,0.11680810153484344
48,0.11330468207597733,0.11680810153484344
49,0.11330468207597733,0.11589691787958145
50,0.11330468207597733,0.11589691787958145
51,0.11330468207597733,0.11589691787958145
52,0.11330468207597733,0.11589691787958145
53,0.11330468207597733,0.11589691787958145
54,0.11330468207597733,0.11589691787958145
55,0.11330468207597733,0.11589691787958145
56,0.11330468207597733,0.11589691787958145
57,0.11330468207597733,0.11589691787958145
58,0.11330468207597733,0.11589691787958145
59,0.11330468207597733,0.11589691787958145
60,0.11330468207597733,0.11589691787958145
61,0.11330468207597733,0.11382648348808289
62,0.11330468207597733,0.11382648348808289
63,0.11330468207597733,0.11382648348808289
64,0.11330468207597733,0.11382648348808289
65,0.11330468207597733,0.11382648348808289
66,0.11330468207597733,0.11382648348808289
67,0.11278215795755386,0.11382648348808289
68,0.11278215795755386,0.11382648348808289
69,0.11278215795755386,0.11382648348808289
70,0.11278215795755386,0.11330468207597733
71,0.11278215795755386,0.11330468207597733
72,0.11278215795755386,0.11330468207597733
73,0.11278215795755386,0.11330468207597733
74,0.11278215795755386,0.11330468207597733
75,0.11278215795755386,0.11330468207597733
76,0.11040735989809036,0.11330468207597733
77,0.11040735989809036,0.11330468207597733
78,0.11040735989809036,0.11330468207597733
79,0.11040735989809036,0.11330468207597733
80,0.11040735989809036,0.11330468207597733
81,0.11040735989809036,0.11330468207597733
82,0.11040735989809036,0.11330468207597733
83,0.11040735989809036,0.11330468207597733
84,0.10707904398441315,0.11330468207597733
85,0.10707904398441315,0.11330468207597733
86,0.10707904398441315,0.11330468207597733
87,0.10707904398441315,0.11330468207597733
88,0.10707904398441315,0.11330468207597733
89,0.10707904398441315,0.11278215795755386
90,0.10707904398441315,0.11278215795755386
91,0.10707904398441315,0.11278215795755386
92,0.10619387030601501,0.11278215795755386
93,0.10619387030601501,0.11278215795755386
94,0.10619387030601501,0.11278215795755386
95,0.10619387030601501,0.11040735989809036
96,0.10619387030601501,0.10707904398441315
97,0.10604901611804962,0.10707904398441315
98,0.10604901611804962,0.10707904398441315
99,0.10604901611804962,0.10707904398441315
