action_index,position,expression,length,operon_mse,validation_mse
0,0,((-0.034518) + ((-1.581363) * (0.952078 * X3))),5,0.23998862504959106,0.0031393859535455704
0,1,((-0.023017) + (0.709073 * tanh(((-21.599968) * X3)))),6,0.15177129209041595,0.0034010608214884996
0,2,(0.017752 + (0.798414 * tanh((((-26.501341) * X3) - (7.666050 * X2))))),8,0.13562174141407013,0.003099302062764764
0,3,(0.020678 + (0.956932 * tanh(tanh((((-30.226908) * X3) - (7.995251 * X2)))))),9,0.1318998634815216,0.003967831842601299
0,4,(0.034467 + (0.992997 * (tanh((((-26.501341) * X3) - (7.666050 * X2))) / (sqrt(1 + ((-0.769873) * X7) ^ 2))))),10,0.1220429465174675,0.004726458806544542
0,5,(0.009316 + (1.014635 * (tanh(((-22.523626) * X3)) + (tanh(((-15.963651) * X2)) / (sqrt(1 + (13.087444 * X6) ^ 2)))))),11,0.11553476750850677,0.0031844093464314938
0,6,(0.010586 + (1.217674 * tanh((tanh(((-22.523626) * X3)) + (tanh(((-15.963651) * X2)) / (sqrt(1 + (13.087444 * X6) ^ 2))))))),12,0.11337687820196152,0.003732627257704735
0,7,(0.041039 + (1.044040 * (tanh((((-24.958138) * X3) - (4.587418 * X2))) + (tanh(((-9.536463) * X2)) / (sqrt(1 + (11.500383 * X6) ^ 2)))))),13,0.10892341285943985,0.005032260436564684
0,8,(0.056262 + (1.264174 * tanh((tanh((((-0.199017) * X6) - ((22.327105 * X3) - ((-4.807199) * X2)))) + (tanh(((-4.687257) * X2)) / (sqrt(1 + ((-10.497621) * X6) ^ 2))))))),16,0.10447164624929428,0.006575583014637232
0,9,(0.037910 + (1.003033 * (tanh((((7.122518 * X2) + ((-6.912777) * X3)) + tanh(tanh((((-0.171416) * X6) - ((32.052803 * X3) - ((-21.969801) * X2))))))) + (tanh(((-5.073574) * X2)) / (sqrt(1 + ((-12.941116) * X6) ^ 2)))))),21,0.10329928994178772,0.005565015133470297
0,10,(0.044332 + (0.879693 * (tanh(((((-2.702699) * X2) + ((-13.094919) * X3)) + ((((-4.942350) * X2) + ((-21.008553) * X3)) + (tanh(((-15.963651) * X2)) / (sqrt(1 + (13.087444 * X6) ^ 2)))))) + (tanh(((-3.065580) * X2)) / (sqrt(1 + ((-24.307255) * X6) ^ 2)))))),22,0.10326186567544937,0.0060210032388567924
