action_index,position,expression,length,operon_mse,validation_mse
0,0,((-0.000061) + (0.967734 * ((-0.324559) * X8))),5,0.0014595694374293089,0.0013362637255340815
0,1,((-0.000549) + (0.147448 * sin((6.283185 * X7)))),6,0.0013809986412525177,0.0012200608616694808
0,2,(0.000077 + (1.000026 * (((-3.363284) * X3) + ((-0.286773) * X8)))),7,0.0012463793391361833,0.0010919846827164292
0,3,((-0.000430) + (1.038638 * (sin(((-1.100079) * X8)) + ((-0.726456) * X7)))),8,0.0011743024224415421,0.001044575241394341
0,4,((-0.000207) + (0.999989 * (((-0.249191) * X8) - ((14.663027 * X1) * (0.481195 * X8))))),9,0.0008914783829823136,4.337808609008789
0,5,((-0.000219) + (0.996661 * sin((((16.625170 * X1) * ((-0.425728) * X8)) + ((-0.255498) * X8))))),10,0.0008859498775564134,0.000962302612606436
0,6,((-0.000068) + (0.999991 * ((((-14.699676) * X1) * (0.481195 * X8)) + (((-3.385588) * X3) + ((-0.221529) * X8))))),11,0.0006754948990419507,4.359286308288574
0,7,((-1.043866) + (1.042949 * exp(((((-14.699676) * X1) * (0.481195 * X8)) + (((-3.385588) * X3) + ((-0.221529) * X8)))))),12,0.0006643646047450602,0.0010083263041451573
0,8,((-0.000336) + (1.043834 * (((16.625170 * X1) * ((-0.342798) * X8)) - (sin(((3.960624 * X3) + (0.923497 * X8))) + (0.712165 * X7))))),14,0.0005986301694065332,3.083589792251587
0,9,((-0.000092) + (1.015257 * (sin((sin((((16.924269 * X1) * ((-0.393407) * X8)) + ((-0.551817) * X7))) + ((-3.689685) * X3))) + sin(((-0.715105) * X8))))),16,0.0005967012839391828,0.00043909813393838704
0,10,((-0.000003) + (1.003394 * (((-3.458986) * X3) + (((((-14.699676) * X1) * (0.559213 * X8)) + ((exp(((-1.416971) * X8)) ^ ((-3.343183) * X3)) + ((-0.248495) * X8))) + (-1.000479))))),18,0.0005589761422015727,5.927558898925781
0,11,((-0.000898) + (0.997728 * sin(((exp((0.098421 * X6)) - ((((-14.699676) * X1) * ((-0.567262) * X8)) + ((exp((1.752492 * X8)) ^ ((-3.343183) * X3)) + (0.298015 * X8)))) - (3.505059 * X3))))),20,0.0005334463203325868,0.0004326945054344833
