iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,768.2595825195312,0.06871739774942398,0.065543994307518,0.06871739774942398,0.065543994307518,8000,98.39156252896646,,0,8000
1,276.13055419921875,0.13586024940013885,0.08502624928951263,0.13586024940013885,0.08502624928951263,13640,103.12665051198564,796.2067260742188,0,5640
2,523.4474487304688,0.1541668176651001,0.0970260351896286,0.1541668176651001,0.0970260351896286,16369,103.13117693597451,265.124267578125,0,2729
3,645.68115234375,0.16493754088878632,0.09976140409708023,0.16493754088878632,0.09976140409708023,19937,107.04851851396961,519.6156005859375,0,3568
4,784.2865600585938,0.1840943992137909,0.1007869616150856,0.1840943992137909,0.1007869616150856,24392,108.69041952496627,709.5966186523438,0,4455
5,928.1989135742188,0.19169487059116364,0.1072920709848404,0.19169487059116364,0.1072920709848404,29203,111.74789330601925,759.0592041015625,0,4811
6,706.7235717773438,0.20014598965644836,0.11022928357124329,0.20014598965644836,0.11022928357124329,34965,117.55582700599916,935.9183959960938,0,5762
7,308.9598083496094,0.21279235184192657,0.10780780762434006,0.21279235184192657,0.10780780762434006,40425,119.69154410902411,775.8820190429688,0,5460
8,1207.8419189453125,0.213931143283844,0.11688036471605301,0.213931143283844,0.11688036471605301,43180,123.2879504559678,328.1092224121094,0,2755
9,909.28955078125,0.21870209276676178,0.12607482075691223,0.21870209276676178,0.12607482075691223,50983,130.1656058630324,1187.451416015625,0,7803
