generation,best_fitness,elapsed
000,[-0.44685277],2.135
001,[-0.44685277],0.970
002,[-0.44685277],0.976
003,[-0.44685277],1.318
004,[-0.44685277],1.251
005,[-0.44685277],1.211
006,[-0.44685277],1.124
007,[-0.44685277],1.073
008,[-0.44685277],0.988
009,[-0.44685277],0.873
010,[-0.44685277],0.890
011,[-0.44685277],0.981
012,[-0.44685277],1.007
013,[-0.44685277],1.091
014,[-0.44685277],1.066
015,[-0.44685277],1.030
016,[-0.44685277],0.875
017,[-0.44685277],1.158
018,[-0.44685277],0.987
019,[-0.44685277],0.970
020,[-0.44685277],0.989
021,[-0.44685277],0.885
022,[-0.44685277],0.893
023,[-0.44685277],0.880
024,[-0.44685277],0.916
025,[-0.44685277],0.865
026,[-0.44685277],1.010
027,[-0.44685277],0.910
028,[-0.44685277],3.789
029,[-0.44685277],0.857
030,[-0.44685277],0.864
031,[-0.44685277],0.905
032,[-0.44685277],0.895
033,[-0.44685277],0.906
034,[-0.44685277],0.976
035,[-0.44685277],0.969
036,[-0.44685277],0.987
037,[-0.44685277],0.876
038,[-0.44685277],0.875
039,[-0.44685277],0.946
040,[-0.42948636],1.034
041,[-0.42948636],0.878
042,[-0.42948636],0.934
043,[-0.42948636],0.904
044,[-0.42948636],0.866
045,[-0.42948636],1.049
046,[-0.42948636],1.307
047,[-0.42948636],1.139
048,[-0.42948636],1.021
049,[-0.42948636],0.890
050,[-0.42948636],0.900
051,[-0.42948636],0.924
052,[-0.42948636],0.874
053,[-0.42948636],0.898
054,[-0.42948636],0.890
055,[-0.42948636],0.900
056,[-0.42948636],0.978
057,[-0.42948636],0.990
058,[-0.42948636],0.998
059,[-0.42948636],0.982
060,[-0.42948636],0.863
061,[-0.42948636],1.179
062,[-0.42948636],0.963
063,[-0.42948636],0.865
064,[-0.42948636],0.856
065,[-0.42948636],0.879
066,[-0.42797342],0.999
067,[-0.42797342],1.005
068,[-0.42797342],0.985
069,[-0.42797342],0.999
070,[-0.42797342],0.955
071,[-0.42797342],0.887
072,[-0.42797342],1.032
073,[-0.42797342],0.902
074,[-0.42797342],0.865
075,[-0.42797342],0.989
076,[-0.42797342],0.994
077,[-0.41888428],1.175
078,[-0.41888428],1.064
079,[-0.41888428],0.908
080,[-0.41888428],0.901
081,[-0.41888428],0.875
082,[-0.41888428],0.907
083,[-0.41888428],0.889
084,[-0.41888428],0.931
085,[-0.41888428],0.891
086,[-0.41888428],0.884
087,[-0.41888428],0.900
088,[-0.41888428],0.888
089,[-0.41888428],0.918
090,[-0.41888428],0.882
091,[-0.41888428],0.903
092,[-0.41888428],0.912
093,[-0.41888428],1.206
094,[-0.41888428],1.074
095,[-0.41888428],1.095
096,[-0.41888428],0.865
097,[-0.41888428],0.895
098,[-0.41888428],1.009
099,[-0.41888428],0.992
100,[-0.41888428],0.972
101,[-0.41888428],1.020
102,[-0.41888428],1.030
103,[-0.41888428],0.943
104,[-0.41888428],0.893
105,[-0.41888428],0.920
106,[-0.41888428],0.980
107,[-0.41888428],0.971
108,[-0.41888428],1.138
109,[-0.41888428],1.028
110,[-0.41888428],0.858
111,[-0.41888428],1.037
112,[-0.41888428],0.989
113,[-0.41888428],0.985
114,[-0.41888428],0.888
115,[-0.41888428],0.890
116,[-0.41888428],0.906
117,[-0.41888428],0.894
118,[-0.41888428],0.892
119,[-0.41888428],0.912
120,[-0.41888428],0.988
121,[-0.41888428],0.952
122,[-0.41888428],0.982
123,[-0.41888428],0.908
124,[-0.41888428],1.173
125,[-0.41888428],1.087
126,[-0.41888428],0.875
127,[-0.41888428],0.865
128,[-0.41888428],1.012
129,[-0.41888428],0.973
130,[-0.41888428],0.967
131,[-0.41888428],1.015
132,[-0.41888428],0.990
133,[-0.41888428],0.878
134,[-0.41888428],0.919
135,[-0.41888428],0.895
136,[-0.41888428],0.913
137,[-0.41888428],0.878
138,[-0.41888428],0.929
139,[-0.41888428],1.066
140,[-0.41888428],1.114
141,[-0.41888428],1.003
142,[-0.41888428],0.871
143,[-0.41888428],0.896
144,[-0.41888428],0.877
145,[-0.41888428],1.155
146,[-0.41888428],1.004
147,[-0.41888428],0.889
148,[-0.41888428],0.869
149,[-0.41888428],0.880
150,[-0.41888428],1.023
151,[-0.41888428],0.876
152,[-0.41888428],0.912
153,[-0.41888428],1.016
154,[-0.41888428],0.870
155,[-0.41888428],1.164
156,[-0.41888428],0.980
157,[-0.41888428],0.888
158,[-0.41888428],1.071
159,[-0.41888428],0.892
160,[-0.41888428],0.935
161,[-0.41888428],1.077
162,[-0.41888428],0.934
163,[-0.41888428],0.914
164,[-0.41888428],1.066
165,[-0.41888428],0.973
166,[-0.41888428],1.064
167,[-0.41888428],0.892
168,[-0.41888428],1.006
169,[-0.41888428],1.028
170,[-0.41888428],1.164
171,[-0.41888428],1.082
172,[-0.41888428],0.891
173,[-0.41888428],0.902
174,[-0.41888428],0.887
175,[-0.41888428],0.910
176,[-0.41888428],0.967
177,[-0.41888428],1.069
178,[-0.41888428],0.927
179,[-0.41888428],1.067
180,[-0.41888428],0.881
181,[-0.41888428],0.856
182,[-0.41888428],1.034
183,[-0.41888428],0.909
184,[-0.41888428],0.880
185,[-0.41888428],0.935
186,[-0.41888428],1.162
187,[-0.41888428],1.107
188,[-0.41888428],0.864
189,[-0.41888428],0.878
190,[-0.41888428],0.996
191,[-0.41888428],0.998
192,[-0.41888428],0.967
193,[-0.41888428],1.008
194,[-0.41888428],0.869
195,[-0.41888428],0.888
196,[-0.41888428],0.917
197,[-0.41888428],0.886
198,[-0.41888428],1.009
199,[-0.41888428],0.974
200,[-0.41888428],0.973
201,[-0.41888428],0.924
202,[-0.41888428],1.217
203,[-0.41888428],1.193
204,[-0.41888428],1.069
205,[-0.41888428],0.869
206,[-0.41888428],0.855
207,[-0.41888428],0.867
208,[-0.41888428],0.874
209,[-0.41888428],0.983
210,[-0.41888428],1.020
211,[-0.41888428],1.011
212,[-0.41888428],0.878
213,[-0.41888428],0.908
214,[-0.41888428],0.979
215,[-0.41888428],0.974
216,[-0.41888428],1.004
217,[-0.41888428],1.152
218,[-0.41888428],1.051
219,[-0.41888428],0.898
220,[-0.41888428],0.907
221,[-0.41888428],0.873
222,[-0.41888428],1.008
223,[-0.41888428],0.885
224,[-0.41888428],0.915
225,[-0.41888428],0.892
226,[-0.41888428],1.017
227,[-0.41888428],1.072
228,[-0.41888428],1.029
229,[-0.41888428],0.907
230,[-0.41888428],1.007
231,[-0.41888428],0.941
232,[-0.41888428],1.117
233,[-0.41888428],1.095
234,[-0.41888428],0.904
235,[-0.41888428],0.908
236,[-0.41888428],0.902
237,[-0.41888428],0.925
238,[-0.41888428],0.891
239,[-0.41888428],0.904
240,[-0.41888428],0.882
241,[-0.41888428],0.890
242,[-0.41888428],0.877
243,[-0.41888428],1.007
244,[-0.41888428],0.944
245,[-0.41888428],0.894
246,[-0.41888428],0.934
247,[-0.41888428],1.084
248,[-0.41888428],1.257
249,[-0.41888428],1.287
250,[-0.41888428],1.148
251,[-0.41888428],0.948
252,[-0.41888428],0.889
253,[-0.41888428],0.983
254,[-0.41888428],1.019
255,[-0.41888428],0.998
256,[-0.41888428],1.006
257,[-0.41888428],0.954
258,[-0.41888428],0.993
259,[-0.41888428],0.870
260,[-0.41888428],0.882
261,[-0.41888428],0.902
262,[-0.41888428],0.864
263,[-0.41888428],1.191
264,[-0.41888428],1.061
265,[-0.41888428],0.941
266,[-0.41888428],0.964
267,[-0.41888428],0.898
268,[-0.41888428],1.016
269,[-0.41888428],0.957
270,[-0.41888428],0.991
271,[-0.41888428],1.029
272,[-0.41888428],0.892
273,[-0.41888428],0.942
274,[-0.41888428],0.994
275,[-0.41888428],0.984
276,[-0.41888428],1.006
277,[-0.41888428],1.014
278,[-0.41888428],1.156
279,[-0.41888428],1.010
280,[-0.41888428],1.019
281,[-0.41888428],0.980
282,[-0.41888428],0.876
283,[-0.41888428],0.927
284,[-0.41888428],0.981
285,[-0.41888428],0.968
286,[-0.41888428],0.987
287,[-0.41888428],0.912
288,[-0.41888428],1.078
289,[-0.41888428],1.085
290,[-0.41888428],1.009
291,[-0.41888428],0.976
292,[-0.41888428],0.884
293,[-0.41888428],1.198
294,[-0.41888428],1.191
295,[-0.41888428],0.987
296,[-0.41888428],0.899
297,[-0.41888428],0.891
298,[-0.41888428],0.960
299,[-0.41888428],0.986
300,[-0.41888428],0.982
301,[-0.41888428],0.869
302,[-0.41888428],0.905
303,[-0.41888428],0.883
304,[-0.41888428],1.008
305,[-0.41888428],0.906
306,[-0.41888428],0.908
307,[-0.41888428],0.930
308,[-0.41888428],0.978
309,[-0.41888428],1.147
310,[-0.41888428],1.055
311,[-0.41888428],0.974
312,[-0.41888428],0.883
313,[-0.41888428],0.900
314,[-0.41888428],0.899
315,[-0.41888428],0.867
316,[-0.41888428],0.899
317,[-0.41888428],0.970
318,[-0.41888428],1.002
319,[-0.41888428],0.869
320,[-0.41888428],0.932
321,[-0.41888428],1.006
322,[-0.41888428],0.975
323,[-0.41888428],0.973
324,[-0.41888428],0.903
325,[-0.41888428],1.129
326,[-0.41888428],1.002
327,[-0.41888428],0.862
328,[-0.41888428],0.868
329,[-0.41888428],0.884
330,[-0.41888428],1.049
331,[-0.41888428],0.896
