generation,best_fitness,elapsed
000,[0.79655415],2.871
001,[0.79655415],1.234
002,[0.79655415],1.424
003,[0.79655415],1.225
004,[0.79655415],1.128
005,[0.79655415],1.118
006,[0.79655415],1.166
007,[0.79655415],2.091
008,[0.79655415],1.088
009,[0.79668355],1.029
010,[0.79668355],0.840
011,[0.79668355],0.827
012,[0.79668355],0.823
013,[0.79668355],0.827
014,[0.79668355],0.850
015,[0.79668355],1.049
016,[0.79668355],0.968
017,[0.79668355],1.183
018,[0.79668355],1.109
019,[0.79668355],1.133
020,[0.79668355],1.172
021,[0.79668355],1.178
022,[0.79668355],1.167
023,[0.79668355],1.136
024,[0.79668355],1.119
025,[0.79668355],0.954
026,[0.79668355],1.048
027,[0.79668355],1.237
028,[0.79668355],1.160
029,[0.7969069],1.170
030,[0.7969069],1.264
031,[0.7969069],1.200
032,[0.796907],1.180
033,[0.796907],1.189
034,[0.8006883],1.108
035,[0.8247753],1.193
036,[0.8247753],1.142
037,[0.8247753],1.076
038,[0.82609576],1.086
039,[0.82609576],1.190
040,[0.82609576],1.186
041,[0.82609576],1.226
042,[0.82804364],1.180
043,[0.8382956],1.174
044,[0.8382956],1.201
045,[0.8382956],1.029
046,[0.8382956],1.227
047,[0.84373313],1.072
048,[0.84373313],1.083
049,[0.84373313],0.871
050,[0.8483456],0.894
051,[0.8483456],1.036
052,[0.8483456],1.151
053,[0.8483456],1.213
054,[0.8483456],1.165
055,[0.8483456],1.161
056,[0.8483456],1.096
057,[0.8483456],1.107
058,[0.8483456],1.139
059,[0.8483456],1.154
060,[0.8483456],1.083
061,[0.8483456],0.926
062,[0.848395],0.950
063,[0.8483956],1.161
064,[0.8483956],1.203
065,[0.8483956],1.188
066,[0.8483956],1.141
067,[0.8483956],1.109
068,[0.8483956],1.133
069,[0.8483956],1.184
070,[0.8483956],1.177
071,[0.8483956],1.256
072,[0.8483956],1.184
073,[0.8483956],1.151
074,[0.8483956],1.388
075,[0.8483956],1.434
076,[0.8483956],1.439
077,[0.8483956],1.440
078,[0.8483956],1.454
079,[0.8483956],1.483
080,[0.8483956],1.496
081,[0.8483956],1.431
082,[0.8483956],1.424
083,[0.8483956],1.458
084,[0.8483956],1.461
085,[0.8483956],1.434
086,[0.8483956],1.448
087,[0.8483956],1.403
088,[0.8483956],1.457
089,[0.8485189],1.410
090,[0.8485189],1.406
091,[0.8485189],1.402
092,[0.8485189],1.420
093,[0.8485189],1.198
094,[0.8485189],1.163
095,[0.8485189],1.153
096,[0.8485189],1.155
097,[0.8485189],1.062
098,[0.8485189],1.025
099,[0.8485189],0.953
100,[0.8485189],0.964
101,[0.8485189],0.864
102,[0.8485189],0.862
103,[0.8485189],0.946
104,[0.8485189],0.952
105,[0.8485189],0.943
106,[0.8485189],0.825
107,[0.8485189],0.865
108,[0.8485189],0.869
109,[0.8485189],0.931
110,[0.8485189],0.930
111,[0.8485189],0.955
112,[0.8485189],0.894
113,[0.8485189],0.850
114,[0.8485189],0.965
115,[0.8485189],0.951
116,[0.8485189],0.962
117,[0.8485189],0.879
118,[0.8485189],1.055
119,[0.8485189],1.082
120,[0.8485189],1.152
121,[0.8485189],1.170
122,[0.8485189],1.192
123,[0.8485189],1.159
124,[0.8485189],1.117
125,[0.8485189],1.039
126,[0.8485189],1.144
127,[0.8485189],1.142
128,[0.8485189],1.186
129,[0.8485189],1.139
130,[0.8485189],1.239
131,[0.8485189],1.137
132,[0.8485189],1.166
133,[0.8485189],1.156
134,[0.8485189],1.106
135,[0.8485189],1.181
136,[0.8485189],1.219
137,[0.8485189],1.154
138,[0.8485189],1.139
139,[0.8485189],1.212
140,[0.8485189],1.031
141,[0.8485189],1.157
142,[0.8485189],1.071
143,[0.8485189],1.248
144,[0.8485189],1.183
145,[0.8485189],1.161
146,[0.8485189],1.153
147,[0.8485189],1.081
148,[0.8485189],1.167
149,[0.8485189],1.143
150,[0.8485189],1.126
151,[0.84919393],1.191
152,[0.84919393],1.163
153,[0.84919393],1.123
154,[0.84919393],1.079
155,[0.84919393],1.194
156,[0.84919393],1.223
157,[0.84919393],1.206
158,[0.84919393],1.203
159,[0.84919393],1.164
160,[0.84919393],1.133
161,[0.84919393],1.023
162,[0.8493014],1.090
163,[0.8493014],1.168
164,[0.8493014],1.136
165,[0.8493014],1.115
166,[0.8493014],1.162
167,[0.8493014],2.272
168,[0.8493014],1.172
169,[0.8493014],1.138
170,[0.8493014],1.236
171,[0.8493014],1.052
172,[0.8493014],0.892
173,[0.8493014],0.861
174,[0.8493014],0.956
175,[0.8493014],1.012
176,[0.8493014],0.856
177,[0.8493014],0.861
178,[0.8493014],0.899
179,[0.8493014],0.970
180,[0.8493014],0.954
181,[0.8493014],0.985
182,[0.8493014],0.902
183,[0.8493014],0.959
184,[0.8493014],0.969
185,[0.8493014],0.988
186,[0.8493014],0.885
187,[0.8493014],0.962
188,[0.8494207],0.941
189,[0.8494207],0.987
190,[0.8494207],0.847
191,[0.8494207],0.866
192,[0.8494207],0.925
193,[0.8494207],0.937
194,[0.8494207],0.973
195,[0.8494207],0.852
196,[0.8494207],0.863
197,[0.8494207],0.872
198,[0.8494207],0.867
199,[0.8494207],0.862
200,[0.8494207],0.852
201,[0.8494207],0.859
202,[0.8494207],0.870
203,[0.8494207],0.886
204,[0.8494207],0.884
205,[0.8494207],0.875
206,[0.8494207],0.987
207,[0.8494207],0.954
208,[0.8494207],0.865
209,[0.8494207],0.893
210,[0.8494207],0.848
211,[0.8494207],0.870
212,[0.8494207],0.888
213,[0.8494207],0.842
214,[0.8494207],0.974
215,[0.8494207],0.939
216,[0.8494207],1.064
217,[0.8494207],1.216
218,[0.8494207],1.175
219,[0.8494207],1.141
220,[0.8494207],1.156
221,[0.8494207],1.194
222,[0.8494207],1.259
223,[0.8494207],1.185
224,[0.8494207],1.041
225,[0.8494207],1.133
226,[0.8494207],0.994
227,[0.8494207],0.944
228,[0.8494207],0.987
229,[0.8494207],1.025
230,[0.8494207],1.046
231,[0.8494207],0.887
232,[0.8494207],0.838
233,[0.8494207],0.862
234,[0.8494207],0.883
235,[0.8494207],0.874
236,[0.8494207],0.981
237,[0.8494207],0.995
238,[0.8494207],0.844
239,[0.8494207],0.869
240,[0.8494207],0.840
241,[0.8494207],0.882
242,[0.8494207],0.876
243,[0.8494207],0.885
244,[0.8494207],0.968
245,[0.8494207],0.928
246,[0.8494207],0.958
247,[0.8494207],0.846
248,[0.8494207],0.857
249,[0.8494207],0.861
250,[0.8494207],0.949
251,[0.8494207],0.931
252,[0.8494207],1.114
253,[0.8494207],1.152
254,[0.8494207],1.238
255,[0.8494207],1.164
256,[0.8494207],1.184
257,[0.8494207],1.206
258,[0.8494207],1.206
259,[0.8494207],1.216
260,[0.8494207],1.214
261,[0.8494207],1.125
262,[0.8494207],1.097
263,[0.8494207],0.994
264,[0.8494207],0.865
265,[0.8494207],0.861
266,[0.8494207],0.850
267,[0.8494207],0.933
268,[0.8494207],0.946
269,[0.8494207],0.969
270,[0.8494207],0.847
271,[0.8494207],0.894
272,[0.8494207],0.969
273,[0.8494207],0.973
274,[0.8494207],0.995
275,[0.8494207],0.845
276,[0.8494207],0.849
277,[0.8494207],0.854
278,[0.8494207],0.889
279,[0.8494207],0.937
280,[0.8494207],0.947
281,[0.8494207],0.931
282,[0.8494207],0.954
283,[0.8494207],0.850
284,[0.8494207],0.951
285,[0.8494207],0.949
286,[0.8494207],0.947
287,[0.8494207],0.897
288,[0.8494207],0.862
289,[0.8494207],0.954
290,[0.8494207],0.935
291,[0.8494207],0.937
292,[0.8494207],0.860
293,[0.8494207],0.887
294,[0.8494207],0.973
295,[0.8494207],0.944
296,[0.8494207],0.950
297,[0.8494207],0.881
298,[0.8494207],0.856
299,[0.8494207],0.973
300,[0.8494207],0.953
301,[0.8494207],1.005
302,[0.8494207],0.878
303,[0.8494207],0.970
304,[0.8494207],0.995
305,[0.8494207],0.969
306,[0.8494207],0.889
307,[0.8494207],0.869
308,[0.8494207],0.859
309,[0.8494207],0.864
310,[0.8494207],0.868
311,[0.8494207],0.870
312,[0.8494207],0.989
313,[0.8494207],0.991
314,[0.8494207],0.865
315,[0.8494207],0.860
316,[0.8494207],0.884
317,[0.8494366],0.844
318,[0.8494366],0.873
319,[0.8494366],0.862
320,[0.8494366],0.873
321,[0.8494366],0.857
322,[0.8494366],0.877
323,[0.8494366],0.871
324,[0.8494366],0.896
325,[0.8494366],0.878
326,[0.8494366],0.875
327,[0.8494366],0.873
328,[0.8494366],0.886
329,[0.8494366],0.885
330,[0.8494366],0.860
331,[0.8494366],0.956
332,[0.8494366],0.945
333,[0.8494366],0.942
334,[0.8494366],0.887
335,[0.8494366],0.867
336,[0.8494366],1.006
337,[0.8494366],0.978
338,[0.8494366],0.960
339,[0.8494366],0.885
340,[0.8494366],0.866
341,[0.8494366],0.852
342,[0.8494366],0.868
343,[0.8494366],0.930
344,[0.8494366],0.945
345,[0.8494366],1.016
346,[0.8494366],0.895
347,[0.8494366],0.970
348,[0.8494366],0.949
349,[0.8494366],0.976
350,[0.8494366],0.882
351,[0.8494366],0.971
352,[0.8494366],0.966
353,[0.8494366],0.990
354,[0.8494366],0.887
355,[0.8494366],0.970
356,[0.8494366],1.019
357,[0.8494366],0.967
358,[0.8494366],1.008
359,[0.8494366],0.980
360,[0.8494366],0.890
361,[0.8494366],0.892
362,[0.8494366],1.115
363,[0.8494366],0.999
364,[0.8494366],0.985
365,[0.8494366],0.882
366,[0.8494366],0.845
367,[0.8494366],0.985
368,[0.8494366],0.966
369,[0.8494366],0.948
370,[0.8494366],0.867
371,[0.8494366],0.856
372,[0.8494366],0.968
373,[0.8494366],0.959
374,[0.8494366],2.208
375,[0.8494366],0.840
376,[0.8494366],0.845
377,[0.8494366],0.859
378,[0.8494366],0.897
379,[0.8494366],0.869
380,[0.8494366],0.854
381,[0.8494366],0.871
382,[0.8494366],0.984
383,[0.8494366],0.957
384,[0.8494366],0.980
385,[0.8494366],0.917
386,[0.8494366],0.890
387,[0.8494366],0.849
388,[0.8494366],0.847
389,[0.8494366],0.883
390,[0.8494366],0.865
391,[0.8494366],0.988
392,[0.8494366],0.969
393,[0.8494366],0.969
394,[0.8494366],0.851
395,[0.8494366],0.867
396,[0.8494366],0.866
397,[0.8494366],0.866
398,[0.8494366],0.854
399,[0.8494366],0.933
400,[0.8494366],0.965
401,[0.8494366],0.960
402,[0.8494366],0.861
403,[0.8494366],0.861
404,[0.8494366],0.963
405,[0.8494366],0.934
406,[0.8494366],0.975
407,[0.8494366],0.896
408,[0.8494366],0.991
409,[0.8494366],0.953
410,[0.8494366],0.981
411,[0.8494366],0.855
412,[0.8494366],0.894
413,[0.8494366],0.894
414,[0.8494366],0.896
415,[0.8494366],0.877
416,[0.8494366],0.867
417,[0.8494366],0.856
418,[0.8494366],0.853
419,[0.8494366],0.860
420,[0.8494366],0.868
421,[0.8494366],0.880
422,[0.8494366],0.880
423,[0.8494366],0.842
424,[0.8494366],0.883
425,[0.8494366],0.875
426,[0.849524],0.851
427,[0.849524],0.856
428,[0.849524],0.874
429,[0.849524],0.976
430,[0.849524],0.985
431,[0.849524],1.010
432,[0.849524],0.904
433,[0.849524],0.884
434,[0.849524],0.891
435,[0.8524584],0.887
436,[0.8524584],0.882
437,[0.8524584],0.945
438,[0.8524584],0.954
439,[0.8524584],0.987
440,[0.8528297],0.872
441,[0.8528297],0.875
442,[0.8528297],0.882
443,[0.8528297],0.870
444,[0.8528297],0.975
445,[0.8528297],0.990
446,[0.85302836],0.858
447,[0.85302836],0.864
448,[0.85302836],0.867
449,[0.85302836],0.850
450,[0.85302836],0.997
451,[0.85302836],0.960
452,[0.85302836],0.868
453,[0.85302836],0.908
454,[0.85302836],0.874
455,[0.85302836],0.881
456,[0.85302836],0.852
457,[0.85302836],0.867
458,[0.85302836],0.883
459,[0.85302836],0.834
460,[0.85302836],0.867
461,[0.85302836],0.993
462,[0.85302836],0.994
463,[0.85302836],0.966
464,[0.85302836],0.889
465,[0.85302836],0.869
466,[0.85302836],0.909
467,[0.85302836],0.847
468,[0.85302836],0.879
469,[0.85302836],0.870
470,[0.85302836],0.883
471,[0.85302836],0.899
472,[0.85302836],1.003
473,[0.85302836],0.883
474,[0.85302836],0.862
475,[0.85302836],0.872
476,[0.85302836],0.877
477,[0.85302836],0.857
478,[0.85302836],0.961
479,[0.85302836],0.959
480,[0.85302836],0.964
481,[0.85302836],0.862
482,[0.85302836],0.868
483,[0.85302836],0.973
484,[0.85302836],0.988
485,[0.85302836],0.863
486,[0.85302836],0.874
487,[0.85302836],0.855
488,[0.85302836],0.868
489,[0.85302836],0.868
490,[0.85302836],0.873
491,[0.85302836],0.973
492,[0.85302836],0.974
493,[0.85302836],0.976
494,[0.85302836],0.905
495,[0.85302836],0.932
496,[0.85302836],0.941
497,[0.85302836],1.001
498,[0.85302836],0.865
499,[0.85302836],0.872
500,[0.85302836],0.867
501,[0.85302836],0.886
502,[0.85302836],0.854
503,[0.85302836],0.853
504,[0.85302836],0.853
505,[0.85302836],0.895
506,[0.85302836],0.878
507,[0.85302836],0.870
508,[0.85302836],0.872
509,[0.85302836],0.838
510,[0.85302836],0.863
511,[0.85302836],0.897
512,[0.85302836],0.879
513,[0.85302836],0.882
514,[0.85302836],0.968
515,[0.85302836],0.972
516,[0.85302836],0.873
517,[0.85302836],0.852
518,[0.85302836],0.869
519,[0.85302836],0.864
520,[0.85302836],0.891
521,[0.85302836],0.874
522,[0.85302836],0.950
523,[0.85302836],0.946
524,[0.85302836],0.991
525,[0.85302836],0.898
526,[0.85302836],0.975
527,[0.85302836],0.942
528,[0.85302836],0.969
529,[0.85302836],0.897
530,[0.85302836],0.869
531,[0.85302836],0.880
532,[0.85302836],0.869
533,[0.85302836],0.981
534,[0.85302836],0.995
535,[0.85302836],0.875
536,[0.85302836],0.862
537,[0.85302836],0.860
538,[0.85302836],0.850
539,[0.85302836],0.872
540,[0.85302836],0.858
541,[0.85302836],0.854
542,[0.85302836],0.984
543,[0.85302836],1.002
544,[0.85302836],0.985
545,[0.85302836],1.004
546,[0.85302836],0.980
547,[0.85302836],1.006
548,[0.85302836],0.886
549,[0.85302836],2.578
550,[0.85302836],0.864
551,[0.85302836],0.875
552,[0.85302836],0.864
553,[0.85302836],0.859
554,[0.85302836],0.862
555,[0.85302836],0.968
556,[0.85302836],0.961
557,[0.85302836],0.952
558,[0.85302836],0.893
559,[0.85302836],0.880
560,[0.85302836],0.810
561,[0.85302836],0.833
562,[0.85302836],0.855
563,[0.85302836],0.861
564,[0.85302836],0.988
565,[0.85302836],0.993
566,[0.85302836],0.881
567,[0.85302836],0.842
568,[0.85302836],0.855
569,[0.85302836],0.844
570,[0.85302836],0.872
571,[0.85302836],0.880
572,[0.85302836],0.869
573,[0.85302836],0.881
574,[0.85302836],0.891
575,[0.85302836],0.946
576,[0.85302836],0.962
577,[0.85302836],0.943
578,[0.85302836],0.879
579,[0.85302836],0.863
580,[0.85302836],0.857
581,[0.85302836],0.872
582,[0.85302836],0.872
583,[0.85302836],0.997
584,[0.85302836],1.010
585,[0.85302836],0.940
586,[0.85302836],0.995
587,[0.85302836],0.840
588,[0.85302836],0.857
589,[0.85302836],0.868
590,[0.85302836],0.899
591,[0.85302836],0.957
592,[0.85302836],0.952
593,[0.85302836],0.975
594,[0.85302836],0.851
595,[0.85302836],0.858
596,[0.85302836],0.968
597,[0.85302836],1.000
598,[0.85302836],0.972
599,[0.85302836],0.898
600,[0.85302836],0.878
601,[0.85302836],0.850
602,[0.85302836],0.931
603,[0.85302836],0.967
604,[0.85302836],0.949
605,[0.85302836],0.939
606,[0.85302836],1.054
607,[0.85302836],0.943
608,[0.85302836],1.211
609,[0.85302836],1.055
610,[0.85302836],0.882
611,[0.85302836],0.917
612,[0.85302836],0.872
613,[0.85302836],0.867
614,[0.85302836],0.970
615,[0.85302836],0.968
616,[0.85302836],0.960
617,[0.85302836],0.859
618,[0.85302836],0.863
619,[0.85302836],0.954
620,[0.8531237],0.965
621,[0.8531237],0.966
622,[0.8531237],0.873
623,[0.8531237],0.880
624,[0.8531332],0.872
625,[0.8531332],0.842
626,[0.8531332],0.860
627,[0.8531332],0.894
628,[0.8531332],0.863
629,[0.8531332],0.969
630,[0.8531332],1.015
631,[0.8531332],1.017
632,[0.8531332],0.980
633,[0.8531332],0.876
634,[0.8531332],0.855
635,[0.8531332],0.877
636,[0.853206],0.965
637,[0.853206],0.953
638,[0.853206],0.975
639,[0.853206],0.905
640,[0.853206],0.850
641,[0.853206],0.900
642,[0.853206],0.838
643,[0.853206],0.842
644,[0.853206],0.988
645,[0.853206],0.895
646,[0.853206],0.859
647,[0.853206],0.848
648,[0.853206],0.860
649,[0.853206],0.872
650,[0.853206],0.887
651,[0.853206],0.867
652,[0.853206],0.856
653,[0.853206],0.857
654,[0.853206],0.861
655,[0.853206],0.854
656,[0.853206],0.877
657,[0.853206],0.858
658,[0.853206],0.871
659,[0.853206],0.868
660,[0.853206],0.845
661,[0.853206],0.902
662,[0.853206],0.977
663,[0.853206],0.951
664,[0.853206],0.955
665,[0.853206],0.875
666,[0.853206],0.884
667,[0.853206],0.944
668,[0.853206],0.958
669,[0.853206],0.975
670,[0.853206],0.874
671,[0.853206],0.874
672,[0.853206],0.870
673,[0.853206],0.853
674,[0.853206],0.857
675,[0.853206],0.838
676,[0.853206],0.865
677,[0.853206],0.890
678,[0.853206],0.877
679,[0.853206],0.874
680,[0.853206],0.985
681,[0.853206],0.977
682,[0.853206],0.856
683,[0.853206],0.948
684,[0.853206],0.953
685,[0.853206],0.972
686,[0.853206],0.861
687,[0.853206],0.844
688,[0.853206],0.967
689,[0.853206],0.935
690,[0.853206],0.985
691,[0.853206],0.883
692,[0.853206],0.862
693,[0.853206],0.860
694,[0.853206],0.851
695,[0.853206],0.852
696,[0.853206],0.966
697,[0.853206],0.956
698,[0.853206],0.996
699,[0.853206],0.864
700,[0.853206],0.852
701,[0.853206],0.852
702,[0.853206],0.856
703,[0.853206],0.890
704,[0.853206],0.841
705,[0.853206],0.849
706,[0.85339105],0.847
707,[0.85339105],0.979
708,[0.85339105],0.953
709,[0.85339105],0.964
710,[0.85339105],0.901
711,[0.85339105],0.872
712,[0.85339105],0.869
713,[0.85339105],0.867
714,[0.85339105],0.960
715,[0.85339105],0.946
716,[0.85339105],0.972
717,[0.85339105],0.850
718,[0.85339105],0.870
719,[0.85339105],0.825
720,[0.85339105],0.841
721,[0.85339105],0.860
722,[0.85339105],0.855
723,[0.85339105],0.876
724,[0.85339105],0.867
725,[0.85339105],0.890
726,[0.85339105],0.976
727,[0.85339105],0.953
728,[0.85339105],0.889
729,[0.85339105],0.879
730,[0.8535607],0.868
731,[0.8535607],0.873
732,[0.8535607],0.849
733,[0.8535607],0.868
734,[0.8535607],0.977
735,[0.8535607],0.944
736,[0.8535607],0.975
737,[0.8535607],0.864
738,[0.8535607],0.984
739,[0.8535607],0.965
740,[0.8535607],0.970
741,[0.8535607],0.891
742,[0.8535607],0.847
743,[0.8535607],0.889
744,[0.8535607],0.875
745,[0.8535607],1.002
746,[0.8535607],0.987
747,[0.8535607],0.956
748,[0.8535607],0.875
749,[0.8535607],0.860
750,[0.8535607],0.862
751,[0.8535607],0.879
752,[0.8535607],0.845
753,[0.8535607],0.857
754,[0.8535607],0.866
755,[0.8535607],0.968
756,[0.8535607],0.956
757,[0.8535607],0.961
758,[0.8535607],0.845
759,[0.8535607],0.844
760,[0.8535607],0.870
761,[0.8535607],0.867
762,[0.8535607],0.869
763,[0.8535607],0.846
764,[0.8535607],0.878
765,[0.8535607],0.853
766,[0.8535607],0.858
767,[0.8535607],2.620
768,[0.8535607],0.870
769,[0.8535607],0.854
770,[0.8535607],0.857
771,[0.8535607],0.865
772,[0.8535607],0.862
773,[0.8535607],0.861
774,[0.8535607],0.873
775,[0.8535607],0.893
776,[0.8535607],0.972
777,[0.8535607],0.949
778,[0.8535607],0.941
779,[0.8535607],0.871
780,[0.8535607],0.880
781,[0.8535607],0.950
782,[0.8535607],0.959
783,[0.8535607],1.000
784,[0.8535607],0.889
785,[0.8535607],0.970
786,[0.8535607],1.003
787,[0.8535607],0.960
788,[0.8535607],1.013
789,[0.8535607],0.991
790,[0.8535607],1.006
791,[0.8535607],0.889
792,[0.8535607],0.876
793,[0.8535607],0.891
794,[0.8535607],0.981
795,[0.8535607],0.959
796,[0.8535607],0.877
797,[0.8535607],0.864
798,[0.8535607],0.890
799,[0.8535607],0.849
800,[0.8535607],0.869
801,[0.8535607],0.880
802,[0.8535607],0.955
803,[0.8535607],0.963
804,[0.8535607],1.000
805,[0.8535607],0.872
806,[0.8535607],0.869
807,[0.8535607],0.867
808,[0.8535607],0.880
809,[0.8535607],0.994
810,[0.8535607],1.029
811,[0.8535607],1.005
812,[0.8535607],0.887
813,[0.8535607],0.870
814,[0.8535607],0.874
815,[0.8535607],0.879
816,[0.8535607],0.989
817,[0.8535607],0.963
818,[0.8535607],0.982
819,[0.8535607],0.871
820,[0.8535607],1.002
821,[0.8535607],0.996
822,[0.8535607],0.869
823,[0.8535607],0.864
824,[0.8535607],0.832
825,[0.8535607],0.876
826,[0.8535607],0.842
827,[0.8535607],0.869
828,[0.8535607],0.860
829,[0.8535607],0.945
830,[0.8535607],0.964
831,[0.8535607],0.981
832,[0.8535607],0.879
833,[0.8535607],0.861
834,[0.8535607],0.869
835,[0.8535607],0.877
836,[0.8535607],0.859
837,[0.8535607],0.861
838,[0.8535607],0.855
839,[0.8535607],0.853
840,[0.8535607],0.931
841,[0.8535607],0.939
842,[0.8535607],0.964
843,[0.8535607],0.860
844,[0.8535607],0.884
845,[0.8535607],0.973
846,[0.8535607],0.959
847,[0.8535607],1.005
848,[0.8535607],0.857
849,[0.8535607],0.832
850,[0.8535607],0.857
851,[0.8535607],0.855
852,[0.8535607],0.866
853,[0.8535607],0.988
854,[0.8535607],0.970
855,[0.8535607],0.872
856,[0.8535607],0.867
857,[0.8535607],0.865
858,[0.8535607],0.868
859,[0.8535607],0.865
860,[0.8535607],0.869
861,[0.8535607],0.867
862,[0.8535607],0.880
863,[0.8535607],0.874
864,[0.8535607],0.987
865,[0.8535607],0.967
866,[0.8535607],0.882
867,[0.8535607],0.880
868,[0.8535607],0.889
869,[0.8535607],0.967
870,[0.8535607],0.993
871,[0.8535607],0.862
872,[0.8535607],0.863
873,[0.8535607],0.853
874,[0.8535607],0.859
875,[0.8535607],0.986
876,[0.8535607],0.929
877,[0.8535607],0.978
878,[0.8535607],0.889
879,[0.8535607],1.000
880,[0.8535607],1.009
881,[0.8535607],0.968
882,[0.8535607],0.984
883,[0.8535607],0.868
884,[0.8535607],0.880
885,[0.8535607],0.893
886,[0.8535607],0.974
887,[0.8535607],0.986
