generation,best_fitness,elapsed
000,[0.79655415],2.247
001,[0.79655415],0.922
002,[0.79655415],0.914
003,[0.79655415],0.967
004,[0.79655415],1.164
005,[0.79655415],1.158
006,[0.79673064],1.265
007,[0.79673064],1.169
008,[0.79673064],1.042
009,[0.79673064],0.850
010,[0.79673064],3.546
011,[0.79673064],0.869
012,[0.79673064],0.830
013,[0.79673064],0.912
014,[0.79673064],1.067
015,[0.79673064],1.067
016,[0.79673064],1.149
017,[0.79673064],1.053
018,[0.79673064],0.871
019,[0.79673064],0.893
020,[0.79673064],0.913
021,[0.79673064],1.069
022,[0.79673064],0.969
023,[0.79673064],0.973
024,[0.79673064],0.898
025,[0.79673064],0.891
026,[0.79673064],0.879
027,[0.79673064],0.883
028,[0.79673064],0.873
029,[0.79673064],0.988
030,[0.79673064],0.990
031,[0.79673064],0.871
032,[0.79673064],1.012
033,[0.79673064],0.999
034,[0.79673064],0.910
035,[0.79673064],1.001
036,[0.79673064],0.971
037,[0.79673064],0.979
038,[0.79673064],0.885
039,[0.79673064],1.019
040,[0.79673064],0.989
041,[0.7968858],0.954
042,[0.7968858],0.899
043,[0.7968858],0.892
044,[0.7968858],1.039
045,[0.7968858],0.992
046,[0.7968883],0.951
047,[0.7968883],1.055
048,[0.7968883],1.081
049,[0.7968883],0.863
050,[0.7968883],0.921
051,[0.7968883],0.899
052,[0.7968883],1.016
053,[0.798099],0.940
054,[0.7999313],0.999
055,[0.7999313],0.875
056,[0.7999313],0.998
057,[0.7999313],0.991
058,[0.79995286],0.905
059,[0.79995286],0.929
060,[0.79995286],0.972
061,[0.79995286],1.000
062,[0.79995286],0.955
063,[0.79996854],1.098
064,[0.79996854],1.060
065,[0.79996854],0.875
066,[0.79996854],1.025
067,[0.79996854],0.972
068,[0.80035543],0.998
069,[0.8003761],1.000
070,[0.8003761],1.009
071,[0.8006593],0.983
072,[0.8006593],0.891
073,[0.8006593],0.943
074,[0.8006593],1.001
075,[0.8006593],1.016
076,[0.8006593],1.031
077,[0.80075294],0.907
078,[0.80075294],1.106
079,[0.80075294],0.892
080,[0.80075294],0.997
081,[0.80075294],1.028
082,[0.80075294],0.969
083,[0.80075294],1.051
084,[0.80075294],0.989
085,[0.80075294],0.977
086,[0.80075294],0.872
087,[0.80075294],0.908
088,[0.80075294],1.008
089,[0.80075294],0.988
090,[0.80075294],0.883
091,[0.80075294],0.862
092,[0.80075294],0.891
093,[0.80075294],0.993
094,[0.80075294],1.073
095,[0.80075294],1.045
096,[0.80075294],0.869
097,[0.80075294],1.020
098,[0.80075294],0.973
099,[0.80075294],0.883
100,[0.80075294],0.903
101,[0.80075294],0.982
102,[0.80075294],0.967
103,[0.80075294],0.961
104,[0.80075294],0.859
105,[0.80075294],0.894
106,[0.805786],0.904
107,[0.805786],0.912
108,[0.8078116],0.917
109,[0.8078116],1.045
110,[0.8078116],1.202
111,[0.8078116],1.084
112,[0.8078116],0.862
113,[0.8211044],1.025
114,[0.83869094],0.989
115,[0.84234035],0.853
116,[0.84234035],0.916
117,[0.84234035],1.022
118,[0.84234035],0.941
119,[0.84234035],0.987
120,[0.84234035],0.876
121,[0.84234035],1.028
122,[0.84234035],0.985
123,[0.844043],1.020
124,[0.844043],0.978
125,[0.844043],1.140
126,[0.844043],1.002
127,[0.844043],0.893
128,[0.844043],0.915
129,[0.844043],1.036
130,[0.844043],0.973
131,[0.844043],0.857
132,[0.844043],0.981
133,[0.844043],0.990
134,[0.844043],0.855
135,[0.844043],0.903
136,[0.844043],0.862
137,[0.844043],1.048
138,[0.844043],0.874
139,[0.844043],0.903
140,[0.844043],0.867
141,[0.844043],1.093
142,[0.844043],0.976
143,[0.844043],0.846
144,[0.844043],0.928
145,[0.844043],0.967
146,[0.844043],1.058
147,[0.844043],0.994
148,[0.844043],0.997
149,[0.844043],1.002
150,[0.844043],0.975
151,[0.844043],0.874
152,[0.844043],0.924
153,[0.844043],0.879
154,[0.844043],0.890
155,[0.844043],0.852
156,[0.844043],1.015
157,[0.844043],1.102
158,[0.844043],0.989
159,[0.844043],0.870
160,[0.844043],1.012
161,[0.844043],0.937
162,[0.844043],0.981
163,[0.844043],0.919
164,[0.844043],1.036
165,[0.844043],0.903
166,[0.844043],0.902
167,[0.844043],0.876
168,[0.844043],0.899
169,[0.844043],0.944
170,[0.844043],0.995
171,[0.844043],0.939
172,[0.844043],1.099
173,[0.844043],1.057
174,[0.844043],0.877
175,[0.844043],1.030
176,[0.844043],1.037
177,[0.844043],0.995
178,[0.844043],0.977
179,[0.844043],0.987
180,[0.844043],1.015
181,[0.844043],0.977
182,[0.844043],0.888
183,[0.844043],0.868
184,[0.844043],0.891
185,[0.844043],0.908
186,[0.844043],0.901
187,[0.844043],0.879
188,[0.844043],1.114
189,[0.844043],0.880
190,[0.844043],0.891
191,[0.844043],0.985
192,[0.844043],0.990
193,[0.844043],0.865
194,[0.844043],0.891
195,[0.844043],0.903
196,[0.844043],0.907
197,[0.844043],0.995
198,[0.844043],0.957
199,[0.844043],0.994
200,[0.844043],0.891
201,[0.844043],1.178
202,[0.844043],1.158
203,[0.844043],1.188
204,[0.844043],1.193
205,[0.844043],1.126
206,[0.844043],1.035
207,[0.844043],1.090
208,[0.844043],1.054
209,[0.844043],0.991
210,[0.844043],0.979
211,[0.844043],1.003
212,[0.844043],0.998
213,[0.844043],0.971
214,[0.844043],1.016
215,[0.844043],0.981
216,[0.844043],0.993
217,[0.844043],0.859
218,[0.844043],0.981
219,[0.844043],1.018
220,[0.844043],0.883
221,[0.844043],0.914
222,[0.844043],1.007
223,[0.844043],0.889
224,[0.844043],0.895
225,[0.844043],1.011
226,[0.844043],0.898
227,[0.844043],0.924
228,[0.844043],0.876
229,[0.844043],0.916
230,[0.844043],0.883
231,[0.844043],0.905
232,[0.844043],0.951
233,[0.844043],0.964
234,[0.844043],1.110
235,[0.844043],1.029
236,[0.844043],0.912
237,[0.844043],1.015
238,[0.844043],0.887
239,[0.844043],0.869
240,[0.844043],0.986
241,[0.844043],0.948
242,[0.844043],0.982
243,[0.844043],0.889
244,[0.844043],1.026
245,[0.844043],0.955
246,[0.844043],1.133
247,[0.844043],0.901
248,[0.844043],1.002
249,[0.844043],1.035
250,[0.844043],1.130
251,[0.844043],1.041
252,[0.844043],0.975
253,[0.844043],0.999
254,[0.844043],0.973
255,[0.844043],1.007
256,[0.844043],1.081
257,[0.844043],0.879
258,[0.844043],0.878
259,[0.844043],1.050
260,[0.844043],0.909
261,[0.844043],3.330
262,[0.844043],0.854
263,[0.844043],0.860
264,[0.844043],0.898
265,[0.844043],0.898
266,[0.844043],1.015
267,[0.844043],0.857
268,[0.844043],0.953
269,[0.844043],0.886
270,[0.844043],1.016
271,[0.844043],0.970
272,[0.844043],0.961
273,[0.844043],0.854
274,[0.844043],0.887
275,[0.844043],0.927
276,[0.844043],1.040
277,[0.844043],0.971
278,[0.844043],1.104
279,[0.844043],0.919
280,[0.844043],1.052
281,[0.844043],0.894
282,[0.844043],1.008
283,[0.844043],0.937
284,[0.844043],0.965
285,[0.844043],0.872
286,[0.844043],0.917
287,[0.844043],0.863
288,[0.844043],0.923
289,[0.844043],1.033
290,[0.844043],0.874
291,[0.844043],1.027
292,[0.844043],0.947
293,[0.844043],1.022
294,[0.844043],1.245
295,[0.844043],1.066
296,[0.844043],0.876
297,[0.844043],0.865
298,[0.844043],1.027
299,[0.844043],0.876
300,[0.844043],0.865
301,[0.844043],0.994
302,[0.844043],0.963
303,[0.844043],0.982
304,[0.844043],0.875
305,[0.844043],1.014
306,[0.844043],0.974
307,[0.844043],0.858
308,[0.844043],0.901
309,[0.844043],1.134
310,[0.844043],0.911
311,[0.844043],0.880
312,[0.844043],0.885
313,[0.844043],0.892
314,[0.844043],0.911
315,[0.844043],0.886
316,[0.844043],0.923
317,[0.844043],0.894
318,[0.844043],0.916
319,[0.844043],1.007
320,[0.844043],1.026
321,[0.844043],0.926
322,[0.844043],1.088
323,[0.844043],0.973
324,[0.844043],0.910
325,[0.844043],1.116
326,[0.844043],0.956
327,[0.844043],0.853
328,[0.844043],0.909
329,[0.844043],0.899
330,[0.844043],0.925
331,[0.844043],1.014
332,[0.844043],0.986
333,[0.844043],0.997
334,[0.844043],1.005
335,[0.844043],0.871
336,[0.844043],0.972
337,[0.844043],1.024
338,[0.844043],0.889
339,[0.844043],1.018
340,[0.844043],0.965
341,[0.844043],1.101
342,[0.844043],0.991
343,[0.844043],0.977
344,[0.8440431],0.958
345,[0.8440431],0.892
346,[0.84489024],0.886
347,[0.84489024],0.910
348,[0.84489024],0.917
349,[0.84489024],1.012
350,[0.84489024],0.964
351,[0.84489024],1.003
352,[0.84489024],0.905
353,[0.84489024],0.897
354,[0.84489024],1.009
355,[0.84489024],0.952
356,[0.84489024],1.088
357,[0.84489024],1.062
358,[0.84489024],0.897
359,[0.84489024],1.017
360,[0.84489024],0.957
361,[0.84489024],1.039
362,[0.84489024],0.867
363,[0.84489024],0.918
364,[0.84489024],0.875
365,[0.84489024],0.919
366,[0.84489024],0.870
367,[0.84489024],0.892
368,[0.84489024],0.906
369,[0.84489024],0.877
370,[0.84489024],0.905
371,[0.84489024],0.967
372,[0.84489024],1.087
373,[0.84489024],1.015
374,[0.84489024],0.855
375,[0.84489024],0.860
376,[0.84489024],0.982
377,[0.84489024],0.967
378,[0.84489024],0.888
379,[0.84489024],0.899
380,[0.84489024],0.903
381,[0.84489024],0.907
382,[0.84489024],0.895
383,[0.84489024],0.890
384,[0.84489024],1.066
385,[0.84489024],0.978
386,[0.84489024],0.972
387,[0.84489024],0.868
388,[0.84489024],0.981
389,[0.84489024],1.012
390,[0.84489024],0.960
391,[0.84489024],0.982
392,[0.84489024],0.994
393,[0.84489024],0.855
394,[0.84489024],0.995
395,[0.84489024],1.044
396,[0.84489024],1.003
397,[0.84489024],0.866
398,[0.84489024],0.888
399,[0.84489024],0.985
400,[0.84489024],0.983
401,[0.84489024],0.858
402,[0.84489024],0.923
403,[0.84489024],0.993
404,[0.84489024],1.219
405,[0.84861374],1.111
406,[0.84861374],0.940
407,[0.84861374],0.865
408,[0.84861374],0.906
409,[0.84861374],0.952
410,[0.84861374],0.970
411,[0.84861374],1.015
412,[0.84861374],1.006
413,[0.84861374],1.004
414,[0.84861374],0.885
415,[0.84861374],0.909
416,[0.84861374],0.887
417,[0.84861374],0.912
418,[0.84861374],0.985
419,[0.84861374],1.052
420,[0.84861374],1.028
421,[0.84861374],0.881
422,[0.84861374],0.891
423,[0.84861374],0.978
424,[0.84861374],0.942
425,[0.84861374],0.993
426,[0.84861374],0.849
427,[0.84861374],0.872
428,[0.84861374],0.924
429,[0.84861374],0.883
430,[0.84861374],0.922
431,[0.84861374],0.997
432,[0.84861374],0.954
433,[0.84861374],0.973
434,[0.84861374],0.856
435,[0.84861374],1.096
436,[0.84861374],0.917
437,[0.84861374],0.969
438,[0.84861374],0.976
439,[0.84861374],0.995
440,[0.84861374],0.862
441,[0.8486139],1.004
442,[0.8486139],0.984
443,[0.8486139],0.870
444,[0.8486139],0.908
445,[0.8486139],0.870
446,[0.8486139],0.964
447,[0.8486139],1.022
448,[0.8486139],0.961
449,[0.8486139],1.024
450,[0.8486139],0.971
451,[0.8486139],1.107
452,[0.8486139],1.019
453,[0.84977543],0.882
454,[0.84977543],1.011
455,[0.8498732],0.937
456,[0.8498732],1.012
457,[0.8498732],0.893
458,[0.8498732],0.929
459,[0.8498732],0.995
460,[0.8498732],0.954
461,[0.8498732],0.951
462,[0.8498732],0.881
463,[0.8498732],0.882
464,[0.8498732],0.990
465,[0.8498732],0.953
466,[0.8498732],1.002
467,[0.8498732],1.052
468,[0.8498732],0.965
469,[0.8498732],1.003
470,[0.8498732],0.977
471,[0.8498732],1.012
472,[0.8498732],0.967
473,[0.8498732],0.917
474,[0.8498732],0.906
475,[0.8498732],0.979
476,[0.8498732],0.945
477,[0.8498732],1.023
478,[0.8498732],0.882
479,[0.8498732],1.008
480,[0.8498732],0.978
481,[0.8498732],0.993
482,[0.8498732],1.176
483,[0.8498732],1.021
484,[0.8498732],0.992
485,[0.8498732],0.865
486,[0.8498732],0.894
487,[0.8498732],0.900
488,[0.8498732],0.905
489,[0.8498732],1.008
490,[0.8498732],0.962
491,[0.8498732],0.980
492,[0.8498732],0.862
493,[0.8498732],0.990
494,[0.8498732],0.943
495,[0.8498732],1.018
496,[0.8498732],0.877
497,[0.8498732],1.029
498,[0.8498732],1.186
499,[0.8498732],1.090
500,[0.8498732],0.867
501,[0.8498732],0.851
502,[0.8498732],0.955
503,[0.8498732],0.937
504,[0.8498732],0.963
505,[0.8498732],0.863
506,[0.8498732],0.906
507,[0.8498732],0.877
508,[0.8498732],0.918
509,[0.8498732],0.914
510,[0.8498732],1.040
511,[0.8498732],0.967
512,[0.8498732],3.523
513,[0.8498732],0.886
514,[0.8498732],0.861
515,[0.8498732],0.852
516,[0.8498732],0.849
517,[0.8498732],0.862
518,[0.8498732],0.965
519,[0.8498732],1.017
520,[0.8498732],0.994
521,[0.8498732],0.857
522,[0.8498732],0.896
523,[0.8498732],0.861
524,[0.8498732],0.984
525,[0.8498732],0.971
526,[0.8498732],0.844
527,[0.8498732],1.093
528,[0.8498732],0.949
529,[0.8498732],0.895
530,[0.8498732],0.896
531,[0.8498732],0.924
532,[0.8498732],1.003
533,[0.8498732],0.943
534,[0.8498732],0.973
535,[0.8498732],0.874
536,[0.8498732],0.868
537,[0.8498732],0.897
538,[0.8498732],0.872
539,[0.8498732],0.966
540,[0.8511559],0.954
541,[0.8528543],1.011
542,[0.85299385],0.880
543,[0.85299385],1.092
544,[0.85299385],0.935
545,[0.85299385],0.894
546,[0.85299385],0.906
547,[0.85299385],0.911
548,[0.85299385],0.874
549,[0.85299385],0.888
550,[0.85299385],0.896
551,[0.85299385],0.955
552,[0.85299385],0.993
553,[0.85299385],0.872
